img_org_name,img_name,ethnicity,id_class,face_id,Age,children_agegroup,im_id
m.048fq9_0004,m.048fq9,African,048fq9,0004,24,,048fq9
m.0l8gxl4_0001,m.0l8gxl4,African,0l8gxl4,0001,25,,0l8gxl4
m.0l8gxl4_0002,m.0l8gxl4,African,0l8gxl4,0002,32,,0l8gxl4
m.0l8gxl4_0003,m.0l8gxl4,African,0l8gxl4,0003,26,,0l8gxl4
m.0p786p4_0003,m.0p786p4,African,0p786p4,0003,25,,0p786p4
m.0p786p4_0002,m.0p786p4,African,0p786p4,0002,25,,0p786p4
m.0p786p4_0001,m.0p786p4,African,0p786p4,0001,22,,0p786p4
m.0p786p4_0005,m.0p786p4,African,0p786p4,0005,22,,0p786p4
m.0p786p4_0004,m.0p786p4,African,0p786p4,0004,26,,0p786p4
m.0d7g1d_0001,m.0d7g1d,African,0d7g1d,0001,20,,0d7g1d
m.0d7g1d_0003,m.0d7g1d,African,0d7g1d,0003,21,,0d7g1d
m.0d7g1d_0002,m.0d7g1d,African,0d7g1d,0002,24,,0d7g1d
m.0d7g1d_0004,m.0d7g1d,African,0d7g1d,0004,22,,0d7g1d
m.07kj15_0004,m.07kj15,African,07kj15,0004,33,,07kj15
m.07kj15_0002,m.07kj15,African,07kj15,0002,28,,07kj15
m.07kj15_0003,m.07kj15,African,07kj15,0003,38,,07kj15
m.07kj15_0001,m.07kj15,African,07kj15,0001,32,,07kj15
m.0d2bzj_0001,m.0d2bzj,African,0d2bzj,0001,24,,0d2bzj
m.0d2bzj_0002,m.0d2bzj,African,0d2bzj,0002,24,,0d2bzj
m.0d2bzj_0003,m.0d2bzj,African,0d2bzj,0003,33,,0d2bzj
m.05m0pq_0001,m.05m0pq,African,05m0pq,0001,25,,05m0pq
m.05m0pq_0003,m.05m0pq,African,05m0pq,0003,29,,05m0pq
m.05m0pq_0002,m.05m0pq,African,05m0pq,0002,35,,05m0pq
m.05m0pq_0004,m.05m0pq,African,05m0pq,0004,26,,05m0pq
m.03hh_vw_0001,m.03hh_vw,African,03hh_vw,0001,27,,03hh_vw
m.03hh_vw_0002,m.03hh_vw,African,03hh_vw,0002,22,,03hh_vw
m.03hh_vw_0003,m.03hh_vw,African,03hh_vw,0003,31,,03hh_vw
m.079v7t_0003,m.079v7t,African,079v7t,0003,27,,079v7t
m.079v7t_0002,m.079v7t,African,079v7t,0002,27,,079v7t
m.079v7t_0001,m.079v7t,African,079v7t,0001,30,,079v7t
m.079v7t_0005,m.079v7t,African,079v7t,0005,39,,079v7t
m.079v7t_0004,m.079v7t,African,079v7t,0004,34,,079v7t
m.079v7t_0006,m.079v7t,African,079v7t,0006,33,,079v7t
m.02p65p_0001,m.02p65p,African,02p65p,0001,40,,02p65p
m.02p65p_0003,m.02p65p,African,02p65p,0003,46,,02p65p
m.02p65p_0002,m.02p65p,African,02p65p,0002,41,,02p65p
m.0746cb_0001,m.0746cb,African,0746cb,0001,44,,0746cb
m.0746cb_0002,m.0746cb,African,0746cb,0002,40,,0746cb
m.05nk9x_0001,m.05nk9x,African,05nk9x,0001,24,,05nk9x
m.05nk9x_0002,m.05nk9x,African,05nk9x,0002,34,,05nk9x
m.05nk9x_0003,m.05nk9x,African,05nk9x,0003,20,,05nk9x
m.0gttznh_0002,m.0gttznh,African,0gttznh,0002,23,,0gttznh
m.0gttznh_0003,m.0gttznh,African,0gttznh,0003,29,,0gttznh
m.0gttznh_0001,m.0gttznh,African,0gttznh,0001,22,,0gttznh
m.0gttznh_0004,m.0gttznh,African,0gttznh,0004,25,,0gttznh
m.02w_f6b_0001,m.02w_f6b,African,02w_f6b,0001,26,,02w_f6b
m.02w_f6b_0003,m.02w_f6b,African,02w_f6b,0003,24,,02w_f6b
m.02w_f6b_0002,m.02w_f6b,African,02w_f6b,0002,22,,02w_f6b
m.02w_f6b_0004,m.02w_f6b,African,02w_f6b,0004,24,,02w_f6b
m.02z52lv_0001,m.02z52lv,African,02z52lv,0001,53,,02z52lv
m.02z52lv_0003,m.02z52lv,African,02z52lv,0003,43,,02z52lv
m.02z52lv_0002,m.02z52lv,African,02z52lv,0002,39,,02z52lv
m.0h64y2c_0003,m.0h64y2c,African,0h64y2c,0003,25,,0h64y2c
m.0h64y2c_0002,m.0h64y2c,African,0h64y2c,0002,21,,0h64y2c
m.0h64y2c_0001,m.0h64y2c,African,0h64y2c,0001,32,,0h64y2c
m.030mpx_0002,m.030mpx,African,030mpx,0002,30,,030mpx
m.030mpx_0003,m.030mpx,African,030mpx,0003,30,,030mpx
m.030mpx_0001,m.030mpx,African,030mpx,0001,36,,030mpx
m.030mpx_0004,m.030mpx,African,030mpx,0004,38,,030mpx
m.0knwxgj_0004,m.0knwxgj,African,0knwxgj,0004,25,,0knwxgj
m.0knwxgj_0003,m.0knwxgj,African,0knwxgj,0003,29,,0knwxgj
m.0knwxgj_0002,m.0knwxgj,African,0knwxgj,0002,24,,0knwxgj
m.0knwxgj_0001,m.0knwxgj,African,0knwxgj,0001,27,,0knwxgj
m.018p19_0001,m.018p19,African,018p19,0001,52,,018p19
m.018p19_0003,m.018p19,African,018p19,0003,24,,018p19
m.018p19_0002,m.018p19,African,018p19,0002,30,,018p19
m.0h3n2df_0002,m.0h3n2df,African,0h3n2df,0002,25,,0h3n2df
m.0h3n2df_0003,m.0h3n2df,African,0h3n2df,0003,25,,0h3n2df
m.0h3n2df_0001,m.0h3n2df,African,0h3n2df,0001,25,,0h3n2df
m.0rpg827_0004,m.0rpg827,African,0rpg827,0004,20,,0rpg827
m.0rpg827_0003,m.0rpg827,African,0rpg827,0003,19,,0rpg827
m.0rpg827_0002,m.0rpg827,African,0rpg827,0002,27,,0rpg827
m.0rpg827_0001,m.0rpg827,African,0rpg827,0001,21,,0rpg827
m.0ndwggq_0001,m.0ndwggq,African,0ndwggq,0001,28,,0ndwggq
m.0ndwggq_0002,m.0ndwggq,African,0ndwggq,0002,32,,0ndwggq
m.0ndwggq_0003,m.0ndwggq,African,0ndwggq,0003,27,,0ndwggq
m.08sw2b_0001,m.08sw2b,African,08sw2b,0001,29,,08sw2b
m.08sw2b_0002,m.08sw2b,African,08sw2b,0002,28,,08sw2b
m.08sw2b_0003,m.08sw2b,African,08sw2b,0003,36,,08sw2b
m.0bmv3y_0003,m.0bmv3y,African,0bmv3y,0003,36,,0bmv3y
m.0bmv3y_0002,m.0bmv3y,African,0bmv3y,0002,27,,0bmv3y
m.0bmv3y_0001,m.0bmv3y,African,0bmv3y,0001,37,,0bmv3y
m.047sply_0001,m.047sply,African,047sply,0001,30,,047sply
m.047sply_0003,m.047sply,African,047sply,0003,34,,047sply
m.047sply_0002,m.047sply,African,047sply,0002,32,,047sply
m.026_y13_0001,m.026_y13,African,026_y13,0001,19,,026_y13
m.026_y13_0003,m.026_y13,African,026_y13,0003,34,,026_y13
m.026_y13_0002,m.026_y13,African,026_y13,0002,28,,026_y13
m.026_y13_0004,m.026_y13,African,026_y13,0004,26,,026_y13
m.01szrr_0001,m.01szrr,African,01szrr,0001,32,,01szrr
m.01szrr_0003,m.01szrr,African,01szrr,0003,24,,01szrr
m.01szrr_0002,m.01szrr,African,01szrr,0002,36,,01szrr
m.0ds28j0_0001,m.0ds28j0,African,0ds28j0,0001,29,,0ds28j0
m.0ds28j0_0002,m.0ds28j0,African,0ds28j0,0002,32,,0ds28j0
m.0ds28j0_0003,m.0ds28j0,African,0ds28j0,0003,28,,0ds28j0
m.0ds28j0_0004,m.0ds28j0,African,0ds28j0,0004,27,,0ds28j0
m.02x6910_0004,m.02x6910,African,02x6910,0004,24,,02x6910
m.02x6910_0005,m.02x6910,African,02x6910,0005,21,,02x6910
m.02x6910_0002,m.02x6910,African,02x6910,0002,20,,02x6910
m.02x6910_0003,m.02x6910,African,02x6910,0003,20,,02x6910
m.0ds46yt_0001,m.0ds46yt,African,0ds46yt,0001,24,,0ds46yt
m.0ds46yt_0002,m.0ds46yt,African,0ds46yt,0002,27,,0ds46yt
m.0ds46yt_0003,m.0ds46yt,African,0ds46yt,0003,26,,0ds46yt
m.06bkss_0002,m.06bkss,African,06bkss,0002,44,,06bkss
m.06bkss_0003,m.06bkss,African,06bkss,0003,34,,06bkss
m.06bkss_0001,m.06bkss,African,06bkss,0001,36,,06bkss
m.0bk56n_0004,m.0bk56n,African,0bk56n,0004,69,,0bk56n
m.0bk56n_0001,m.0bk56n,African,0bk56n,0001,50,,0bk56n
m.0bk56n_0003,m.0bk56n,African,0bk56n,0003,65,,0bk56n
m.0bk56n_0002,m.0bk56n,African,0bk56n,0002,58,,0bk56n
m.0g7_9f_0001,m.0g7_9f,African,0g7_9f,0001,36,,0g7_9f
m.0g7_9f_0003,m.0g7_9f,African,0g7_9f,0003,24,,0g7_9f
m.0g7_9f_0002,m.0g7_9f,African,0g7_9f,0002,27,,0g7_9f
m.05c36_h_0004,m.05c36_h,African,05c36_h,0004,21,,05c36_h
m.05c36_h_0002,m.05c36_h,African,05c36_h,0002,18,16-18,05c36_h
m.05c36_h_0003,m.05c36_h,African,05c36_h,0003,22,,05c36_h
m.05c36_h_0001,m.05c36_h,African,05c36_h,0001,22,,05c36_h
m.01lv4nd_0004,m.01lv4nd,African,01lv4nd,0004,41,,01lv4nd
m.01lv4nd_0001,m.01lv4nd,African,01lv4nd,0001,40,,01lv4nd
m.01lv4nd_0003,m.01lv4nd,African,01lv4nd,0003,50,,01lv4nd
m.01lv4nd_0002,m.01lv4nd,African,01lv4nd,0002,44,,01lv4nd
m.0brv76_0002,m.0brv76,African,0brv76,0002,22,,0brv76
m.0brv76_0003,m.0brv76,African,0brv76,0003,21,,0brv76
m.0brv76_0001,m.0brv76,African,0brv76,0001,26,,0brv76
m.05syr9r_0002,m.05syr9r,African,05syr9r,0002,25,,05syr9r
m.05syr9r_0003,m.05syr9r,African,05syr9r,0003,22,,05syr9r
m.05syr9r_0001,m.05syr9r,African,05syr9r,0001,23,,05syr9r
m.05syr9r_0004,m.05syr9r,African,05syr9r,0004,24,,05syr9r
m.05syr9r_0005,m.05syr9r,African,05syr9r,0005,25,,05syr9r
m.05syr9r_0006,m.05syr9r,African,05syr9r,0006,22,,05syr9r
m.0cn_m12_0003,m.0cn_m12,African,0cn_m12,0003,27,,0cn_m12
m.0cn_m12_0002,m.0cn_m12,African,0cn_m12,0002,28,,0cn_m12
m.0cn_m12_0001,m.0cn_m12,African,0cn_m12,0001,25,,0cn_m12
m.0gg6zmj_0003,m.0gg6zmj,African,0gg6zmj,0003,24,,0gg6zmj
m.0gg6zmj_0002,m.0gg6zmj,African,0gg6zmj,0002,29,,0gg6zmj
m.0gg6zmj_0001,m.0gg6zmj,African,0gg6zmj,0001,28,,0gg6zmj
m.0gg6zmj_0004,m.0gg6zmj,African,0gg6zmj,0004,32,,0gg6zmj
m.0cwnqd_0001,m.0cwnqd,African,0cwnqd,0001,26,,0cwnqd
m.0cwnqd_0003,m.0cwnqd,African,0cwnqd,0003,31,,0cwnqd
m.0cwnqd_0002,m.0cwnqd,African,0cwnqd,0002,20,,0cwnqd
m.05mrf5k_0002,m.05mrf5k,African,05mrf5k,0002,28,,05mrf5k
m.05mrf5k_0003,m.05mrf5k,African,05mrf5k,0003,33,,05mrf5k
m.05mrf5k_0001,m.05mrf5k,African,05mrf5k,0001,27,,05mrf5k
m.05mrf5k_0004,m.05mrf5k,African,05mrf5k,0004,27,,05mrf5k
m.05mrf5k_0005,m.05mrf5k,African,05mrf5k,0005,22,,05mrf5k
m.0dm1ts_0006,m.0dm1ts,African,0dm1ts,0006,35,,0dm1ts
m.0dm1ts_0005,m.0dm1ts,African,0dm1ts,0005,37,,0dm1ts
m.0dm1ts_0004,m.0dm1ts,African,0dm1ts,0004,26,,0dm1ts
m.0dm1ts_0001,m.0dm1ts,African,0dm1ts,0001,40,,0dm1ts
m.0dm1ts_0003,m.0dm1ts,African,0dm1ts,0003,40,,0dm1ts
m.0dm1ts_0002,m.0dm1ts,African,0dm1ts,0002,33,,0dm1ts
m.093zfr_0001,m.093zfr,African,093zfr,0001,42,,093zfr
m.093zfr_0003,m.093zfr,African,093zfr,0003,67,,093zfr
m.093zfr_0002,m.093zfr,African,093zfr,0002,39,,093zfr
m.093zfr_0004,m.093zfr,African,093zfr,0004,37,,093zfr
m.05f3bv8_0001,m.05f3bv8,African,05f3bv8,0001,22,,05f3bv8
m.05f3bv8_0003,m.05f3bv8,African,05f3bv8,0003,24,,05f3bv8
m.05f3bv8_0002,m.05f3bv8,African,05f3bv8,0002,24,,05f3bv8
m.05f3bv8_0004,m.05f3bv8,African,05f3bv8,0004,31,,05f3bv8
m.05zz1v_0002,m.05zz1v,African,05zz1v,0002,52,,05zz1v
m.05zz1v_0001,m.05zz1v,African,05zz1v,0001,28,,05zz1v
m.03qkktc_0003,m.03qkktc,African,03qkktc,0003,20,,03qkktc
m.03qkktc_0002,m.03qkktc,African,03qkktc,0002,23,,03qkktc
m.03qkktc_0001,m.03qkktc,African,03qkktc,0001,24,,03qkktc
m.03qkktc_0004,m.03qkktc,African,03qkktc,0004,22,,03qkktc
m.05b3gt1_0003,m.05b3gt1,African,05b3gt1,0003,28,,05b3gt1
m.05b3gt1_0002,m.05b3gt1,African,05b3gt1,0002,24,,05b3gt1
m.05b3gt1_0001,m.05b3gt1,African,05b3gt1,0001,35,,05b3gt1
m.04m4p5_0001,m.04m4p5,African,04m4p5,0001,40,,04m4p5
m.04m4p5_0002,m.04m4p5,African,04m4p5,0002,38,,04m4p5
m.04m4p5_0003,m.04m4p5,African,04m4p5,0003,30,,04m4p5
m.04m4p5_0004,m.04m4p5,African,04m4p5,0004,37,,04m4p5
m.025zgjt_0003,m.025zgjt,African,025zgjt,0003,30,,025zgjt
m.025zgjt_0002,m.025zgjt,African,025zgjt,0002,25,,025zgjt
m.025zgjt_0001,m.025zgjt,African,025zgjt,0001,29,,025zgjt
m.08j85q_0004,m.08j85q,African,08j85q,0004,30,,08j85q
m.08j85q_0002,m.08j85q,African,08j85q,0002,31,,08j85q
m.08j85q_0003,m.08j85q,African,08j85q,0003,34,,08j85q
m.08j85q_0001,m.08j85q,African,08j85q,0001,33,,08j85q
m.05r6qt_0001,m.05r6qt,African,05r6qt,0001,24,,05r6qt
m.05r6qt_0003,m.05r6qt,African,05r6qt,0003,25,,05r6qt
m.05r6qt_0002,m.05r6qt,African,05r6qt,0002,23,,05r6qt
m.05r6qt_0004,m.05r6qt,African,05r6qt,0004,24,,05r6qt
m.05p7sqg_0001,m.05p7sqg,African,05p7sqg,0001,50,,05p7sqg
m.05p7sqg_0002,m.05p7sqg,African,05p7sqg,0002,51,,05p7sqg
m.05p7sqg_0003,m.05p7sqg,African,05p7sqg,0003,49,,05p7sqg
m.04n477n_0001,m.04n477n,African,04n477n,0001,25,,04n477n
m.04n477n_0003,m.04n477n,African,04n477n,0003,32,,04n477n
m.04n477n_0002,m.04n477n,African,04n477n,0002,25,,04n477n
m.04n477n_0005,m.04n477n,African,04n477n,0005,24,,04n477n
m.04n477n_0004,m.04n477n,African,04n477n,0004,40,,04n477n
m.095wfp_0004,m.095wfp,African,095wfp,0004,35,,095wfp
m.095wfp_0001,m.095wfp,African,095wfp,0001,38,,095wfp
m.095wfp_0002,m.095wfp,African,095wfp,0002,35,,095wfp
m.095wfp_0003,m.095wfp,African,095wfp,0003,33,,095wfp
m.01k5tvx_0003,m.01k5tvx,African,01k5tvx,0003,42,,01k5tvx
m.01k5tvx_0002,m.01k5tvx,African,01k5tvx,0002,48,,01k5tvx
m.01k5tvx_0001,m.01k5tvx,African,01k5tvx,0001,41,,01k5tvx
m.0drwc2v_0004,m.0drwc2v,African,0drwc2v,0004,22,,0drwc2v
m.0drwc2v_0002,m.0drwc2v,African,0drwc2v,0002,24,,0drwc2v
m.0drwc2v_0003,m.0drwc2v,African,0drwc2v,0003,21,,0drwc2v
m.0drwc2v_0001,m.0drwc2v,African,0drwc2v,0001,20,,0drwc2v
m.07s4k2r_0004,m.07s4k2r,African,07s4k2r,0004,31,,07s4k2r
m.07s4k2r_0001,m.07s4k2r,African,07s4k2r,0001,34,,07s4k2r
m.07s4k2r_0003,m.07s4k2r,African,07s4k2r,0003,34,,07s4k2r
m.07s4k2r_0002,m.07s4k2r,African,07s4k2r,0002,32,,07s4k2r
m.05b6d9h_0003,m.05b6d9h,African,05b6d9h,0003,23,,05b6d9h
m.05b6d9h_0002,m.05b6d9h,African,05b6d9h,0002,27,,05b6d9h
m.05b6d9h_0001,m.05b6d9h,African,05b6d9h,0001,21,,05b6d9h
m.0h51lh1_0001,m.0h51lh1,African,0h51lh1,0001,29,,0h51lh1
m.0h51lh1_0003,m.0h51lh1,African,0h51lh1,0003,23,,0h51lh1
m.0h51lh1_0002,m.0h51lh1,African,0h51lh1,0002,24,,0h51lh1
m.06xb_6_0002,m.06xb_6,African,06xb_6,0002,56,,06xb_6
m.06xb_6_0001,m.06xb_6,African,06xb_6,0001,47,,06xb_6
m.09k147_0001,m.09k147,African,09k147,0001,27,,09k147
m.09k147_0002,m.09k147,African,09k147,0002,24,,09k147
m.02xz_9_0001,m.02xz_9,African,02xz_9,0001,58,,02xz_9
m.02xz_9_0003,m.02xz_9,African,02xz_9,0003,55,,02xz_9
m.02xz_9_0002,m.02xz_9,African,02xz_9,0002,47,,02xz_9
m.06_w_yf_0001,m.06_w_yf,African,06_w_yf,0001,22,,06_w_yf
m.06_w_yf_0002,m.06_w_yf,African,06_w_yf,0002,30,,06_w_yf
m.06_w_yf_0003,m.06_w_yf,African,06_w_yf,0003,23,,06_w_yf
m.02qjc22_0004,m.02qjc22,African,02qjc22,0004,48,,02qjc22
m.02qjc22_0001,m.02qjc22,African,02qjc22,0001,28,,02qjc22
m.02qjc22_0003,m.02qjc22,African,02qjc22,0003,27,,02qjc22
m.02qjc22_0002,m.02qjc22,African,02qjc22,0002,40,,02qjc22
m.0ds7tx__0001,m.0ds7tx_,African,0ds7tx_,0001,20,,0ds7tx_
m.0ds7tx__0002,m.0ds7tx_,African,0ds7tx_,0002,27,,0ds7tx_
m.0ds7tx__0003,m.0ds7tx_,African,0ds7tx_,0003,22,,0ds7tx_
m.0ds7tx__0004,m.0ds7tx_,African,0ds7tx_,0004,20,,0ds7tx_
m.0ch5js8_0003,m.0ch5js8,African,0ch5js8,0003,24,,0ch5js8
m.0ch5js8_0002,m.0ch5js8,African,0ch5js8,0002,22,,0ch5js8
m.0ch5js8_0001,m.0ch5js8,African,0ch5js8,0001,22,,0ch5js8
m.0ch5js8_0004,m.0ch5js8,African,0ch5js8,0004,27,,0ch5js8
m.06r3k7_0002,m.06r3k7,African,06r3k7,0002,32,,06r3k7
m.06r3k7_0003,m.06r3k7,African,06r3k7,0003,30,,06r3k7
m.06r3k7_0001,m.06r3k7,African,06r3k7,0001,26,,06r3k7
m.05bzwz0_0002,m.05bzwz0,African,05bzwz0,0002,40,,05bzwz0
m.05bzwz0_0003,m.05bzwz0,African,05bzwz0,0003,39,,05bzwz0
m.05bzwz0_0001,m.05bzwz0,African,05bzwz0,0001,37,,05bzwz0
m.0ndjyk4_0001,m.0ndjyk4,African,0ndjyk4,0001,32,,0ndjyk4
m.0ndjyk4_0002,m.0ndjyk4,African,0ndjyk4,0002,37,,0ndjyk4
m.02p_4v7_0001,m.02p_4v7,African,02p_4v7,0001,41,,02p_4v7
m.02p_4v7_0002,m.02p_4v7,African,02p_4v7,0002,33,,02p_4v7
m.02p_4v7_0003,m.02p_4v7,African,02p_4v7,0003,36,,02p_4v7
m.02r310m_0002,m.02r310m,African,02r310m,0002,21,,02r310m
m.02r310m_0003,m.02r310m,African,02r310m,0003,26,,02r310m
m.02r310m_0001,m.02r310m,African,02r310m,0001,36,,02r310m
m.0c_qms_0001,m.0c_qms,African,0c_qms,0001,42,,0c_qms
m.0c_qms_0003,m.0c_qms,African,0c_qms,0003,40,,0c_qms
m.0c_qms_0002,m.0c_qms,African,0c_qms,0002,46,,0c_qms
m.0k7_47__0003,m.0k7_47_,African,0k7_47_,0003,26,,0k7_47_
m.0k7_47__0002,m.0k7_47_,African,0k7_47_,0002,19,,0k7_47_
m.0k7_47__0001,m.0k7_47_,African,0k7_47_,0001,33,,0k7_47_
m.06zqsws_0002,m.06zqsws,African,06zqsws,0002,27,,06zqsws
m.06zqsws_0001,m.06zqsws,African,06zqsws,0001,26,,06zqsws
m.03bj2h_0001,m.03bj2h,African,03bj2h,0001,46,,03bj2h
m.03bj2h_0003,m.03bj2h,African,03bj2h,0003,24,,03bj2h
m.03bj2h_0002,m.03bj2h,African,03bj2h,0002,37,,03bj2h
m.0cvqmj_0006,m.0cvqmj,African,0cvqmj,0006,20,,0cvqmj
m.0cvqmj_0004,m.0cvqmj,African,0cvqmj,0004,24,,0cvqmj
m.0cvqmj_0005,m.0cvqmj,African,0cvqmj,0005,19,,0cvqmj
m.0cvqmj_0001,m.0cvqmj,African,0cvqmj,0001,27,,0cvqmj
m.0cvqmj_0002,m.0cvqmj,African,0cvqmj,0002,26,,0cvqmj
m.0cvqmj_0003,m.0cvqmj,African,0cvqmj,0003,24,,0cvqmj
m.03c44y_0001,m.03c44y,African,03c44y,0001,29,,03c44y
m.03c44y_0002,m.03c44y,African,03c44y,0002,45,,03c44y
m.03c44y_0003,m.03c44y,African,03c44y,0003,33,,03c44y
m.0276ftc_0001,m.0276ftc,African,0276ftc,0001,23,,0276ftc
m.0276ftc_0002,m.0276ftc,African,0276ftc,0002,22,,0276ftc
m.0276ftc_0003,m.0276ftc,African,0276ftc,0003,27,,0276ftc
m.0276ftc_0004,m.0276ftc,African,0276ftc,0004,22,,0276ftc
m.0gg8m_6_0004,m.0gg8m_6,African,0gg8m_6,0004,21,,0gg8m_6
m.0gg8m_6_0001,m.0gg8m_6,African,0gg8m_6,0001,31,,0gg8m_6
m.0gg8m_6_0002,m.0gg8m_6,African,0gg8m_6,0002,19,,0gg8m_6
m.0gg8m_6_0003,m.0gg8m_6,African,0gg8m_6,0003,42,,0gg8m_6
m.01jjx5_0001,m.01jjx5,African,01jjx5,0001,49,,01jjx5
m.01jjx5_0002,m.01jjx5,African,01jjx5,0002,38,,01jjx5
m.01jjx5_0003,m.01jjx5,African,01jjx5,0003,31,,01jjx5
m.01kcys_0003,m.01kcys,African,01kcys,0003,55,,01kcys
m.01kcys_0002,m.01kcys,African,01kcys,0002,39,,01kcys
m.01kcys_0001,m.01kcys,African,01kcys,0001,56,,01kcys
m.01kcys_0005,m.01kcys,African,01kcys,0005,45,,01kcys
m.01kcys_0004,m.01kcys,African,01kcys,0004,35,,01kcys
m.02lhm2_0001,m.02lhm2,African,02lhm2,0001,43,,02lhm2
m.02lhm2_0002,m.02lhm2,African,02lhm2,0002,29,,02lhm2
m.02lhm2_0003,m.02lhm2,African,02lhm2,0003,48,,02lhm2
m.03by2wy_0002,m.03by2wy,African,03by2wy,0002,17,16-18,03by2wy
m.03by2wy_0003,m.03by2wy,African,03by2wy,0003,25,,03by2wy
m.03by2wy_0001,m.03by2wy,African,03by2wy,0001,17,16-18,03by2wy
m.03by2wy_0004,m.03by2wy,African,03by2wy,0004,22,,03by2wy
m.09r1j5_0002,m.09r1j5,African,09r1j5,0002,25,,09r1j5
m.09r1j5_0003,m.09r1j5,African,09r1j5,0003,27,,09r1j5
m.09r1j5_0001,m.09r1j5,African,09r1j5,0001,28,,09r1j5
m.01t_syq_0002,m.01t_syq,African,01t_syq,0002,34,,01t_syq
m.01t_syq_0003,m.01t_syq,African,01t_syq,0003,35,,01t_syq
m.01t_syq_0001,m.01t_syq,African,01t_syq,0001,31,,01t_syq
m.01v_3zf_0001,m.01v_3zf,African,01v_3zf,0001,45,,01v_3zf
m.01v_3zf_0002,m.01v_3zf,African,01v_3zf,0002,48,,01v_3zf
m.0g1y5b_0001,m.0g1y5b,African,0g1y5b,0001,32,,0g1y5b
m.0g1y5b_0002,m.0g1y5b,African,0g1y5b,0002,22,,0g1y5b
m.0g1y5b_0003,m.0g1y5b,African,0g1y5b,0003,28,,0g1y5b
m.0g1y5b_0004,m.0g1y5b,African,0g1y5b,0004,22,,0g1y5b
m.0g1y5b_0005,m.0g1y5b,African,0g1y5b,0005,23,,0g1y5b
m.09nz_c_0001,m.09nz_c,African,09nz_c,0001,49,,09nz_c
m.09nz_c_0003,m.09nz_c,African,09nz_c,0003,41,,09nz_c
m.09nz_c_0002,m.09nz_c,African,09nz_c,0002,54,,09nz_c
m.09nz_c_0004,m.09nz_c,African,09nz_c,0004,45,,09nz_c
m.0bfjfx_0002,m.0bfjfx,African,0bfjfx,0002,25,,0bfjfx
m.0bfjfx_0003,m.0bfjfx,African,0bfjfx,0003,31,,0bfjfx
m.0bfjfx_0001,m.0bfjfx,African,0bfjfx,0001,38,,0bfjfx
m.0bfjfx_0004,m.0bfjfx,African,0bfjfx,0004,28,,0bfjfx
m.0374vb_0003,m.0374vb,African,0374vb,0003,16,16-18,0374vb
m.0374vb_0002,m.0374vb,African,0374vb,0002,26,,0374vb
m.0374vb_0001,m.0374vb,African,0374vb,0001,23,,0374vb
m.0374vb_0005,m.0374vb,African,0374vb,0005,19,,0374vb
m.0374vb_0004,m.0374vb,African,0374vb,0004,31,,0374vb
m.02z3rp5_0001,m.02z3rp5,African,02z3rp5,0001,23,,02z3rp5
m.02z3rp5_0002,m.02z3rp5,African,02z3rp5,0002,23,,02z3rp5
m.02z3rp5_0003,m.02z3rp5,African,02z3rp5,0003,29,,02z3rp5
m.02z3rp5_0004,m.02z3rp5,African,02z3rp5,0004,28,,02z3rp5
m.02z3rp5_0005,m.02z3rp5,African,02z3rp5,0005,25,,02z3rp5
m.045twr_0001,m.045twr,African,045twr,0001,30,,045twr
m.045twr_0003,m.045twr,African,045twr,0003,26,,045twr
m.045twr_0002,m.045twr,African,045twr,0002,35,,045twr
m.05v_xv_0002,m.05v_xv,African,05v_xv,0002,40,,05v_xv
m.05v_xv_0003,m.05v_xv,African,05v_xv,0003,26,,05v_xv
m.05v_xv_0001,m.05v_xv,African,05v_xv,0001,51,,05v_xv
m.05v_xv_0004,m.05v_xv,African,05v_xv,0004,55,,05v_xv
m.01lmtl_0004,m.01lmtl,African,01lmtl,0004,32,,01lmtl
m.01lmtl_0003,m.01lmtl,African,01lmtl,0003,24,,01lmtl
m.01lmtl_0002,m.01lmtl,African,01lmtl,0002,28,,01lmtl
m.01lmtl_0001,m.01lmtl,African,01lmtl,0001,27,,01lmtl
m.02s_15_0004,m.02s_15,African,02s_15,0004,47,,02s_15
m.02s_15_0005,m.02s_15,African,02s_15,0005,36,,02s_15
m.02s_15_0002,m.02s_15,African,02s_15,0002,47,,02s_15
m.02s_15_0003,m.02s_15,African,02s_15,0003,28,,02s_15
m.02s_15_0001,m.02s_15,African,02s_15,0001,40,,02s_15
m.02ph73b_0004,m.02ph73b,African,02ph73b,0004,26,,02ph73b
m.02ph73b_0002,m.02ph73b,African,02ph73b,0002,32,,02ph73b
m.02ph73b_0003,m.02ph73b,African,02ph73b,0003,32,,02ph73b
m.02ph73b_0001,m.02ph73b,African,02ph73b,0001,26,,02ph73b
m.06w9s22_0001,m.06w9s22,African,06w9s22,0001,24,,06w9s22
m.06w9s22_0002,m.06w9s22,African,06w9s22,0002,35,,06w9s22
m.06w9s22_0003,m.06w9s22,African,06w9s22,0003,33,,06w9s22
m.02tpys_0001,m.02tpys,African,02tpys,0001,25,,02tpys
m.02tpys_0002,m.02tpys,African,02tpys,0002,27,,02tpys
m.02tpys_0003,m.02tpys,African,02tpys,0003,25,,02tpys
m.02tpys_0004,m.02tpys,African,02tpys,0004,29,,02tpys
m.0crg_tk_0002,m.0crg_tk,African,0crg_tk,0002,19,,0crg_tk
m.0crg_tk_0001,m.0crg_tk,African,0crg_tk,0001,19,,0crg_tk
