files_list,image_name,identity_name,enrolled,ethnicity,Age,Identity,UnifiedQualityScore.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar
Asian_m.055ctz/m.055ctz_0003.jpg,m.055ctz_0003,m.055ctz,enrolled,Asian,36,m.055ctz,37.0,98.0,100.0,100.0
Asian_m.055ctz/m.055ctz_0004.jpg,m.055ctz_0004,m.055ctz,enrolled,Asian,36,m.055ctz,75.0,100.0,100.0,100.0
Asian_m.055fdh/m.055fdh_0001.jpg,m.055fdh_0001,m.055fdh,enrolled,Asian,62,m.055fdh,71.0,98.0,100.0,100.0
Asian_m.055fdh/m.055fdh_0002.jpg,m.055fdh_0002,m.055fdh,enrolled,Asian,44,m.055fdh,54.0,71.0,100.0,100.0
Asian_m.055ff6/m.055ff6_0001.jpg,m.055ff6_0001,m.055ff6,enrolled,Asian,33,m.055ff6,47.0,98.0,97.0,100.0
Asian_m.055ff6/m.055ff6_0002.jpg,m.055ff6_0002,m.055ff6,enrolled,Asian,34,m.055ff6,5.0,75.0,95.0,99.0
Asian_m.055ff6/m.055ff6_0003.jpg,m.055ff6_0003,m.055ff6,enrolled,Asian,47,m.055ff6,17.0,100.0,99.0,100.0
Asian_m.055gm00/m.055gm00_0001.jpg,m.055gm00_0001,m.055gm00,enrolled,Asian,34,m.055gm00,79.0,99.0,99.0,100.0
Asian_m.055gm00/m.055gm00_0002.jpg,m.055gm00_0002,m.055gm00,enrolled,Asian,29,m.055gm00,58.0,100.0,99.0,100.0
Asian_m.055gm00/m.055gm00_0003.jpg,m.055gm00_0003,m.055gm00,enrolled,Asian,36,m.055gm00,52.0,81.0,100.0,100.0
Asian_m.055gm00/m.055gm00_0004.jpg,m.055gm00_0004,m.055gm00,enrolled,Asian,38,m.055gm00,43.0,100.0,99.0,100.0
Asian_m.05627j/m.05627j_0001.jpg,m.05627j_0001,m.05627j,enrolled,Asian,36,m.05627j,78.0,76.0,100.0,100.0
Asian_m.05627j/m.05627j_0002.jpg,m.05627j_0002,m.05627j,enrolled,Asian,41,m.05627j,70.0,100.0,98.0,100.0
Asian_m.05627j/m.05627j_0003.jpg,m.05627j_0003,m.05627j,enrolled,Asian,34,m.05627j,16.0,99.0,99.0,100.0
Asian_m.0569p_/m.0569p__0001.jpg,m.0569p__0001,m.0569p_,enrolled,Asian,42,m.0569p_,31.0,98.0,99.0,100.0
Asian_m.0569p_/m.0569p__0002.jpg,m.0569p__0002,m.0569p_,enrolled,Asian,40,m.0569p_,32.0,81.0,100.0,100.0
Asian_m.0569p_/m.0569p__0004.jpg,m.0569p__0004,m.0569p_,enrolled,Asian,42,m.0569p_,9.0,97.0,99.0,100.0
Asian_m.0569p_/m.0569p__0005.jpg,m.0569p__0005,m.0569p_,enrolled,Asian,36,m.0569p_,25.0,81.0,93.0,99.0
Asian_m.056p_m/m.056p_m_0001.jpg,m.056p_m_0001,m.056p_m,enrolled,Asian,30,m.056p_m,16.0,92.0,97.0,100.0
Asian_m.056p_m/m.056p_m_0002.jpg,m.056p_m_0002,m.056p_m,enrolled,Asian,30,m.056p_m,18.0,89.0,98.0,100.0
Asian_m.056p_m/m.056p_m_0003.jpg,m.056p_m_0003,m.056p_m,enrolled,Asian,29,m.056p_m,12.0,96.0,93.0,100.0
Asian_m.056p_m/m.056p_m_0004.jpg,m.056p_m_0004,m.056p_m,enrolled,Asian,31,m.056p_m,20.0,88.0,100.0,100.0
Asian_m.056p_m/m.056p_m_0005.jpg,m.056p_m_0005,m.056p_m,enrolled,Asian,33,m.056p_m,20.0,86.0,98.0,100.0
Asian_m.056q2j/m.056q2j_0001.jpg,m.056q2j_0001,m.056q2j,enrolled,Asian,43,m.056q2j,71.0,99.0,97.0,100.0
Asian_m.056q2j/m.056q2j_0002.jpg,m.056q2j_0002,m.056q2j,enrolled,Asian,35,m.056q2j,33.0,99.0,98.0,100.0
Asian_m.056q2j/m.056q2j_0003.jpg,m.056q2j_0003,m.056q2j,enrolled,Asian,46,m.056q2j,15.0,66.0,100.0,100.0
Asian_m.056q2j/m.056q2j_0004.jpg,m.056q2j_0004,m.056q2j,enrolled,Asian,36,m.056q2j,34.0,100.0,100.0,100.0
Asian_m.0575d1/m.0575d1_0002.jpg,m.0575d1_0002,m.0575d1,enrolled,Asian,35,m.0575d1,73.0,96.0,100.0,100.0
Asian_m.0575d1/m.0575d1_0003.jpg,m.0575d1_0003,m.0575d1,enrolled,Asian,26,m.0575d1,19.0,90.0,100.0,100.0
Asian_m.0575d1/m.0575d1_0004.jpg,m.0575d1_0004,m.0575d1,enrolled,Asian,26,m.0575d1,51.0,97.0,99.0,100.0
Asian_m.0575d1/m.0575d1_0005.jpg,m.0575d1_0005,m.0575d1,enrolled,Asian,37,m.0575d1,56.0,98.0,98.0,100.0
Asian_m.0575d1/m.0575d1_0006.jpg,m.0575d1_0006,m.0575d1,enrolled,Asian,29,m.0575d1,19.0,100.0,95.0,100.0
Asian_m.0575d1/m.0575d1_0007.jpg,m.0575d1_0007,m.0575d1,enrolled,Asian,37,m.0575d1,41.0,87.0,99.0,99.0
Asian_m.0576kw/m.0576kw_0001.jpg,m.0576kw_0001,m.0576kw,enrolled,Asian,24,m.0576kw,9.0,99.0,90.0,100.0
Asian_m.0576kw/m.0576kw_0002.jpg,m.0576kw_0002,m.0576kw,enrolled,Asian,57,m.0576kw,72.0,100.0,99.0,100.0
Asian_m.057jkz/m.057jkz_0001.jpg,m.057jkz_0001,m.057jkz,enrolled,Asian,61,m.057jkz,73.0,100.0,98.0,100.0
Asian_m.057jkz/m.057jkz_0003.jpg,m.057jkz_0003,m.057jkz,enrolled,Asian,61,m.057jkz,77.0,99.0,100.0,100.0
Asian_m.057jkz/m.057jkz_0004.jpg,m.057jkz_0004,m.057jkz,enrolled,Asian,57,m.057jkz,71.0,100.0,99.0,100.0
Asian_m.057wf4/m.057wf4_0001.jpg,m.057wf4_0001,m.057wf4,enrolled,Asian,61,m.057wf4,68.0,87.0,100.0,100.0
Asian_m.057wf4/m.057wf4_0002.jpg,m.057wf4_0002,m.057wf4,enrolled,Asian,45,m.057wf4,29.0,98.0,99.0,100.0
Asian_m.057wf4/m.057wf4_0003.jpg,m.057wf4_0003,m.057wf4,enrolled,Asian,62,m.057wf4,72.0,84.0,100.0,100.0
Asian_m.057wf4/m.057wf4_0004.jpg,m.057wf4_0004,m.057wf4,enrolled,Asian,55,m.057wf4,23.0,100.0,99.0,100.0
Asian_m.057wf4/m.057wf4_0005.jpg,m.057wf4_0005,m.057wf4,enrolled,Asian,55,m.057wf4,45.0,88.0,100.0,100.0
Asian_m.057wf4/m.057wf4_0006.jpg,m.057wf4_0006,m.057wf4,enrolled,Asian,65,m.057wf4,58.0,100.0,99.0,100.0
Asian_m.058g84/m.058g84_0001.jpg,m.058g84_0001,m.058g84,enrolled,Asian,31,m.058g84,3.0,60.0,94.0,96.0
Asian_m.058g84/m.058g84_0002.jpg,m.058g84_0002,m.058g84,enrolled,Asian,28,m.058g84,8.0,100.0,100.0,100.0
Asian_m.058kyj/m.058kyj_0001.jpg,m.058kyj_0001,m.058kyj,enrolled,Asian,51,m.058kyj,49.0,100.0,100.0,100.0
Asian_m.058kyj/m.058kyj_0002.jpg,m.058kyj_0002,m.058kyj,enrolled,Asian,65,m.058kyj,65.0,100.0,96.0,100.0
Asian_m.058kyj/m.058kyj_0003.jpg,m.058kyj_0003,m.058kyj,enrolled,Asian,43,m.058kyj,20.0,88.0,100.0,99.0
Asian_m.058q6v4/m.058q6v4_0001.jpg,m.058q6v4_0001,m.058q6v4,enrolled,Asian,22,m.058q6v4,70.0,100.0,98.0,100.0
Asian_m.058q6v4/m.058q6v4_0002.jpg,m.058q6v4_0002,m.058q6v4,enrolled,Asian,26,m.058q6v4,31.0,54.0,97.0,98.0
Asian_m.058q6v4/m.058q6v4_0003.jpg,m.058q6v4_0003,m.058q6v4,enrolled,Asian,27,m.058q6v4,70.0,94.0,89.0,100.0
Asian_m.058q6v4/m.058q6v4_0004.jpg,m.058q6v4_0004,m.058q6v4,enrolled,Asian,27,m.058q6v4,69.0,96.0,100.0,100.0
Asian_m.058q6v4/m.058q6v4_0005.jpg,m.058q6v4_0005,m.058q6v4,enrolled,Asian,26,m.058q6v4,67.0,73.0,95.0,99.0
Asian_m.058q6v4/m.058q6v4_0006.jpg,m.058q6v4_0006,m.058q6v4,enrolled,Asian,26,m.058q6v4,70.0,99.0,100.0,100.0
Asian_m.058sn72/m.058sn72_0001.jpg,m.058sn72_0001,m.058sn72,enrolled,Asian,32,m.058sn72,33.0,93.0,100.0,100.0
Asian_m.058sn72/m.058sn72_0002.jpg,m.058sn72_0002,m.058sn72,enrolled,Asian,22,m.058sn72,21.0,67.0,63.0,83.0
Asian_m.058sn72/m.058sn72_0003.jpg,m.058sn72_0003,m.058sn72,enrolled,Asian,25,m.058sn72,90.0,99.0,100.0,100.0
Asian_m.058sn72/m.058sn72_0004.jpg,m.058sn72_0004,m.058sn72,enrolled,Asian,32,m.058sn72,31.0,75.0,99.0,100.0
Asian_m.059msv/m.059msv_0001.jpg,m.059msv_0001,m.059msv,enrolled,Asian,39,m.059msv,25.0,87.0,96.0,99.0
Asian_m.059msv/m.059msv_0002.jpg,m.059msv_0002,m.059msv,enrolled,Asian,34,m.059msv,35.0,91.0,92.0,100.0
Asian_m.059msv/m.059msv_0003.jpg,m.059msv_0003,m.059msv,enrolled,Asian,28,m.059msv,60.0,100.0,96.0,100.0
Asian_m.059msv/m.059msv_0004.jpg,m.059msv_0004,m.059msv,enrolled,Asian,38,m.059msv,10.0,75.0,100.0,100.0
Asian_m.05b4xvt/m.05b4xvt_0002.jpg,m.05b4xvt_0002,m.05b4xvt,enrolled,Asian,25,m.05b4xvt,34.0,54.0,99.0,100.0
Asian_m.05b4xvt/m.05b4xvt_0003.jpg,m.05b4xvt_0003,m.05b4xvt,enrolled,Asian,26,m.05b4xvt,65.0,55.0,98.0,98.0
Asian_m.05b4xvt/m.05b4xvt_0004.jpg,m.05b4xvt_0004,m.05b4xvt,enrolled,Asian,23,m.05b4xvt,86.0,100.0,99.0,100.0
Asian_m.05b506p/m.05b506p_0001.jpg,m.05b506p_0001,m.05b506p,enrolled,Asian,23,m.05b506p,10.0,94.0,100.0,100.0
Asian_m.05b506p/m.05b506p_0002.jpg,m.05b506p_0002,m.05b506p,enrolled,Asian,24,m.05b506p,14.0,100.0,98.0,100.0
Asian_m.05b506p/m.05b506p_0003.jpg,m.05b506p_0003,m.05b506p,enrolled,Asian,27,m.05b506p,10.0,83.0,81.0,97.0
Asian_m.05b598q/m.05b598q_0001.jpg,m.05b598q_0001,m.05b598q,enrolled,Asian,44,m.05b598q,93.0,99.0,98.0,100.0
Asian_m.05b598q/m.05b598q_0002.jpg,m.05b598q_0002,m.05b598q,enrolled,Asian,49,m.05b598q,91.0,96.0,99.0,100.0
Asian_m.05b598q/m.05b598q_0003.jpg,m.05b598q_0003,m.05b598q,enrolled,Asian,46,m.05b598q,26.0,78.0,100.0,100.0
Asian_m.05b598q/m.05b598q_0004.jpg,m.05b598q_0004,m.05b598q,enrolled,Asian,53,m.05b598q,9.0,98.0,99.0,100.0
Asian_m.05b6212/m.05b6212_0001.jpg,m.05b6212_0001,m.05b6212,enrolled,Asian,33,m.05b6212,35.0,90.0,96.0,100.0
Asian_m.05b6212/m.05b6212_0002.jpg,m.05b6212_0002,m.05b6212,enrolled,Asian,33,m.05b6212,19.0,80.0,92.0,99.0
Asian_m.05b6212/m.05b6212_0003.jpg,m.05b6212_0003,m.05b6212,enrolled,Asian,32,m.05b6212,8.0,91.0,94.0,99.0
Asian_m.05bh4z/m.05bh4z_0001.jpg,m.05bh4z_0001,m.05bh4z,enrolled,Asian,28,m.05bh4z,63.0,98.0,100.0,100.0
Asian_m.05bh4z/m.05bh4z_0002.jpg,m.05bh4z_0002,m.05bh4z,enrolled,Asian,22,m.05bh4z,64.0,93.0,100.0,100.0
Asian_m.05bh4z/m.05bh4z_0004.jpg,m.05bh4z_0004,m.05bh4z,enrolled,Asian,32,m.05bh4z,31.0,100.0,93.0,100.0
Asian_m.05bp47/m.05bp47_0001.jpg,m.05bp47_0001,m.05bp47,enrolled,Asian,41,m.05bp47,84.0,98.0,100.0,100.0
Asian_m.05bp47/m.05bp47_0002.jpg,m.05bp47_0002,m.05bp47,enrolled,Asian,34,m.05bp47,71.0,98.0,99.0,100.0
Asian_m.05bp47/m.05bp47_0003.jpg,m.05bp47_0003,m.05bp47,enrolled,Asian,24,m.05bp47,10.0,99.0,98.0,100.0
Asian_m.05bp47/m.05bp47_0004.jpg,m.05bp47_0004,m.05bp47,enrolled,Asian,34,m.05bp47,26.0,91.0,94.0,99.0
Asian_m.05bp8g/m.05bp8g_0001.jpg,m.05bp8g_0001,m.05bp8g,enrolled,Asian,46,m.05bp8g,36.0,98.0,93.0,100.0
Asian_m.05bp8g/m.05bp8g_0002.jpg,m.05bp8g_0002,m.05bp8g,enrolled,Asian,34,m.05bp8g,9.0,75.0,94.0,96.0
Asian_m.05bp8g/m.05bp8g_0003.jpg,m.05bp8g_0003,m.05bp8g,enrolled,Asian,57,m.05bp8g,30.0,99.0,94.0,100.0
Asian_m.05bp8g/m.05bp8g_0004.jpg,m.05bp8g_0004,m.05bp8g,enrolled,Asian,49,m.05bp8g,27.0,99.0,99.0,100.0
Asian_m.05bp8g/m.05bp8g_0005.jpg,m.05bp8g_0005,m.05bp8g,enrolled,Asian,54,m.05bp8g,21.0,95.0,94.0,99.0
Asian_m.05br3z/m.05br3z_0001.jpg,m.05br3z_0001,m.05br3z,enrolled,Asian,37,m.05br3z,56.0,79.0,100.0,100.0
Asian_m.05br3z/m.05br3z_0002.jpg,m.05br3z_0002,m.05br3z,enrolled,Asian,43,m.05br3z,87.0,99.0,100.0,100.0
Asian_m.05br3z/m.05br3z_0003.jpg,m.05br3z_0003,m.05br3z,enrolled,Asian,43,m.05br3z,63.0,97.0,98.0,100.0
Asian_m.05br3z/m.05br3z_0004.jpg,m.05br3z_0004,m.05br3z,enrolled,Asian,51,m.05br3z,75.0,100.0,99.0,100.0
Asian_m.05c4qxx/m.05c4qxx_0001.jpg,m.05c4qxx_0001,m.05c4qxx,enrolled,Asian,62,m.05c4qxx,82.0,88.0,99.0,99.0
Asian_m.05c4qxx/m.05c4qxx_0002.jpg,m.05c4qxx_0002,m.05c4qxx,enrolled,Asian,58,m.05c4qxx,58.0,95.0,96.0,99.0
Asian_m.05c4qxx/m.05c4qxx_0003.jpg,m.05c4qxx_0003,m.05c4qxx,enrolled,Asian,50,m.05c4qxx,14.0,64.0,84.0,90.0
Asian_m.05c4qxx/m.05c4qxx_0004.jpg,m.05c4qxx_0004,m.05c4qxx,enrolled,Asian,63,m.05c4qxx,47.0,98.0,97.0,100.0
Asian_m.05c87l/m.05c87l_0001.jpg,m.05c87l_0001,m.05c87l,enrolled,Asian,32,m.05c87l,63.0,95.0,99.0,100.0
Asian_m.05c87l/m.05c87l_0002.jpg,m.05c87l_0002,m.05c87l,enrolled,Asian,33,m.05c87l,66.0,94.0,100.0,100.0
Asian_m.05c87l/m.05c87l_0003.jpg,m.05c87l_0003,m.05c87l,enrolled,Asian,28,m.05c87l,26.0,92.0,95.0,100.0
Asian_m.05c87l/m.05c87l_0004.jpg,m.05c87l_0004,m.05c87l,enrolled,Asian,27,m.05c87l,21.0,83.0,100.0,100.0
Asian_m.05c87l/m.05c87l_0005.jpg,m.05c87l_0005,m.05c87l,enrolled,Asian,35,m.05c87l,17.0,95.0,100.0,100.0
Asian_m.05cnb8/m.05cnb8_0001.jpg,m.05cnb8_0001,m.05cnb8,enrolled,Asian,32,m.05cnb8,12.0,85.0,97.0,100.0
Asian_m.05cnb8/m.05cnb8_0003.jpg,m.05cnb8_0003,m.05cnb8,enrolled,Asian,29,m.05cnb8,7.0,99.0,100.0,100.0
Asian_m.05df3p/m.05df3p_0001.jpg,m.05df3p_0001,m.05df3p,enrolled,Asian,57,m.05df3p,66.0,99.0,99.0,100.0
Asian_m.05df3p/m.05df3p_0002.jpg,m.05df3p_0002,m.05df3p,enrolled,Asian,56,m.05df3p,43.0,86.0,98.0,99.0
Asian_m.05df3p/m.05df3p_0003.jpg,m.05df3p_0003,m.05df3p,enrolled,Asian,61,m.05df3p,65.0,93.0,99.0,100.0
Asian_m.05dgpl/m.05dgpl_0001.jpg,m.05dgpl_0001,m.05dgpl,enrolled,Asian,32,m.05dgpl,25.0,92.0,98.0,99.0
Asian_m.05dgpl/m.05dgpl_0002.jpg,m.05dgpl_0002,m.05dgpl,enrolled,Asian,27,m.05dgpl,16.0,86.0,96.0,99.0
Asian_m.05dgpl/m.05dgpl_0003.jpg,m.05dgpl_0003,m.05dgpl,enrolled,Asian,24,m.05dgpl,17.0,83.0,93.0,97.0
Asian_m.05dgpl/m.05dgpl_0004.jpg,m.05dgpl_0004,m.05dgpl,enrolled,Asian,40,m.05dgpl,18.0,55.0,77.0,85.0
Asian_m.05dhtw/m.05dhtw_0001.jpg,m.05dhtw_0001,m.05dhtw,enrolled,Asian,18,m.05dhtw,,,,
Asian_m.05dhtw/m.05dhtw_0002.jpg,m.05dhtw_0002,m.05dhtw,enrolled,Asian,18,m.05dhtw,,,,
Asian_m.05drkz/m.05drkz_0001.jpg,m.05drkz_0001,m.05drkz,enrolled,Asian,51,m.05drkz,96.0,100.0,94.0,100.0
Asian_m.05drkz/m.05drkz_0002.jpg,m.05drkz_0002,m.05drkz,enrolled,Asian,54,m.05drkz,74.0,98.0,95.0,100.0
Asian_m.05drkz/m.05drkz_0003.jpg,m.05drkz_0003,m.05drkz,enrolled,Asian,54,m.05drkz,42.0,99.0,99.0,100.0
Asian_m.05drrn/m.05drrn_0001.jpg,m.05drrn_0001,m.05drrn,enrolled,Asian,56,m.05drrn,26.0,52.0,100.0,100.0
Asian_m.05drrn/m.05drrn_0002.jpg,m.05drrn_0002,m.05drrn,enrolled,Asian,53,m.05drrn,18.0,76.0,99.0,99.0
Asian_m.05drrn/m.05drrn_0003.jpg,m.05drrn_0003,m.05drrn,enrolled,Asian,58,m.05drrn,87.0,85.0,97.0,97.0
Asian_m.05drtg/m.05drtg_0001.jpg,m.05drtg_0001,m.05drtg,enrolled,Asian,49,m.05drtg,83.0,99.0,99.0,100.0
Asian_m.05drtg/m.05drtg_0002.jpg,m.05drtg_0002,m.05drtg,enrolled,Asian,55,m.05drtg,68.0,73.0,95.0,97.0
Asian_m.05ds1j/m.05ds1j_0001.jpg,m.05ds1j_0001,m.05ds1j,enrolled,Asian,55,m.05ds1j,41.0,99.0,99.0,100.0
Asian_m.05ds1j/m.05ds1j_0002.jpg,m.05ds1j_0002,m.05ds1j,enrolled,Asian,59,m.05ds1j,39.0,85.0,99.0,100.0
Asian_m.05ds1j/m.05ds1j_0003.jpg,m.05ds1j_0003,m.05ds1j,enrolled,Asian,58,m.05ds1j,23.0,99.0,100.0,100.0
Asian_m.05f4w4t/m.05f4w4t_0001.jpg,m.05f4w4t_0001,m.05f4w4t,enrolled,Asian,31,m.05f4w4t,44.0,89.0,100.0,100.0
Asian_m.05f4w4t/m.05f4w4t_0002.jpg,m.05f4w4t_0002,m.05f4w4t,enrolled,Asian,32,m.05f4w4t,13.0,100.0,99.0,100.0
Asian_m.05f4w4t/m.05f4w4t_0003.jpg,m.05f4w4t_0003,m.05f4w4t,enrolled,Asian,28,m.05f4w4t,18.0,100.0,97.0,100.0
Asian_m.05f5kwv/m.05f5kwv_0001.jpg,m.05f5kwv_0001,m.05f5kwv,enrolled,Asian,37,m.05f5kwv,38.0,100.0,86.0,100.0
Asian_m.05f5kwv/m.05f5kwv_0002.jpg,m.05f5kwv_0002,m.05f5kwv,enrolled,Asian,36,m.05f5kwv,76.0,100.0,93.0,100.0
Asian_m.05f60cw/m.05f60cw_0001.jpg,m.05f60cw_0001,m.05f60cw,enrolled,Asian,24,m.05f60cw,38.0,100.0,88.0,100.0
Asian_m.05f60cw/m.05f60cw_0002.jpg,m.05f60cw_0002,m.05f60cw,enrolled,Asian,25,m.05f60cw,72.0,96.0,96.0,100.0
Asian_m.05f60cw/m.05f60cw_0003.jpg,m.05f60cw_0003,m.05f60cw,enrolled,Asian,53,m.05f60cw,22.0,96.0,97.0,100.0
Asian_m.05f6dt9/m.05f6dt9_0001.jpg,m.05f6dt9_0001,m.05f6dt9,enrolled,Asian,52,m.05f6dt9,76.0,93.0,100.0,100.0
Asian_m.05f6dt9/m.05f6dt9_0002.jpg,m.05f6dt9_0002,m.05f6dt9,enrolled,Asian,53,m.05f6dt9,73.0,99.0,100.0,100.0
Asian_m.05f6dt9/m.05f6dt9_0003.jpg,m.05f6dt9_0003,m.05f6dt9,enrolled,Asian,54,m.05f6dt9,47.0,74.0,95.0,98.0
Asian_m.05fwd6/m.05fwd6_0001.jpg,m.05fwd6_0001,m.05fwd6,enrolled,Asian,26,m.05fwd6,7.0,61.0,99.0,100.0
Asian_m.05fwd6/m.05fwd6_0002.jpg,m.05fwd6_0002,m.05fwd6,enrolled,Asian,29,m.05fwd6,24.0,96.0,99.0,100.0
Asian_m.05fwd6/m.05fwd6_0003.jpg,m.05fwd6_0003,m.05fwd6,enrolled,Asian,28,m.05fwd6,18.0,92.0,96.0,100.0
Asian_m.05fwlf/m.05fwlf_0002.jpg,m.05fwlf_0002,m.05fwlf,enrolled,Asian,13,m.05fwlf,,,,
Asian_m.05fwlf/m.05fwlf_0003.jpg,m.05fwlf_0003,m.05fwlf,enrolled,Asian,5,m.05fwlf,,,,
Asian_m.05fwlf/m.05fwlf_0004.jpg,m.05fwlf_0004,m.05fwlf,enrolled,Asian,23,m.05fwlf,4.0,99.0,100.0,100.0
Asian_m.05g2gj/m.05g2gj_0001.jpg,m.05g2gj_0001,m.05g2gj,enrolled,Asian,54,m.05g2gj,78.0,100.0,100.0,100.0
Asian_m.05g2gj/m.05g2gj_0002.jpg,m.05g2gj_0002,m.05g2gj,enrolled,Asian,61,m.05g2gj,81.0,100.0,100.0,100.0
Asian_m.05g2gj/m.05g2gj_0003.jpg,m.05g2gj_0003,m.05g2gj,enrolled,Asian,40,m.05g2gj,3.0,84.0,95.0,100.0
Asian_m.05g9b1/m.05g9b1_0001.jpg,m.05g9b1_0001,m.05g9b1,enrolled,Asian,49,m.05g9b1,26.0,74.0,100.0,100.0
Asian_m.05g9b1/m.05g9b1_0002.jpg,m.05g9b1_0002,m.05g9b1,enrolled,Asian,52,m.05g9b1,56.0,87.0,100.0,100.0
Asian_m.05g9b1/m.05g9b1_0003.jpg,m.05g9b1_0003,m.05g9b1,enrolled,Asian,48,m.05g9b1,47.0,88.0,100.0,100.0
Asian_m.05g9b1/m.05g9b1_0004.jpg,m.05g9b1_0004,m.05g9b1,enrolled,Asian,53,m.05g9b1,40.0,97.0,100.0,100.0
Asian_m.05g9xv/m.05g9xv_0001.jpg,m.05g9xv_0001,m.05g9xv,enrolled,Asian,38,m.05g9xv,24.0,98.0,100.0,100.0
Asian_m.05g9xv/m.05g9xv_0002.jpg,m.05g9xv_0002,m.05g9xv,enrolled,Asian,39,m.05g9xv,11.0,99.0,100.0,100.0
Asian_m.05g9xv/m.05g9xv_0003.jpg,m.05g9xv_0003,m.05g9xv,enrolled,Asian,31,m.05g9xv,8.0,96.0,99.0,100.0
Asian_m.05gbz/m.05gbz_0001.jpg,m.05gbz_0001,m.05gbz,enrolled,Asian,34,m.05gbz,6.0,92.0,93.0,99.0
Asian_m.05gbz/m.05gbz_0002.jpg,m.05gbz_0002,m.05gbz,enrolled,Asian,25,m.05gbz,23.0,100.0,100.0,100.0
Asian_m.05gbz/m.05gbz_0003.jpg,m.05gbz_0003,m.05gbz,enrolled,Asian,25,m.05gbz,20.0,100.0,98.0,100.0
Asian_m.05gbz/m.05gbz_0004.jpg,m.05gbz_0004,m.05gbz,enrolled,Asian,40,m.05gbz,18.0,94.0,93.0,99.0
Asian_m.05gbz/m.05gbz_0005.jpg,m.05gbz_0005,m.05gbz,enrolled,Asian,33,m.05gbz,15.0,100.0,94.0,100.0
Asian_m.05gbz/m.05gbz_0006.jpg,m.05gbz_0006,m.05gbz,enrolled,Asian,35,m.05gbz,3.0,89.0,98.0,99.0
Asian_m.05gk6d/m.05gk6d_0001.jpg,m.05gk6d_0001,m.05gk6d,enrolled,Asian,32,m.05gk6d,29.0,98.0,97.0,100.0
Asian_m.05gk6d/m.05gk6d_0002.jpg,m.05gk6d_0002,m.05gk6d,enrolled,Asian,27,m.05gk6d,36.0,100.0,100.0,100.0
Asian_m.05gk6d/m.05gk6d_0003.jpg,m.05gk6d_0003,m.05gk6d,enrolled,Asian,27,m.05gk6d,16.0,66.0,84.0,94.0
Asian_m.05gkv0/m.05gkv0_0001.jpg,m.05gkv0_0001,m.05gkv0,enrolled,Asian,26,m.05gkv0,43.0,100.0,95.0,100.0
Asian_m.05gkv0/m.05gkv0_0002.jpg,m.05gkv0_0002,m.05gkv0,enrolled,Asian,26,m.05gkv0,25.0,99.0,98.0,100.0
Asian_m.05gkv0/m.05gkv0_0003.jpg,m.05gkv0_0003,m.05gkv0,enrolled,Asian,47,m.05gkv0,84.0,91.0,93.0,99.0
Asian_m.05h2141/m.05h2141_0001.jpg,m.05h2141_0001,m.05h2141,enrolled,Asian,46,m.05h2141,13.0,84.0,98.0,100.0
Asian_m.05h2141/m.05h2141_0002.jpg,m.05h2141_0002,m.05h2141,enrolled,Asian,47,m.05h2141,12.0,53.0,90.0,90.0
Asian_m.05h2141/m.05h2141_0003.jpg,m.05h2141_0003,m.05h2141,enrolled,Asian,47,m.05h2141,5.0,27.0,99.0,100.0
Asian_m.05h3j6m/m.05h3j6m_0001.jpg,m.05h3j6m_0001,m.05h3j6m,enrolled,Asian,30,m.05h3j6m,4.0,34.0,98.0,99.0
Asian_m.05h3j6m/m.05h3j6m_0002.jpg,m.05h3j6m_0002,m.05h3j6m,enrolled,Asian,21,m.05h3j6m,24.0,100.0,96.0,100.0
Asian_m.05h3j6m/m.05h3j6m_0003.jpg,m.05h3j6m_0003,m.05h3j6m,enrolled,Asian,26,m.05h3j6m,17.0,92.0,100.0,100.0
Asian_m.05h4c8f/m.05h4c8f_0001.jpg,m.05h4c8f_0001,m.05h4c8f,enrolled,Asian,27,m.05h4c8f,7.0,81.0,99.0,100.0
Asian_m.05h4c8f/m.05h4c8f_0002.jpg,m.05h4c8f_0002,m.05h4c8f,enrolled,Asian,32,m.05h4c8f,13.0,98.0,100.0,100.0
Asian_m.05h4c8f/m.05h4c8f_0003.jpg,m.05h4c8f_0003,m.05h4c8f,enrolled,Asian,29,m.05h4c8f,23.0,96.0,100.0,100.0
Asian_m.05h4c8f/m.05h4c8f_0004.jpg,m.05h4c8f_0004,m.05h4c8f,enrolled,Asian,28,m.05h4c8f,17.0,84.0,97.0,100.0
Asian_m.05h58d0/m.05h58d0_0001.jpg,m.05h58d0_0001,m.05h58d0,enrolled,Asian,30,m.05h58d0,14.0,98.0,97.0,100.0
Asian_m.05h58d0/m.05h58d0_0002.jpg,m.05h58d0_0002,m.05h58d0,enrolled,Asian,30,m.05h58d0,5.0,97.0,96.0,100.0
Asian_m.05h58d0/m.05h58d0_0003.jpg,m.05h58d0_0003,m.05h58d0,enrolled,Asian,32,m.05h58d0,29.0,94.0,95.0,100.0
Asian_m.05h58d0/m.05h58d0_0004.jpg,m.05h58d0_0004,m.05h58d0,enrolled,Asian,28,m.05h58d0,20.0,99.0,95.0,100.0
Asian_m.05h58d0/m.05h58d0_0005.jpg,m.05h58d0_0005,m.05h58d0,enrolled,Asian,26,m.05h58d0,11.0,92.0,90.0,99.0
