image_name,identity_name,ethnicity,Age,children_agegroup
m.01vrpnp_0004,m.01vrpnp,Caucasian,33,
m.01vrr8y_0001,m.01vrr8y,Caucasian,32,
m.01vrr8y_0002,m.01vrr8y,Caucasian,48,
m.01vrr8y_0003,m.01vrr8y,Caucasian,27,
m.01vs6g3_0001,m.01vs6g3,Caucasian,43,
m.01vs6g3_0002,m.01vs6g3,Caucasian,39,
m.01vs6g3_0003,m.01vs6g3,Caucasian,46,
m.01vs6g3_0004,m.01vs6g3,Caucasian,45,
m.01vt203_0001,m.01vt203,Caucasian,33,
m.01vt203_0002,m.01vt203,Caucasian,49,
m.01vt203_0003,m.01vt203,Caucasian,44,
m.01vt556_0001,m.01vt556,Caucasian,49,
m.01vt556_0002,m.01vt556,Caucasian,38,
m.01vt556_0003,m.01vt556,Caucasian,31,
m.01vt556_0004,m.01vt556,Caucasian,34,
m.01vtj24_0002,m.01vtj24,Caucasian,47,
m.01vtj24_0003,m.01vtj24,Caucasian,28,
m.01vtj38_0001,m.01vtj38,Caucasian,43,
m.01vtj38_0002,m.01vtj38,Caucasian,52,
m.01vtj38_0003,m.01vtj38,Caucasian,40,
m.01vx08v_0001,m.01vx08v,Caucasian,71,
m.01vx08v_0002,m.01vx08v,Caucasian,57,
m.01vx08v_0003,m.01vx08v,Caucasian,73,
m.01vyt_1_0001,m.01vyt_1,Caucasian,35,
m.01vyt_1_0002,m.01vyt_1,Caucasian,38,
m.01vyt_1_0003,m.01vyt_1,Caucasian,42,
m.01vzrpq_0001,m.01vzrpq,Caucasian,40,
m.01vzrpq_0002,m.01vzrpq,Caucasian,34,
m.01vzrpq_0003,m.01vzrpq,Caucasian,31,
m.01vzxld_0001,m.01vzxld,Caucasian,25,
m.01vzxld_0002,m.01vzxld,Caucasian,37,
m.01w0kw4_0001,m.01w0kw4,Caucasian,60,
m.01w0kw4_0002,m.01w0kw4,Caucasian,34,
m.01w0kw4_0003,m.01w0kw4,Caucasian,40,
m.01w0kw4_0004,m.01w0kw4,Caucasian,47,
m.01w1hsz_0001,m.01w1hsz,Caucasian,34,
m.01w1hsz_0002,m.01w1hsz,Caucasian,43,
m.01w1hsz_0003,m.01w1hsz,Caucasian,36,
m.01w1pmm_0001,m.01w1pmm,Caucasian,30,
m.01w1pmm_0002,m.01w1pmm,Caucasian,29,
m.01w1pmm_0003,m.01w1pmm,Caucasian,34,
m.01w1pmm_0004,m.01w1pmm,Caucasian,34,
m.01w2hbq_0002,m.01w2hbq,Caucasian,42,
m.01w2hbq_0003,m.01w2hbq,Caucasian,32,
m.01w2hbq_0004,m.01w2hbq,Caucasian,28,
m.01w2hnz_0001,m.01w2hnz,Caucasian,40,
m.01w2hnz_0002,m.01w2hnz,Caucasian,38,
m.01w2hnz_0004,m.01w2hnz,Caucasian,33,
m.01w3117_0001,m.01w3117,Caucasian,34,
m.01w3117_0002,m.01w3117,Caucasian,26,
m.01w3_l_0001,m.01w3_l,Caucasian,40,
m.01w3_l_0002,m.01w3_l,Caucasian,40,
m.01w3_l_0003,m.01w3_l,Caucasian,45,
m.01w3_l_0004,m.01w3_l,Caucasian,36,
m.01w495d_0001,m.01w495d,Caucasian,42,
m.01w495d_0002,m.01w495d,Caucasian,54,
m.01w495d_0003,m.01w495d,Caucasian,58,
m.01w495d_0004,m.01w495d,Caucasian,53,
m.01w5wf7_0001,m.01w5wf7,Caucasian,28,
m.01w5wf7_0002,m.01w5wf7,Caucasian,30,
m.01w5wf7_0003,m.01w5wf7,Caucasian,39,
m.01w78ry_0001,m.01w78ry,Caucasian,25,
m.01w78ry_0002,m.01w78ry,Caucasian,41,
m.01w78ry_0003,m.01w78ry,Caucasian,21,
m.01w78ry_0005,m.01w78ry,Caucasian,47,
m.01w7x3p_0001,m.01w7x3p,Caucasian,56,
m.01w7x3p_0002,m.01w7x3p,Caucasian,57,
m.01w7x3p_0003,m.01w7x3p,Caucasian,49,
m.01w7x3p_0004,m.01w7x3p,Caucasian,54,
m.01w83xk_0001,m.01w83xk,Caucasian,38,
m.01w83xk_0002,m.01w83xk,Caucasian,22,
m.01w923_0001,m.01w923,Caucasian,33,
m.01w923_0002,m.01w923,Caucasian,50,
m.01w923_0003,m.01w923,Caucasian,47,
m.01w923_0004,m.01w923,Caucasian,53,
m.01w9m0k_0001,m.01w9m0k,Caucasian,45,
m.01w9m0k_0002,m.01w9m0k,Caucasian,26,
m.01w9m0k_0003,m.01w9m0k,Caucasian,36,
m.01w9m0k_0004,m.01w9m0k,Caucasian,31,
m.01w9pc8_0001,m.01w9pc8,Caucasian,21,
m.01w9pc8_0002,m.01w9pc8,Caucasian,29,
m.01w9pc8_0003,m.01w9pc8,Caucasian,29,
m.01wbzhv_0001,m.01wbzhv,Caucasian,32,
m.01wbzhv_0002,m.01wbzhv,Caucasian,35,
m.01wbzhv_0003,m.01wbzhv,Caucasian,43,
m.01wbzhv_0004,m.01wbzhv,Caucasian,27,
m.01wd76l_0001,m.01wd76l,Caucasian,36,
m.01wd76l_0002,m.01wd76l,Caucasian,45,
m.01wf0wf_0001,m.01wf0wf,Caucasian,36,
m.01wf0wf_0002,m.01wf0wf,Caucasian,56,
m.01wf0wf_0003,m.01wf0wf,Caucasian,66,
m.01wf0wf_0004,m.01wf0wf,Caucasian,51,
m.01whj0__0001,m.01whj0_,Caucasian,34,
m.01whj0__0002,m.01whj0_,Caucasian,38,
m.01whj0__0003,m.01whj0_,Caucasian,31,
m.01whj0__0004,m.01whj0_,Caucasian,34,
m.01whj0__0005,m.01whj0_,Caucasian,35,
m.01whj0__0006,m.01whj0_,Caucasian,32,
m.01wk2vc_0001,m.01wk2vc,Caucasian,38,
m.01wk2vc_0002,m.01wk2vc,Caucasian,29,
m.01wk2vc_0004,m.01wk2vc,Caucasian,36,
m.01wm1z7_0001,m.01wm1z7,Caucasian,39,
m.01wm1z7_0002,m.01wm1z7,Caucasian,55,
m.01wmdh_0001,m.01wmdh,Caucasian,33,
m.01wmdh_0002,m.01wmdh,Caucasian,35,
m.01wmdh_0003,m.01wmdh,Caucasian,35,
m.01wmdx5_0001,m.01wmdx5,Caucasian,30,
m.01wmdx5_0002,m.01wmdx5,Caucasian,38,
m.01wmdx5_0003,m.01wmdx5,Caucasian,29,
m.01wmlss_0001,m.01wmlss,Caucasian,35,
m.01wmlss_0002,m.01wmlss,Caucasian,38,
m.01wmlss_0003,m.01wmlss,Caucasian,47,
m.01wvf0l_0001,m.01wvf0l,Caucasian,31,
m.01wvf0l_0002,m.01wvf0l,Caucasian,35,
m.01wvf0l_0003,m.01wvf0l,Caucasian,31,
m.01wvtmw_0001,m.01wvtmw,Caucasian,50,
m.01wvtmw_0003,m.01wvtmw,Caucasian,39,
m.01ww_7h_0001,m.01ww_7h,Caucasian,44,
m.01ww_7h_0002,m.01ww_7h,Caucasian,42,
m.01ww_7h_0003,m.01ww_7h,Caucasian,45,
m.01wx66t_0001,m.01wx66t,Caucasian,28,
m.01wx66t_0002,m.01wx66t,Caucasian,29,
m.01wzz4w_0001,m.01wzz4w,Caucasian,51,
m.01wzz4w_0002,m.01wzz4w,Caucasian,59,
m.01wzz4w_0003,m.01wzz4w,Caucasian,46,
m.01wzz4w_0004,m.01wzz4w,Caucasian,50,
m.01wzz4w_0005,m.01wzz4w,Caucasian,52,
m.01x20fc_0001,m.01x20fc,Caucasian,34,
m.01x20fc_0002,m.01x20fc,Caucasian,29,
m.01x20fc_0003,m.01x20fc,Caucasian,38,
m.01x20fc_0004,m.01x20fc,Caucasian,42,
m.01x20fc_0005,m.01x20fc,Caucasian,37,
m.01x3p__0001,m.01x3p_,Caucasian,23,
m.01x3p__0002,m.01x3p_,Caucasian,46,
m.01x3p__0003,m.01x3p_,Caucasian,49,
m.01x3zd_0001,m.01x3zd,Caucasian,56,
m.01x3zd_0002,m.01x3zd,Caucasian,45,
m.01x3zd_0003,m.01x3zd,Caucasian,29,
m.01x4d5_0001,m.01x4d5,Caucasian,23,
m.01x4d5_0002,m.01x4d5,Caucasian,24,
m.01x4d5_0003,m.01x4d5,Caucasian,23,
m.01x4d5_0004,m.01x4d5,Caucasian,21,
m.01x5c5_0001,m.01x5c5,Caucasian,37,
m.01x5c5_0002,m.01x5c5,Caucasian,52,
m.01x5c5_0003,m.01x5c5,Caucasian,28,
m.01x5c5_0004,m.01x5c5,Caucasian,44,
m.01x66d_0001,m.01x66d,Caucasian,46,
m.01x66d_0002,m.01x66d,Caucasian,43,
m.01x66d_0003,m.01x66d,Caucasian,43,
m.01xm6k_0001,m.01xm6k,Caucasian,25,
m.01xm6k_0002,m.01xm6k,Caucasian,23,
m.01xm6k_0003,m.01xm6k,Caucasian,24,
m.01xm6k_0004,m.01xm6k,Caucasian,30,
m.01xy8p_0001,m.01xy8p,Caucasian,41,
m.01xy8p_0002,m.01xy8p,Caucasian,52,
m.01xy8p_0003,m.01xy8p,Caucasian,51,
m.01x_s2_0001,m.01x_s2,Caucasian,64,
m.01x_s2_0002,m.01x_s2,Caucasian,56,
m.01x_s2_0003,m.01x_s2,Caucasian,57,
m.01x_s2_0004,m.01x_s2,Caucasian,56,
m.01x_s2_0005,m.01x_s2,Caucasian,55,
m.01y7m1_0001,m.01y7m1,Caucasian,76,
m.01y7m1_0002,m.01y7m1,Caucasian,74,
m.01y7m1_0003,m.01y7m1,Caucasian,45,
m.01y8fd_0001,m.01y8fd,Caucasian,45,
m.01y8fd_0002,m.01y8fd,Caucasian,43,
m.01y8fd_0003,m.01y8fd,Caucasian,47,
m.01z9br_0001,m.01z9br,Caucasian,22,
m.01z9br_0002,m.01z9br,Caucasian,30,
m.01zbjj_0001,m.01zbjj,Caucasian,31,
m.01zbjj_0002,m.01zbjj,Caucasian,38,
m.01zbjj_0003,m.01zbjj,Caucasian,35,
m.01znr1_0001,m.01znr1,Caucasian,27,
m.01znr1_0002,m.01znr1,Caucasian,29,
m.01zq2t_0001,m.01zq2t,Caucasian,70,
m.01zq2t_0002,m.01zq2t,Caucasian,59,
m.01zq2t_0003,m.01zq2t,Caucasian,55,
m.01zq6b_0001,m.01zq6b,Caucasian,53,
m.01zq6b_0002,m.01zq6b,Caucasian,57,
m.01zq6b_0003,m.01zq6b,Caucasian,50,
m.01ztqk_0001,m.01ztqk,Caucasian,44,
m.01ztqk_0002,m.01ztqk,Caucasian,32,
m.01ztqk_0003,m.01ztqk,Caucasian,26,
m.01ztqk_0004,m.01ztqk,Caucasian,44,
m.01z_5t_0001,m.01z_5t,Caucasian,52,
m.01z_5t_0002,m.01z_5t,Caucasian,46,
m.01z_5t_0003,m.01z_5t,Caucasian,73,
m.01z_g6_0002,m.01z_g6,Caucasian,38,
m.01z_g6_0003,m.01z_g6,Caucasian,33,
m.01_gcy_0001,m.01_gcy,Caucasian,41,
m.01_gcy_0002,m.01_gcy,Caucasian,45,
m.01_gcy_0003,m.01_gcy,Caucasian,42,
m.01_gcy_0004,m.01_gcy,Caucasian,43,
m.01_jf7_0001,m.01_jf7,Caucasian,46,
m.01_jf7_0003,m.01_jf7,Caucasian,33,
m.01_my2_0001,m.01_my2,Caucasian,32,
m.01_my2_0002,m.01_my2,Caucasian,33,
m.01_pll_0001,m.01_pll,Caucasian,49,
m.01_pll_0002,m.01_pll,Caucasian,49,
m.01_pll_0003,m.01_pll,Caucasian,41,
m.01_pll_0004,m.01_pll,Caucasian,45,
m.01_yqg_0001,m.01_yqg,Caucasian,56,
m.01_yqg_0002,m.01_yqg,Caucasian,34,
m.020087_0001,m.020087,Caucasian,35,
m.020087_0002,m.020087,Caucasian,31,
m.020087_0003,m.020087,Caucasian,26,
m.0209_b_0001,m.0209_b,Caucasian,45,
m.0209_b_0002,m.0209_b,Caucasian,41,
m.0209_b_0003,m.0209_b,Caucasian,37,
m.020dg9_0001,m.020dg9,Caucasian,68,
m.020dg9_0002,m.020dg9,Caucasian,43,
m.020dg9_0003,m.020dg9,Caucasian,37,
m.020dg9_0004,m.020dg9,Caucasian,63,
m.020fm5_0001,m.020fm5,Caucasian,41,
m.020fm5_0002,m.020fm5,Caucasian,30,
m.020fm5_0003,m.020fm5,Caucasian,44,
m.020hbw_0001,m.020hbw,Caucasian,56,
m.020hbw_0002,m.020hbw,Caucasian,50,
m.020hbw_0003,m.020hbw,Caucasian,47,
m.020sr8_0001,m.020sr8,Caucasian,56,
m.020sr8_0002,m.020sr8,Caucasian,46,
m.020sr8_0003,m.020sr8,Caucasian,43,
m.0210d5_0001,m.0210d5,Caucasian,34,
m.0210d5_0002,m.0210d5,Caucasian,37,
m.0210d5_0003,m.0210d5,Caucasian,27,
m.0210d5_0004,m.0210d5,Caucasian,24,
m.0210d5_0005,m.0210d5,Caucasian,27,
m.0219kb_0001,m.0219kb,Caucasian,42,
m.0219kb_0002,m.0219kb,Caucasian,51,
m.0219kb_0003,m.0219kb,Caucasian,49,
m.021chx_0001,m.021chx,Caucasian,61,
m.021chx_0002,m.021chx,Caucasian,30,
m.021chx_0003,m.021chx,Caucasian,60,
m.021d_0_0001,m.021d_0,Caucasian,49,
m.021d_0_0002,m.021d_0,Caucasian,42,
m.021d_0_0003,m.021d_0,Caucasian,35,
m.021kpl_0001,m.021kpl,Caucasian,53,
m.021kpl_0002,m.021kpl,Caucasian,65,
m.021kpl_0003,m.021kpl,Caucasian,74,
m.021l7r_0001,m.021l7r,Caucasian,63,
m.021l7r_0002,m.021l7r,Caucasian,53,
m.021l7r_0003,m.021l7r,Caucasian,48,
m.021vwt_0001,m.021vwt,Caucasian,54,
m.02238b_0001,m.02238b,Caucasian,37,
m.02238b_0002,m.02238b,Caucasian,40,
m.02238b_0003,m.02238b,Caucasian,39,
m.0223zk_0001,m.0223zk,Caucasian,18,16-18
m.0223zk_0002,m.0223zk,Caucasian,20,
m.0223zk_0003,m.0223zk,Caucasian,16,16-18
m.0223zk_0004,m.0223zk,Caucasian,24,
m.02244j_0001,m.02244j,Caucasian,62,
m.02244j_0002,m.02244j,Caucasian,63,
m.02244j_0003,m.02244j,Caucasian,43,
m.022k9k_0001,m.022k9k,Caucasian,61,
m.022k9k_0002,m.022k9k,Caucasian,57,
m.022k9k_0003,m.022k9k,Caucasian,60,
m.022s9n_0001,m.022s9n,Caucasian,75,
m.022s9n_0002,m.022s9n,Caucasian,59,
m.02317g_0001,m.02317g,Caucasian,58,
m.02317g_0003,m.02317g,Caucasian,62,
m.0234bw_0001,m.0234bw,Caucasian,35,
m.0234bw_0002,m.0234bw,Caucasian,34,
m.0234bw_0003,m.0234bw,Caucasian,46,
m.0234bw_0004,m.0234bw,Caucasian,41,
m.0239qx_0001,m.0239qx,Caucasian,58,
m.0239qx_0002,m.0239qx,Caucasian,62,
m.0239qx_0003,m.0239qx,Caucasian,64,
m.023c11_0001,m.023c11,Caucasian,64,
m.023c11_0002,m.023c11,Caucasian,46,
m.023c9m_0002,m.023c9m,Caucasian,30,
m.023c9m_0003,m.023c9m,Caucasian,22,
m.023cf9_0001,m.023cf9,Caucasian,53,
m.023cf9_0002,m.023cf9,Caucasian,66,
m.023fbk_0001,m.023fbk,Caucasian,47,
m.023fbk_0002,m.023fbk,Caucasian,47,
m.023fbk_0003,m.023fbk,Caucasian,41,
m.023fbk_0004,m.023fbk,Caucasian,48,
m.023g9f_0001,m.023g9f,Caucasian,48,
m.023g9f_0002,m.023g9f,Caucasian,48,
m.023g9f_0003,m.023g9f,Caucasian,43,
m.023g9f_0004,m.023g9f,Caucasian,50,
m.023lrv_0001,m.023lrv,Caucasian,28,
m.023lrv_0002,m.023lrv,Caucasian,34,
m.023lrv_0003,m.023lrv,Caucasian,30,
m.023v6k_0001,m.023v6k,Caucasian,48,
m.023v6k_0002,m.023v6k,Caucasian,56,
m.023v6k_0004,m.023v6k,Caucasian,57,
m.023wls_0001,m.023wls,Caucasian,51,
m.023wls_0002,m.023wls,Caucasian,36,
m.023wls_0003,m.023wls,Caucasian,39,
m.023y9d_0001,m.023y9d,Caucasian,44,
m.023y9d_0002,m.023y9d,Caucasian,40,
m.023y9d_0003,m.023y9d,Caucasian,37,
m.023y9d_0004,m.023y9d,Caucasian,45,
m.0240v_0001,m.0240v,Caucasian,57,
m.0240v_0002,m.0240v,Caucasian,60,
m.0240v_0003,m.0240v,Caucasian,56,
m.0240v_0004,m.0240v,Caucasian,56,
m.0240v_0005,m.0240v,Caucasian,63,
m.024j50_0001,m.024j50,Caucasian,49,
m.024j50_0002,m.024j50,Caucasian,40,
m.024j50_0003,m.024j50,Caucasian,39,
m.024kfg_0001,m.024kfg,Caucasian,37,
m.024kfg_0002,m.024kfg,Caucasian,46,
m.024kfg_0003,m.024kfg,Caucasian,41,
m.024kx8_0001,m.024kx8,Caucasian,52,
m.024kx8_0003,m.024kx8,Caucasian,42,
m.024kx8_0004,m.024kx8,Caucasian,45,
m.024qdq_0001,m.024qdq,Caucasian,35,
m.024qdq_0002,m.024qdq,Caucasian,33,
m.024qdq_0003,m.024qdq,Caucasian,24,
m.024qdq_0004,m.024qdq,Caucasian,30,
m.024ss0_0001,m.024ss0,Caucasian,38,
m.024ss0_0002,m.024ss0,Caucasian,37,
m.024ss0_0003,m.024ss0,Caucasian,36,
m.024ss0_0004,m.024ss0,Caucasian,32,
m.024t6x_0001,m.024t6x,Caucasian,59,
m.024t6x_0002,m.024t6x,Caucasian,45,
m.024t6x_0003,m.024t6x,Caucasian,60,
m.024vc__0001,m.024vc_,Caucasian,47,
m.024vc__0002,m.024vc_,Caucasian,24,
m.024vc__0003,m.024vc_,Caucasian,26,
m.0256zn_0002,m.0256zn,Caucasian,40,
m.0256zn_0003,m.0256zn,Caucasian,38,
m.025csj_0001,m.025csj,Caucasian,46,
m.025csj_0002,m.025csj,Caucasian,51,
m.025csj_0003,m.025csj,Caucasian,48,
m.025grm_0002,m.025grm,Caucasian,43,
m.025grm_0003,m.025grm,Caucasian,54,
m.025grm_0004,m.025grm,Caucasian,50,
m.025mv6_0001,m.025mv6,Caucasian,24,
m.025mv6_0002,m.025mv6,Caucasian,48,
m.025mv6_0003,m.025mv6,Caucasian,52,
m.025mv6_0004,m.025mv6,Caucasian,29,
m.025mv6_0005,m.025mv6,Caucasian,46,
m.025pqb_0001,m.025pqb,Caucasian,41,
m.025pqb_0002,m.025pqb,Caucasian,39,
m.025pqb_0003,m.025pqb,Caucasian,45,
m.025wgbz_0001,m.025wgbz,Caucasian,35,
m.025wgbz_0002,m.025wgbz,Caucasian,32,
m.025wgbz_0003,m.025wgbz,Caucasian,37,
m.025wgbz_0004,m.025wgbz,Caucasian,36,
m.025wgh2_0001,m.025wgh2,Caucasian,30,
m.025wgh2_0002,m.025wgh2,Caucasian,36,
m.025wgh2_0003,m.025wgh2,Caucasian,31,
m.025wqb8_0001,m.025wqb8,Caucasian,9,7-9
m.025wqb8_0002,m.025wqb8,Caucasian,16,16-18
m.025wqb8_0003,m.025wqb8,Caucasian,14,13-15
m.025xbbg_0001,m.025xbbg,Caucasian,45,
m.025xbbg_0002,m.025xbbg,Caucasian,37,
m.025xdfy_0001,m.025xdfy,Caucasian,42,
m.025xdfy_0002,m.025xdfy,Caucasian,36,
m.025xdfy_0003,m.025xdfy,Caucasian,38,
m.025xdfy_0004,m.025xdfy,Caucasian,47,
m.025xdfy_0005,m.025xdfy,Caucasian,43,
m.025y9fn_0001,m.025y9fn,Caucasian,48,
m.025y9fn_0002,m.025y9fn,Caucasian,37,
m.025y9fn_0003,m.025y9fn,Caucasian,40,
m.025y9fn_0004,m.025y9fn,Caucasian,46,
m.025yhpl_0001,m.025yhpl,Caucasian,39,
m.025yhpl_0002,m.025yhpl,Caucasian,31,
m.025yv1m_0001,m.025yv1m,Caucasian,26,
m.025yv1m_0002,m.025yv1m,Caucasian,27,
m.025yv1m_0003,m.025yv1m,Caucasian,26,
m.025yv1m_0004,m.025yv1m,Caucasian,23,
m.025yv1m_0005,m.025yv1m,Caucasian,22,
m.025zhs0_0001,m.025zhs0,Caucasian,42,
m.025zhs0_0002,m.025zhs0,Caucasian,39,
m.025zhs0_0004,m.025zhs0,Caucasian,34,
m.025_jlx_0001,m.025_jlx,Caucasian,53,
m.025_jlx_0002,m.025_jlx,Caucasian,41,
m.025_jlx_0003,m.025_jlx,Caucasian,50,
m.02602x0_0001,m.02602x0,Caucasian,41,
m.02602x0_0002,m.02602x0,Caucasian,34,
m.02602x0_0003,m.02602x0,Caucasian,30,
m.0261j4_0001,m.0261j4,Caucasian,56,
m.0261j4_0002,m.0261j4,Caucasian,53,
m.0261j4_0003,m.0261j4,Caucasian,34,
m.0261j4_0004,m.0261j4,Caucasian,54,
m.0261ywc_0001,m.0261ywc,Caucasian,35,
m.0261ywc_0002,m.0261ywc,Caucasian,43,
m.0261ywc_0003,m.0261ywc,Caucasian,41,
m.0261ywc_0004,m.0261ywc,Caucasian,40,
m.02624t_0001,m.02624t,Caucasian,41,
m.02624t_0002,m.02624t,Caucasian,36,
m.02624t_0004,m.02624t,Caucasian,39,
m.0262hk9_0001,m.0262hk9,Caucasian,46,
m.0262hk9_0003,m.0262hk9,Caucasian,44,
m.0262hk9_0004,m.0262hk9,Caucasian,50,
m.0262jy__0001,m.0262jy_,Caucasian,23,
m.0262jy__0002,m.0262jy_,Caucasian,27,
m.0262jy__0003,m.0262jy_,Caucasian,24,
m.0262jy__0004,m.0262jy_,Caucasian,25,
m.0263v24_0001,m.0263v24,Caucasian,35,
m.0263v24_0002,m.0263v24,Caucasian,38,
m.0263vl0_0001,m.0263vl0,Caucasian,2,0-3
m.0263vl0_0002,m.0263vl0,Caucasian,5,4-6
m.0264609_0001,m.0264609,Caucasian,25,
m.0264609_0003,m.0264609,Caucasian,27,
m.0264609_0004,m.0264609,Caucasian,34,
m.0264lqm_0001,m.0264lqm,Caucasian,46,
m.0264lqm_0002,m.0264lqm,Caucasian,36,
m.0264lqm_0003,m.0264lqm,Caucasian,40,
m.0264xpt_0001,m.0264xpt,Caucasian,32,
m.0264xpt_0002,m.0264xpt,Caucasian,28,
m.0264xpt_0003,m.0264xpt,Caucasian,27,
m.02651pm_0001,m.02651pm,Caucasian,35,
m.02651pm_0002,m.02651pm,Caucasian,63,
m.02651pm_0003,m.02651pm,Caucasian,49,
m.02651pm_0004,m.02651pm,Caucasian,53,
m.026559r_0001,m.026559r,Caucasian,22,
m.026559r_0002,m.026559r,Caucasian,33,
m.026559r_0003,m.026559r,Caucasian,27,
m.026589t_0001,m.026589t,Caucasian,41,
m.026589t_0002,m.026589t,Caucasian,54,
m.026589t_0003,m.026589t,Caucasian,41,
m.026589t_0004,m.026589t,Caucasian,56,
m.0265twh_0001,m.0265twh,Caucasian,25,
m.0265twh_0002,m.0265twh,Caucasian,26,
m.0265twh_0003,m.0265twh,Caucasian,22,
m.0265twh_0004,m.0265twh,Caucasian,27,
m.0266c3k_0001,m.0266c3k,Caucasian,41,
m.0266c3k_0002,m.0266c3k,Caucasian,50,
m.0266c3k_0003,m.0266c3k,Caucasian,50,
m.0266lyf_0001,m.0266lyf,Caucasian,25,
m.0266lyf_0002,m.0266lyf,Caucasian,32,
m.0266lyf_0003,m.0266lyf,Caucasian,33,
m.0267_nc_0001,m.0267_nc,Caucasian,57,
m.0267_nc_0002,m.0267_nc,Caucasian,53,
m.0267_nc_0003,m.0267_nc,Caucasian,55,
m.0268b9l_0001,m.0268b9l,Caucasian,21,
m.0268b9l_0002,m.0268b9l,Caucasian,22,
m.0268b9l_0003,m.0268b9l,Caucasian,23,
m.0268q6h_0001,m.0268q6h,Caucasian,76,
m.0268q6h_0002,m.0268q6h,Caucasian,62,
m.0268q6h_0003,m.0268q6h,Caucasian,77,
m.0268q6h_0004,m.0268q6h,Caucasian,78,
m.026964z_0001,m.026964z,Caucasian,42,
m.026964z_0002,m.026964z,Caucasian,25,
m.026964z_0003,m.026964z,Caucasian,22,
m.026964z_0004,m.026964z,Caucasian,36,
m.0269b_s_0002,m.0269b_s,Caucasian,43,
m.0269b_s_0004,m.0269b_s,Caucasian,44,
m.0269fgs_0001,m.0269fgs,Caucasian,27,
m.0269fgs_0002,m.0269fgs,Caucasian,27,
m.0269fgs_0003,m.0269fgs,Caucasian,33,
m.026bk9q_0001,m.026bk9q,Caucasian,35,
m.026bk9q_0002,m.026bk9q,Caucasian,30,
m.026bk9q_0003,m.026bk9q,Caucasian,29,
m.026bk9q_0004,m.026bk9q,Caucasian,29,
m.026c2ys_0001,m.026c2ys,Caucasian,36,
m.026c2ys_0002,m.026c2ys,Caucasian,40,
m.026c2ys_0003,m.026c2ys,Caucasian,42,
m.026clqp_0001,m.026clqp,Caucasian,43,
m.026clqp_0003,m.026clqp,Caucasian,44,
m.026cs2p_0001,m.026cs2p,Caucasian,51,
m.026cs2p_0002,m.026cs2p,Caucasian,51,
m.026cs2p_0003,m.026cs2p,Caucasian,49,
m.026dkw_0001,m.026dkw,Caucasian,46,
m.026dkw_0002,m.026dkw,Caucasian,41,
m.026dkw_0003,m.026dkw,Caucasian,46,
m.026dkw_0004,m.026dkw,Caucasian,30,
m.026f6y_0001,m.026f6y,Caucasian,52,
m.026f6y_0002,m.026f6y,Caucasian,46,
m.026f9wk_0001,m.026f9wk,Caucasian,25,
m.026f9wk_0002,m.026f9wk,Caucasian,24,
m.026f9wk_0003,m.026f9wk,Caucasian,30,
m.026fj42_0002,m.026fj42,Caucasian,31,
m.026fj42_0003,m.026fj42,Caucasian,30,
m.026fj42_0004,m.026fj42,Caucasian,25,
m.026f_v3_0001,m.026f_v3,Caucasian,34,
m.026f_v3_0002,m.026f_v3,Caucasian,40,
m.026f_v3_0003,m.026f_v3,Caucasian,36,
m.026g62_0001,m.026g62,Caucasian,42,
m.026g62_0002,m.026g62,Caucasian,62,
m.026g62_0003,m.026g62,Caucasian,55,
m.026g7c2_0001,m.026g7c2,Caucasian,31,
m.026g7c2_0002,m.026g7c2,Caucasian,44,
m.026g7c2_0004,m.026g7c2,Caucasian,40,
m.026hsbg_0001,m.026hsbg,Caucasian,27,
m.026hsbg_0002,m.026hsbg,Caucasian,26,
m.026hsbg_0003,m.026hsbg,Caucasian,37,
m.026j3gs_0002,m.026j3gs,Caucasian,37,
m.026j3gs_0003,m.026j3gs,Caucasian,28,
m.026j3gs_0004,m.026j3gs,Caucasian,32,
m.026j908_0001,m.026j908,Caucasian,26,
m.026j908_0002,m.026j908,Caucasian,33,
m.026j9j3_0001,m.026j9j3,Caucasian,41,
m.026j9j3_0002,m.026j9j3,Caucasian,37,
m.026j9j3_0003,m.026j9j3,Caucasian,36,
m.026j9j3_0004,m.026j9j3,Caucasian,40,
m.026jfvc_0002,m.026jfvc,Caucasian,31,
m.026jfvc_0003,m.026jfvc,Caucasian,27,
m.026jfvc_0004,m.026jfvc,Caucasian,33,
m.026jfvc_0005,m.026jfvc,Caucasian,34,
m.026kgl6_0001,m.026kgl6,Caucasian,48,
m.026kgl6_0002,m.026kgl6,Caucasian,41,
m.026kgl6_0003,m.026kgl6,Caucasian,44,
m.026kw4b_0001,m.026kw4b,Caucasian,14,13-15
m.026kw4b_0002,m.026kw4b,Caucasian,15,13-15
m.026kw4b_0003,m.026kw4b,Caucasian,13,13-15
m.026kw4b_0004,m.026kw4b,Caucasian,11,10-12
m.026n0x__0001,m.026n0x_,Caucasian,26,
m.026njl2_0001,m.026njl2,Caucasian,30,
m.026njl2_0002,m.026njl2,Caucasian,30,
m.026njl2_0003,m.026njl2,Caucasian,27,
m.026njl2_0005,m.026njl2,Caucasian,29,
m.026nv3_0001,m.026nv3,Caucasian,61,
m.026nv3_0002,m.026nv3,Caucasian,46,
m.026nv3_0003,m.026nv3,Caucasian,38,
m.026nvj5_0001,m.026nvj5,Caucasian,51,
m.026nvj5_0002,m.026nvj5,Caucasian,44,
m.026nvj5_0003,m.026nvj5,Caucasian,41,
