,image_name,Age,ethnicity,children_agegroup,identity_name
4605,Caucasian_1400_28,2,Caucasian,0-3,Caucasian_1400
4606,Caucasian_294_48,10,Caucasian,10-12,Caucasian_294
4607,Asian_78_14,5,Asian,4-6,Asian_78
4608,Asian_479_1,6,Asian,4-6,Asian_479
4609,Asian_213_0,3,Asian,0-3,Asian_213
4610,Indian_477_1,6,Indian,4-6,Indian_477
4611,African_499_32,10,African,10-12,African_499
4612,Indian_667_3,1,Indian,0-3,Indian_667
4613,African_243_3,28,African,,African_243
4614,Caucasian_1267_3,2,Caucasian,0-3,Caucasian_1267
4615,Asian_480_46,2,Asian,0-3,Asian_480
4616,Indian_429_8,19,Indian,,Indian_429
4617,Asian_168_73,16,Asian,16-18,Asian_168
4618,Indian_648_2,7,Indian,7-9,Indian_648
4619,Indian_388_0,9,Indian,7-9,Indian_388
4620,Indian_315_1,9,Indian,7-9,Indian_315
4621,Asian_574_38,2,Asian,0-3,Asian_574
4622,Asian_342_39,5,Asian,4-6,Asian_342
4623,Caucasian_1317_16,7,Caucasian,7-9,Caucasian_1317
4624,Indian_160_7,19,Indian,,Indian_160
4625,Caucasian_1150_19,11,Caucasian,10-12,Caucasian_1150
4626,Asian_203_4,2,Asian,0-3,Asian_203
4627,African_658_0,6,African,4-6,African_658
4628,African_174_1,20,African,,African_174
4629,Indian_235_2,6,Indian,4-6,Indian_235
4630,African_520_1,10,African,10-12,African_520
4631,African_155_4,17,African,16-18,African_155
4632,Asian_149_41,2,Asian,0-3,Asian_149
4633,African_679_8,8,African,7-9,African_679
4634,Asian_488_6,4,Asian,4-6,Asian_488
4635,Asian_117_11,4,Asian,4-6,Asian_117
4636,Caucasian_1324_74,1,Caucasian,0-3,Caucasian_1324
4637,Asian_552_5,21,Asian,,Asian_552
4638,Caucasian_177_51,4,Caucasian,4-6,Caucasian_177
4639,Indian_329_1,23,Indian,,Indian_329
4640,Asian_15_40,9,Asian,7-9,Asian_15
4641,Indian_77_0,8,Indian,7-9,Indian_77
4642,Indian_354_62,29,Indian,,Indian_354
4643,African_276_32,12,African,10-12,African_276
4644,Caucasian_582_0,8,Caucasian,7-9,Caucasian_582
4645,African_284_12,6,African,4-6,African_284
4646,African_240_3,15,African,13-15,African_240
4647,Caucasian_1371_0,1,Caucasian,0-3,Caucasian_1371
4648,African_285_7,5,African,4-6,African_285
4649,Indian_544_4,19,Indian,,Indian_544
4650,Caucasian_455_13,5,Caucasian,4-6,Caucasian_455
4651,Asian_600_11,4,Asian,4-6,Asian_600
4652,Indian_94_2,1,Indian,0-3,Indian_94
4653,Asian_640_56,7,Asian,7-9,Asian_640
4654,Asian_642_31,10,Asian,10-12,Asian_642
4655,African_40_5,14,African,13-15,African_40
4656,African_610_4,6,African,4-6,African_610
4657,African_401_1,13,African,13-15,African_401
4658,Caucasian_144_11,5,Caucasian,4-6,Caucasian_144
4659,African_436_4,13,African,13-15,African_436
4660,African_557_6,8,African,7-9,African_557
4661,African_717_1,6,African,4-6,African_717
4662,Indian_643_1,1,Indian,0-3,Indian_643
4663,Asian_349_79,1,Asian,0-3,Asian_349
4664,Asian_25_4,6,Asian,4-6,Asian_25
4665,Asian_239_12,29,Asian,,Asian_239
4666,African_391_2,7,African,7-9,African_391
4667,Asian_386_27,8,Asian,7-9,Asian_386
4668,Indian_541_0,8,Indian,7-9,Indian_541
4669,African_172_39,21,African,,African_172
4670,Caucasian_1204_12,1,Caucasian,0-3,Caucasian_1204
4671,Caucasian_1205_22,0,Caucasian,0-3,Caucasian_1205
4672,African_367_39,9,African,7-9,African_367
4673,Asian_333_61,22,Asian,,Asian_333
4674,Asian_57_2,0,Asian,0-3,Asian_57
4675,African_3_0,7,African,7-9,African_3
4676,Asian_544_21,2,Asian,0-3,Asian_544
4677,Caucasian_1293_54,8,Caucasian,7-9,Caucasian_1293
4678,Caucasian_1020_19,10,Caucasian,10-12,Caucasian_1020
4679,Caucasian_348_3,5,Caucasian,4-6,Caucasian_348
4680,Caucasian_1369_16,8,Caucasian,7-9,Caucasian_1369
4681,African_67_2,4,African,4-6,African_67
4682,Indian_46_10,4,Indian,4-6,Indian_46
4683,Asian_535_30,1,Asian,0-3,Asian_535
4684,Indian_320_28,1,Indian,0-3,Indian_320
4685,Asian_28_18,14,Asian,13-15,Asian_28
4686,Caucasian_1058_31,3,Caucasian,0-3,Caucasian_1058
4687,Caucasian_514_38,4,Caucasian,4-6,Caucasian_514
4688,Caucasian_1089_0,2,Caucasian,0-3,Caucasian_1089
4689,Caucasian_1026_74,11,Caucasian,10-12,Caucasian_1026
4690,Caucasian_464_22,4,Caucasian,4-6,Caucasian_464
4691,Asian_420_28,3,Asian,0-3,Asian_420
4692,Asian_420_32,3,Asian,0-3,Asian_420
4693,African_66_1,19,African,,African_66
4694,Asian_320_5,5,Asian,4-6,Asian_320
4695,African_576_2,21,African,,African_576
4696,Asian_341_12,3,Asian,0-3,Asian_341
4697,African_650_1,12,African,10-12,African_650
4698,Asian_141_36,6,Asian,4-6,Asian_141
4699,Indian_527_0,29,Indian,,Indian_527
4700,Asian_150_3,0,Asian,0-3,Asian_150
4702,Asian_218_55,8,Asian,7-9,Asian_218
4703,Indian_361_68,20,Indian,,Indian_361
4704,Asian_579_59,7,Asian,7-9,Asian_579
4705,Asian_596_42,3,Asian,0-3,Asian_596
4706,Indian_599_79,10,Indian,10-12,Indian_599
4707,Indian_453_0,7,Indian,7-9,Indian_453
4708,Caucasian_3_12,0,Caucasian,0-3,Caucasian_3
4709,Indian_245_8,9,Indian,7-9,Indian_245
4710,African_186_1,20,African,,African_186
4711,African_19_3,11,African,10-12,African_19
4712,African_266_45,8,African,7-9,African_266
4713,Caucasian_334_5,4,Caucasian,4-6,Caucasian_334
4714,African_209_20,1,African,0-3,African_209
4715,Caucasian_581_275,8,Caucasian,7-9,Caucasian_581
4716,Asian_591_84,9,Asian,7-9,Asian_591
4717,African_315_2,8,African,7-9,African_315
4718,African_39_0,5,African,4-6,African_39
4719,Indian_363_24,7,Indian,7-9,Indian_363
4720,Caucasian_35_22,11,Caucasian,10-12,Caucasian_35
4721,Indian_632_0,2,Indian,0-3,Indian_632
4722,Caucasian_357_47,5,Caucasian,4-6,Caucasian_357
4723,Indian_389_2,12,Indian,10-12,Indian_389
4725,African_460_0,5,African,4-6,African_460
4726,African_783_2,9,African,7-9,African_783
4727,African_751_0,4,African,4-6,African_751
4728,Asian_305_36,8,Asian,7-9,Asian_305
4729,Indian_645_0,6,Indian,4-6,Indian_645
4730,African_732_4,5,African,4-6,African_732
4731,African_506_1,3,African,0-3,African_506
4732,African_441_3,15,African,13-15,African_441
4733,African_3_17,7,African,7-9,African_3
4734,African_69_4,8,African,7-9,African_69
4735,Asian_276_0,8,Asian,7-9,Asian_276
4736,Asian_199_58,2,Asian,0-3,Asian_199
4737,Caucasian_171_4,5,Caucasian,4-6,Caucasian_171
4738,Asian_722_16,15,Asian,13-15,Asian_722
4739,Caucasian_509_0,4,Caucasian,4-6,Caucasian_509
4740,Asian_361_1,5,Asian,4-6,Asian_361
4741,Caucasian_561_24,12,Caucasian,10-12,Caucasian_561
4742,African_209_34,6,African,4-6,African_209
4743,African_264_4,16,African,16-18,African_264
4744,Caucasian_275_5,0,Caucasian,0-3,Caucasian_275
4745,Asian_711_2,26,Asian,,Asian_711
4746,Asian_391_1,7,Asian,7-9,Asian_391
4747,Asian_348_29,3,Asian,0-3,Asian_348
4748,Caucasian_1384_16,2,Caucasian,0-3,Caucasian_1384
4749,Asian_25_11,8,Asian,7-9,Asian_25
4750,African_376_4,6,African,4-6,African_376
4751,African_191_24,8,African,7-9,African_191
4752,African_475_3,5,African,4-6,African_475
4753,Asian_324_12,20,Asian,,Asian_324
4754,African_192_2,15,African,13-15,African_192
4755,Caucasian_132_12,1,Caucasian,0-3,Caucasian_132
4756,Caucasian_542_9,4,Caucasian,4-6,Caucasian_542
4757,Indian_697_7,10,Indian,10-12,Indian_697
4758,Indian_124_2,14,Indian,13-15,Indian_124
4759,Indian_209_3,3,Indian,0-3,Indian_209
4760,Indian_278_33,2,Indian,0-3,Indian_278
4761,Asian_19_34,37,Asian,,Asian_19
4762,Caucasian_198_14,3,Caucasian,0-3,Caucasian_198
4763,Caucasian_323_3,13,Caucasian,13-15,Caucasian_323
4764,Caucasian_42_2,1,Caucasian,0-3,Caucasian_42
4765,Asian_342_12,14,Asian,13-15,Asian_342
4766,Caucasian_216_56,4,Caucasian,4-6,Caucasian_216
4767,African_24_0,27,African,,African_24
4768,Indian_419_11,26,Indian,,Indian_419
4769,Caucasian_12_10,10,Caucasian,10-12,Caucasian_12
4770,Caucasian_345_0,1,Caucasian,0-3,Caucasian_345
4771,Caucasian_460_0,1,Caucasian,0-3,Caucasian_460
4772,Asian_12_3,10,Asian,10-12,Asian_12
4773,African_416_19,23,African,,African_416
4774,Asian_59_2,13,Asian,13-15,Asian_59
4775,Indian_713_0,28,Indian,,Indian_713
4776,African_483_7,9,African,7-9,African_483
4777,African_513_0,16,African,16-18,African_513
4778,African_597_0,8,African,7-9,African_597
4779,African_513_3,17,African,16-18,African_513
4780,Asian_724_73,3,Asian,0-3,Asian_724
4781,African_739_11,9,African,7-9,African_739
4782,Caucasian_235_9,7,Caucasian,7-9,Caucasian_235
4783,Caucasian_1326_58,7,Caucasian,7-9,Caucasian_1326
4784,African_113_46,8,African,7-9,African_113
4785,African_356_2,5,African,4-6,African_356
4786,Asian_658_37,2,Asian,0-3,Asian_658
4787,Caucasian_1264_10,0,Caucasian,0-3,Caucasian_1264
4788,Caucasian_1085_36,3,Caucasian,0-3,Caucasian_1085
4789,Indian_89_1,11,Indian,10-12,Indian_89
4790,African_209_18,4,African,4-6,African_209
4791,Indian_632_8,4,Indian,4-6,Indian_632
4792,Asian_15_0,8,Asian,7-9,Asian_15
4793,Caucasian_1403_4,3,Caucasian,0-3,Caucasian_1403
4794,Indian_669_1,2,Indian,0-3,Indian_669
4795,Indian_403_0,4,Indian,4-6,Indian_403
4796,Caucasian_1106_2,1,Caucasian,0-3,Caucasian_1106
4797,Indian_375_0,12,Indian,10-12,Indian_375
4798,African_492_5,4,African,4-6,African_492
4799,African_16_0,5,African,4-6,African_16
4800,African_384_29,2,African,0-3,African_384
4801,Caucasian_167_38,10,Caucasian,10-12,Caucasian_167
4803,Caucasian_1404_51,19,Caucasian,,Caucasian_1404
4804,Indian_691_1,22,Indian,,Indian_691
4805,Asian_140_2,2,Asian,0-3,Asian_140
4806,African_476_11,1,African,0-3,African_476
4807,Caucasian_1316_1,4,Caucasian,4-6,Caucasian_1316
4808,African_556_13,8,African,7-9,African_556
4809,Caucasian_1365_97,1,Caucasian,0-3,Caucasian_1365
4810,African_400_20,22,African,,African_400
4811,Asian_63_2,4,Asian,4-6,Asian_63
4812,Asian_471_11,2,Asian,0-3,Asian_471
4813,Caucasian_1198_0,4,Caucasian,4-6,Caucasian_1198
4814,African_599_0,5,African,4-6,African_599
4815,Caucasian_33_15,6,Caucasian,4-6,Caucasian_33
4816,Caucasian_179_7,4,Caucasian,4-6,Caucasian_179
4817,African_468_22,8,African,7-9,African_468
4818,African_733_0,6,African,4-6,African_733
4819,Indian_522_3,11,Indian,10-12,Indian_522
4820,Indian_476_0,14,Indian,13-15,Indian_476
4821,Indian_277_0,14,Indian,13-15,Indian_277
4822,Caucasian_1273_4,5,Caucasian,4-6,Caucasian_1273
4823,Caucasian_218_19,15,Caucasian,13-15,Caucasian_218
4824,Asian_33_2,0,Asian,0-3,Asian_33
4825,Caucasian_1303_5,4,Caucasian,4-6,Caucasian_1303
4826,Asian_592_5,3,Asian,0-3,Asian_592
4827,Indian_717_1,13,Indian,13-15,Indian_717
4828,Asian_328_17,2,Asian,0-3,Asian_328
4829,African_448_3,6,African,4-6,African_448
4830,Asian_725_13,20,Asian,,Asian_725
4831,Asian_580_6,26,Asian,,Asian_580
4832,Asian_660_69,1,Asian,0-3,Asian_660
4833,African_174_11,7,African,7-9,African_174
4834,Caucasian_535_2,4,Caucasian,4-6,Caucasian_535
4835,Asian_149_36,2,Asian,0-3,Asian_149
4836,Indian_278_11,2,Indian,0-3,Indian_278
4837,Caucasian_1340_23,8,Caucasian,7-9,Caucasian_1340
4838,African_260_0,9,African,7-9,African_260
4839,Asian_683_2,3,Asian,0-3,Asian_683
4840,African_330_4,5,African,4-6,African_330
4841,Caucasian_1360_80,4,Caucasian,4-6,Caucasian_1360
4842,Indian_57_5,18,Indian,16-18,Indian_57
4843,Caucasian_545_8,8,Caucasian,7-9,Caucasian_545
4844,Indian_63_2,6,Indian,4-6,Indian_63
4845,Indian_670_5,11,Indian,10-12,Indian_670
4846,African_772_0,9,African,7-9,African_772
4847,Indian_69_14,2,Indian,0-3,Indian_69
4848,Caucasian_412_38,1,Caucasian,0-3,Caucasian_412
4849,African_285_21,7,African,7-9,African_285
4850,Caucasian_1258_3,4,Caucasian,4-6,Caucasian_1258
4851,Caucasian_1098_1,0,Caucasian,0-3,Caucasian_1098
4852,African_31_0,9,African,7-9,African_31
4853,African_578_14,2,African,0-3,African_578
4854,Indian_617_0,8,Indian,7-9,Indian_617
4855,Caucasian_1230_17,8,Caucasian,7-9,Caucasian_1230
4856,Caucasian_314_4,2,Caucasian,0-3,Caucasian_314
4857,African_829_11,8,African,7-9,African_829
4858,Asian_238_0,3,Asian,0-3,Asian_238
4859,Indian_245_29,7,Indian,7-9,Indian_245
4860,Indian_121_1,17,Indian,16-18,Indian_121
4861,Caucasian_209_21,1,Caucasian,0-3,Caucasian_209
4862,African_491_1,4,African,4-6,African_491
4863,Caucasian_289_40,2,Caucasian,0-3,Caucasian_289
4864,Asian_474_10,7,Asian,7-9,Asian_474
4865,Caucasian_26_74,5,Caucasian,4-6,Caucasian_26
4866,Indian_651_4,18,Indian,16-18,Indian_651
4867,African_547_9,7,African,7-9,African_547
4868,African_230_0,7,African,7-9,African_230
4869,Asian_318_43,3,Asian,0-3,Asian_318
4870,African_476_49,0,African,0-3,African_476
4871,Asian_582_2,6,Asian,4-6,Asian_582
4872,Asian_656_1,1,Asian,0-3,Asian_656
4873,African_142_16,4,African,4-6,African_142
4874,Asian_649_0,0,Asian,0-3,Asian_649
4875,African_235_2,24,African,,African_235
4876,Indian_245_23,8,Indian,7-9,Indian_245
4877,Indian_579_2,24,Indian,,Indian_579
4878,Caucasian_1218_1,4,Caucasian,4-6,Caucasian_1218
4879,African_160_3,15,African,13-15,African_160
4880,Asian_430_12,9,Asian,7-9,Asian_430
4881,African_724_0,7,African,7-9,African_724
4882,Caucasian_358_16,9,Caucasian,7-9,Caucasian_358
4883,Caucasian_1392_27,1,Caucasian,0-3,Caucasian_1392
4884,Asian_102_15,5,Asian,4-6,Asian_102
4885,Caucasian_1338_2,2,Caucasian,0-3,Caucasian_1338
4886,African_525_20,3,African,0-3,African_525
4887,Indian_228_0,11,Indian,10-12,Indian_228
4888,Asian_638_19,1,Asian,0-3,Asian_638
4889,Indian_352_12,26,Indian,,Indian_352
4890,Caucasian_168_8,6,Caucasian,4-6,Caucasian_168
4891,Asian_425_25,7,Asian,7-9,Asian_425
4892,African_126_2,3,African,0-3,African_126
4893,Indian_212_4,8,Indian,7-9,Indian_212
4894,Caucasian_1039_4,0,Caucasian,0-3,Caucasian_1039
4895,Asian_624_10,2,Asian,0-3,Asian_624
4896,African_283_10,6,African,4-6,African_283
4897,African_742_2,20,African,,African_742
4898,Caucasian_85_0,5,Caucasian,4-6,Caucasian_85
4899,Asian_447_59,2,Asian,0-3,Asian_447
4900,Caucasian_256_3,11,Caucasian,10-12,Caucasian_256
4901,Caucasian_393_1,17,Caucasian,16-18,Caucasian_393
4902,Asian_483_151,18,Asian,16-18,Asian_483
4903,Asian_511_9,7,Asian,7-9,Asian_511
4904,Asian_440_60,23,Asian,,Asian_440
4905,Caucasian_1136_3,0,Caucasian,0-3,Caucasian_1136
4906,African_207_0,9,African,7-9,African_207
4907,Asian_517_5,4,Asian,4-6,Asian_517
4908,Caucasian_1357_44,1,Caucasian,0-3,Caucasian_1357
4909,Caucasian_481_107,9,Caucasian,7-9,Caucasian_481
4910,Caucasian_1219_3,2,Caucasian,0-3,Caucasian_1219
4911,African_681_27,5,African,4-6,African_681
4912,Indian_575_0,6,Indian,4-6,Indian_575
4913,African_5_2,21,African,,African_5
4914,Caucasian_444_23,8,Caucasian,7-9,Caucasian_444
4915,Caucasian_504_1,3,Caucasian,0-3,Caucasian_504
4916,Indian_172_0,16,Indian,16-18,Indian_172
4917,Asian_499_32,6,Asian,4-6,Asian_499
4918,African_294_64,2,African,0-3,African_294
4919,Asian_0_37,10,Asian,10-12,Asian_0
4920,Asian_442_11,5,Asian,4-6,Asian_442
4921,African_184_11,11,African,10-12,African_184
4922,African_791_0,6,African,4-6,African_791
4923,Caucasian_1037_7,4,Caucasian,4-6,Caucasian_1037
4924,Caucasian_502_24,9,Caucasian,7-9,Caucasian_502
4925,Caucasian_148_22,12,Caucasian,10-12,Caucasian_148
4926,Asian_412_20,5,Asian,4-6,Asian_412
4927,African_204_16,8,African,7-9,African_204
4928,African_302_2,5,African,4-6,African_302
4929,Caucasian_1138_7,7,Caucasian,7-9,Caucasian_1138
4930,Indian_243_7,2,Indian,0-3,Indian_243
4931,Indian_465_5,32,Indian,,Indian_465
4932,Caucasian_39_16,5,Caucasian,4-6,Caucasian_39
4933,Asian_216_6,5,Asian,4-6,Asian_216
4934,Asian_416_3,4,Asian,4-6,Asian_416
4935,Caucasian_1375_2,5,Caucasian,4-6,Caucasian_1375
4936,Caucasian_269_0,8,Caucasian,7-9,Caucasian_269
4937,Caucasian_231_24,2,Caucasian,0-3,Caucasian_231
4938,African_225_1,7,African,7-9,African_225
4940,African_524_61,26,African,,African_524
4941,African_266_28,8,African,7-9,African_266
4942,Indian_591_17,0,Indian,0-3,Indian_591
4943,Asian_223_0,5,Asian,4-6,Asian_223
4944,Asian_201_10,9,Asian,7-9,Asian_201
4945,Asian_274_74,0,Asian,0-3,Asian_274
4946,African_313_18,18,African,16-18,African_313
4947,Caucasian_432_0,5,Caucasian,4-6,Caucasian_432
4948,Caucasian_1096_3,11,Caucasian,10-12,Caucasian_1096
4949,Asian_531_1,27,Asian,,Asian_531
4950,African_39_2,8,African,7-9,African_39
4951,Asian_530_8,0,Asian,0-3,Asian_530
4952,Caucasian_533_2,2,Caucasian,0-3,Caucasian_533
4953,Caucasian_1285_3,7,Caucasian,7-9,Caucasian_1285
4954,African_443_0,10,African,10-12,African_443
4955,Asian_433_6,5,Asian,4-6,Asian_433
4956,African_14_5,20,African,,African_14
4957,Caucasian_41_51,1,Caucasian,0-3,Caucasian_41
4958,African_295_7,5,African,4-6,African_295
4959,Asian_639_5,10,Asian,10-12,Asian_639
4960,Asian_419_15,2,Asian,0-3,Asian_419
4961,Caucasian_462_45,12,Caucasian,10-12,Caucasian_462
4962,Asian_552_3,29,Asian,,Asian_552
4963,African_146_3,7,African,7-9,African_146
4964,Asian_193_6,13,Asian,13-15,Asian_193
4965,Caucasian_520_32,2,Caucasian,0-3,Caucasian_520
4966,African_146_8,14,African,13-15,African_146
4967,Caucasian_1235_7,5,Caucasian,4-6,Caucasian_1235
4968,Indian_409_16,6,Indian,4-6,Indian_409
4969,Caucasian_2_8,1,Caucasian,0-3,Caucasian_2
4970,Indian_418_86,37,Indian,,Indian_418
4971,Asian_469_5,10,Asian,10-12,Asian_469
4972,Asian_496_2,5,Asian,4-6,Asian_496
4973,Indian_593_0,21,Indian,,Indian_593
4974,Asian_304_48,6,Asian,4-6,Asian_304
4975,African_629_0,10,African,10-12,African_629
4976,African_194_12,24,African,,African_194
4977,African_197_0,10,African,10-12,African_197
4978,Asian_682_21,30,Asian,,Asian_682
4979,Caucasian_367_34,3,Caucasian,0-3,Caucasian_367
4980,African_109_8,5,African,4-6,African_109
4981,Caucasian_1346_8,0,Caucasian,0-3,Caucasian_1346
4982,African_818_1,9,African,7-9,African_818
4983,African_324_5,1,African,0-3,African_324
4984,African_120_1,7,African,7-9,African_120
4985,Indian_225_1,2,Indian,0-3,Indian_225
4986,African_552_1,1,African,0-3,African_552
4987,Asian_583_0,2,Asian,0-3,Asian_583
4988,African_632_7,16,African,16-18,African_632
4989,Caucasian_332_3,10,Caucasian,10-12,Caucasian_332
4990,Caucasian_1106_4,1,Caucasian,0-3,Caucasian_1106
4991,African_449_0,19,African,,African_449
4992,Indian_481_1,14,Indian,13-15,Indian_481
4993,Asian_480_42,2,Asian,0-3,Asian_480
4994,Asian_420_41,2,Asian,0-3,Asian_420
4995,African_274_1,10,African,10-12,African_274
4996,Asian_183_9,5,Asian,4-6,Asian_183
4997,Caucasian_590_20,16,Caucasian,16-18,Caucasian_590
4998,Indian_242_11,8,Indian,7-9,Indian_242
4999,Indian_319_1,10,Indian,10-12,Indian_319
5000,Asian_58_1,21,Asian,,Asian_58
5001,Indian_261_0,11,Indian,10-12,Indian_261
5002,Asian_442_10,5,Asian,4-6,Asian_442
5003,Asian_386_38,13,Asian,13-15,Asian_386
5004,Caucasian_1302_3,1,Caucasian,0-3,Caucasian_1302
5005,Indian_484_37,0,Indian,0-3,Indian_484
5006,Caucasian_169_11,1,Caucasian,0-3,Caucasian_169
5007,African_435_0,4,African,4-6,African_435
5008,African_447_4,2,African,0-3,African_447
5009,African_667_3,4,African,4-6,African_667
5010,African_98_1,9,African,7-9,African_98
5011,Caucasian_1357_35,0,Caucasian,0-3,Caucasian_1357
5012,Asian_435_23,0,Asian,0-3,Asian_435
5013,Indian_378_1,6,Indian,4-6,Indian_378
5015,Indian_100_4,32,Indian,,Indian_100
5016,African_331_10,5,African,4-6,African_331
5017,Caucasian_397_36,5,Caucasian,4-6,Caucasian_397
5018,African_767_7,12,African,10-12,African_767
5019,Indian_239_1,0,Indian,0-3,Indian_239
5020,Caucasian_1111_35,8,Caucasian,7-9,Caucasian_1111
5021,Indian_473_1,2,Indian,0-3,Indian_473
5022,African_143_0,7,African,7-9,African_143
5023,Asian_212_10,11,Asian,10-12,Asian_212
5024,African_696_1,3,African,0-3,African_696
5025,Indian_373_2,8,Indian,7-9,Indian_373
5026,Indian_273_5,2,Indian,0-3,Indian_273
5027,Caucasian_1288_7,6,Caucasian,4-6,Caucasian_1288
5028,Indian_343_1,7,Indian,7-9,Indian_343
5029,African_369_19,13,African,13-15,African_369
5030,Indian_665_0,9,Indian,7-9,Indian_665
5031,Asian_396_34,17,Asian,16-18,Asian_396
5032,Asian_607_48,4,Asian,4-6,Asian_607
5033,African_101_1,20,African,,African_101
5034,Asian_736_1,2,Asian,0-3,Asian_736
5035,Asian_135_4,30,Asian,,Asian_135
5036,Asian_428_0,7,Asian,7-9,Asian_428
5037,Asian_727_0,2,Asian,0-3,Asian_727
5038,Indian_674_2,32,Indian,,Indian_674
5039,Asian_204_38,5,Asian,4-6,Asian_204
5040,Indian_422_4,8,Indian,7-9,Indian_422
5041,Indian_689_0,5,Indian,4-6,Indian_689
5042,Caucasian_204_47,4,Caucasian,4-6,Caucasian_204
5043,Indian_570_0,6,Indian,4-6,Indian_570
5044,Asian_449_26,2,Asian,0-3,Asian_449
5045,Asian_383_9,11,Asian,10-12,Asian_383
5046,Indian_133_17,5,Indian,4-6,Indian_133
5047,Caucasian_1205_23,2,Caucasian,0-3,Caucasian_1205
5048,Asian_157_6,5,Asian,4-6,Asian_157
5049,African_395_5,21,African,,African_395
5050,Caucasian_419_31,7,Caucasian,7-9,Caucasian_419
5051,Indian_663_1,1,Indian,0-3,Indian_663
5052,Caucasian_1340_75,5,Caucasian,4-6,Caucasian_1340
5053,Indian_247_17,4,Indian,4-6,Indian_247
5054,African_591_2,7,African,7-9,African_591
5055,Caucasian_440_37,10,Caucasian,10-12,Caucasian_440
5056,Caucasian_1337_30,9,Caucasian,7-9,Caucasian_1337
5057,African_161_4,9,African,7-9,African_161
5058,Asian_67_17,9,Asian,7-9,Asian_67
5059,Indian_40_34,0,Indian,0-3,Indian_40
5060,Asian_476_42,2,Asian,0-3,Asian_476
5061,Caucasian_579_15,1,Caucasian,0-3,Caucasian_579
5062,Caucasian_95_11,7,Caucasian,7-9,Caucasian_95
5063,Indian_84_1,9,Indian,7-9,Indian_84
5064,Indian_226_18,19,Indian,,Indian_226
5065,African_278_0,0,African,0-3,African_278
5066,Indian_245_2,6,Indian,4-6,Indian_245
5067,African_601_1,7,African,7-9,African_601
5068,Indian_41_16,6,Indian,4-6,Indian_41
5069,Asian_22_5,16,Asian,16-18,Asian_22
5070,Asian_417_14,3,Asian,0-3,Asian_417
5071,Asian_507_4,4,Asian,4-6,Asian_507
5072,African_556_29,7,African,7-9,African_556
5073,Indian_19_1,4,Indian,4-6,Indian_19
5074,Asian_437_3,7,Asian,7-9,Asian_437
5075,Caucasian_95_54,6,Caucasian,4-6,Caucasian_95
5076,Caucasian_492_6,1,Caucasian,0-3,Caucasian_492
5077,Caucasian_185_3,0,Caucasian,0-3,Caucasian_185
5078,Caucasian_1207_0,1,Caucasian,0-3,Caucasian_1207
5079,Caucasian_391_2,1,Caucasian,0-3,Caucasian_391
5080,Caucasian_14_5,1,Caucasian,0-3,Caucasian_14
5081,Caucasian_313_22,2,Caucasian,0-3,Caucasian_313
5082,Asian_335_5,4,Asian,4-6,Asian_335
5083,Caucasian_1384_15,3,Caucasian,0-3,Caucasian_1384
5084,Indian_590_0,21,Indian,,Indian_590
5085,African_326_5,8,African,7-9,African_326
5086,Asian_305_83,7,Asian,7-9,Asian_305
5087,Caucasian_1004_1,2,Caucasian,0-3,Caucasian_1004
5088,Asian_445_85,4,Asian,4-6,Asian_445
5089,African_584_1,8,African,7-9,African_584
5090,African_514_2,5,African,4-6,African_514
5091,Asian_102_3,2,Asian,0-3,Asian_102
5092,Asian_240_9,5,Asian,4-6,Asian_240
5093,Indian_262_6,14,Indian,13-15,Indian_262
5094,African_441_2,17,African,16-18,African_441
5095,Indian_689_4,3,Indian,0-3,Indian_689
5096,African_677_1,5,African,4-6,African_677
5097,Indian_666_3,2,Indian,0-3,Indian_666
5098,Caucasian_210_21,2,Caucasian,0-3,Caucasian_210
5099,African_652_0,9,African,7-9,African_652
5100,Indian_103_10,25,Indian,,Indian_103
5101,Caucasian_1316_3,4,Caucasian,4-6,Caucasian_1316
5102,Indian_713_6,26,Indian,,Indian_713
5103,Caucasian_51_42,2,Caucasian,0-3,Caucasian_51
5104,Caucasian_1086_91,5,Caucasian,4-6,Caucasian_1086
5105,Asian_102_20,6,Asian,4-6,Asian_102
5106,Caucasian_103_36,17,Caucasian,16-18,Caucasian_103
5107,Indian_484_17,0,Indian,0-3,Indian_484
5108,Indian_162_2,15,Indian,13-15,Indian_162
5109,Asian_182_40,10,Asian,10-12,Asian_182
5110,Asian_579_14,7,Asian,7-9,Asian_579
5111,Caucasian_1287_0,2,Caucasian,0-3,Caucasian_1287
5112,African_294_41,3,African,0-3,African_294
5113,Indian_142_19,16,Indian,16-18,Indian_142
5114,Asian_703_1,4,Asian,4-6,Asian_703
5115,Caucasian_1217_0,3,Caucasian,0-3,Caucasian_1217
5116,Asian_110_42,0,Asian,0-3,Asian_110
5117,Indian_69_6,8,Indian,7-9,Indian_69
5118,Caucasian_355_0,2,Caucasian,0-3,Caucasian_355
5119,Caucasian_1344_1,4,Caucasian,4-6,Caucasian_1344
5120,Caucasian_1338_1,4,Caucasian,4-6,Caucasian_1338
5121,Asian_35_5,24,Asian,,Asian_35
5122,African_488_0,6,African,4-6,African_488
5123,Indian_627_1,34,Indian,,Indian_627
5124,Indian_50_0,15,Indian,13-15,Indian_50
5125,Asian_504_50,20,Asian,,Asian_504
5126,Asian_188_0,7,Asian,7-9,Asian_188
5127,Asian_142_0,7,Asian,7-9,Asian_142
5128,Asian_250_5,4,Asian,4-6,Asian_250
