,files_list,image_name,enrolled,identity_name,ethnicity,Age,Identity,UnifiedQualityScore.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar,children_agegroup
3192,Asian_594/Asian_594_3.png,Asian_594_3,enrolled,Asian_594,Asian,3,Asian_594,43.0,91.0,98.0,100.0,1-3
3193,Asian_594/Asian_594_5.png,Asian_594_5,enrolled,Asian_594,Asian,3,Asian_594,45.0,96.0,97.0,100.0,1-3
3194,Asian_594/Asian_594_6.png,Asian_594_6,enrolled,Asian_594,Asian,4,Asian_594,58.0,99.0,91.0,100.0,4-6
3199,Asian_596/Asian_596_30.png,Asian_596_30,enrolled,Asian_596,Asian,4,Asian_596,36.0,100.0,96.0,100.0,4-6
3202,Asian_597/Asian_597_13.png,Asian_597_13,enrolled,Asian_597,Asian,3,Asian_597,42.0,100.0,100.0,100.0,1-3
3210,Asian_600/Asian_600_11.png,Asian_600_11,enrolled,Asian_600,Asian,4,Asian_600,33.0,100.0,95.0,100.0,4-6
3211,Asian_600/Asian_600_14.png,Asian_600_14,enrolled,Asian_600,Asian,4,Asian_600,58.0,100.0,100.0,100.0,4-6
3212,Asian_600/Asian_600_15.png,Asian_600_15,enrolled,Asian_600,Asian,4,Asian_600,43.0,100.0,100.0,100.0,4-6
3213,Asian_600/Asian_600_26.png,Asian_600_26,enrolled,Asian_600,Asian,7,Asian_600,34.0,100.0,99.0,100.0,7-9
3214,Asian_600/Asian_600_33.png,Asian_600_33,enrolled,Asian_600,Asian,4,Asian_600,37.0,94.0,100.0,100.0,4-6
3218,Asian_602/Asian_602_10.png,Asian_602_10,enrolled,Asian_602,Asian,5,Asian_602,33.0,96.0,86.0,100.0,4-6
3222,Asian_604/Asian_604_13.png,Asian_604_13,enrolled,Asian_604,Asian,3,Asian_604,63.0,99.0,100.0,100.0,1-3
3223,Asian_604/Asian_604_16.png,Asian_604_16,enrolled,Asian_604,Asian,3,Asian_604,36.0,100.0,100.0,100.0,1-3
3224,Asian_604/Asian_604_3.png,Asian_604_3,enrolled,Asian_604,Asian,4,Asian_604,42.0,100.0,93.0,100.0,4-6
3225,Asian_604/Asian_604_9.png,Asian_604_9,enrolled,Asian_604,Asian,4,Asian_604,36.0,93.0,95.0,100.0,4-6
3235,Asian_607/Asian_607_0.png,Asian_607_0,enrolled,Asian_607,Asian,3,Asian_607,33.0,98.0,89.0,100.0,1-3
3238,Asian_607/Asian_607_61.png,Asian_607_61,enrolled,Asian_607,Asian,4,Asian_607,30.0,100.0,100.0,100.0,4-6
3239,Asian_607/Asian_607_66.png,Asian_607_66,enrolled,Asian_607,Asian,3,Asian_607,38.0,99.0,97.0,100.0,1-3
3240,Asian_607/Asian_607_8.png,Asian_607_8,enrolled,Asian_607,Asian,3,Asian_607,31.0,100.0,96.0,100.0,1-3
3241,Asian_609/Asian_609_4.png,Asian_609_4,enrolled,Asian_609,Asian,5,Asian_609,34.0,94.0,97.0,100.0,4-6
3242,Asian_609/Asian_609_7.png,Asian_609_7,enrolled,Asian_609,Asian,3,Asian_609,29.0,100.0,95.0,100.0,1-3
3250,Asian_610/Asian_610_15.png,Asian_610_15,enrolled,Asian_610,Asian,5,Asian_610,49.0,96.0,99.0,100.0,4-6
3251,Asian_610/Asian_610_30.png,Asian_610_30,enrolled,Asian_610,Asian,7,Asian_610,44.0,97.0,99.0,100.0,7-9
3255,Asian_611/Asian_611_34.png,Asian_611_34,enrolled,Asian_611,Asian,9,Asian_611,34.0,87.0,97.0,100.0,7-9
3256,Asian_611/Asian_611_44.png,Asian_611_44,enrolled,Asian_611,Asian,7,Asian_611,31.0,91.0,99.0,100.0,7-9
3263,Asian_614/Asian_614_42.png,Asian_614_42,enrolled,Asian_614,Asian,6,Asian_614,56.0,97.0,97.0,100.0,4-6
3264,Asian_614/Asian_614_52.png,Asian_614_52,enrolled,Asian_614,Asian,6,Asian_614,49.0,100.0,100.0,100.0,4-6
3265,Asian_614/Asian_614_59.png,Asian_614_59,enrolled,Asian_614,Asian,7,Asian_614,40.0,99.0,100.0,100.0,7-9
3267,Asian_614/Asian_614_85.png,Asian_614_85,enrolled,Asian_614,Asian,8,Asian_614,32.0,100.0,90.0,100.0,7-9
3268,Asian_615/Asian_615_35.png,Asian_615_35,enrolled,Asian_615,Asian,2,Asian_615,33.0,100.0,98.0,100.0,1-3
3272,Asian_618/Asian_618_3.png,Asian_618_3,enrolled,Asian_618,Asian,2,Asian_618,36.0,96.0,98.0,100.0,1-3
3275,Asian_619/Asian_619_1.png,Asian_619_1,enrolled,Asian_619,Asian,2,Asian_619,38.0,100.0,100.0,100.0,1-3
3276,Asian_619/Asian_619_14.png,Asian_619_14,enrolled,Asian_619,Asian,3,Asian_619,32.0,84.0,99.0,100.0,1-3
3277,Asian_619/Asian_619_2.png,Asian_619_2,enrolled,Asian_619,Asian,2,Asian_619,45.0,95.0,100.0,100.0,1-3
3278,Asian_619/Asian_619_21.png,Asian_619_21,enrolled,Asian_619,Asian,3,Asian_619,34.0,99.0,100.0,100.0,1-3
3281,Asian_62/Asian_62_9.png,Asian_62_9,enrolled,Asian_62,Asian,11,Asian_62,64.0,98.0,99.0,100.0,10-12
3283,Asian_621/Asian_621_1.png,Asian_621_1,enrolled,Asian_621,Asian,2,Asian_621,32.0,98.0,99.0,100.0,1-3
3284,Asian_621/Asian_621_4.png,Asian_621_4,enrolled,Asian_621,Asian,3,Asian_621,53.0,100.0,98.0,100.0,1-3
3285,Asian_621/Asian_621_5.png,Asian_621_5,enrolled,Asian_621,Asian,5,Asian_621,29.0,99.0,92.0,100.0,4-6
3287,Asian_622/Asian_622_1.png,Asian_622_1,enrolled,Asian_622,Asian,3,Asian_622,35.0,100.0,98.0,100.0,1-3
3289,Asian_623/Asian_623_1.png,Asian_623_1,enrolled,Asian_623,Asian,6,Asian_623,32.0,100.0,97.0,100.0,4-6
3293,Asian_627/Asian_627_39.png,Asian_627_39,enrolled,Asian_627,Asian,9,Asian_627,48.0,100.0,99.0,100.0,7-9
3295,Asian_627/Asian_627_77.png,Asian_627_77,enrolled,Asian_627,Asian,7,Asian_627,37.0,98.0,99.0,100.0,7-9
3300,Asian_629/Asian_629_25.png,Asian_629_25,enrolled,Asian_629,Asian,6,Asian_629,53.0,100.0,97.0,100.0,4-6
3301,Asian_629/Asian_629_35.png,Asian_629_35,enrolled,Asian_629,Asian,7,Asian_629,57.0,100.0,96.0,100.0,7-9
3303,Asian_63/Asian_63_2.png,Asian_63_2,enrolled,Asian_63,Asian,4,Asian_63,38.0,100.0,98.0,100.0,4-6
3305,Asian_630/Asian_630_33.png,Asian_630_33,enrolled,Asian_630,Asian,10,Asian_630,51.0,89.0,100.0,100.0,10-12
3309,Asian_631/Asian_631_13.png,Asian_631_13,enrolled,Asian_631,Asian,6,Asian_631,42.0,90.0,98.0,100.0,4-6
3311,Asian_632/Asian_632_3.png,Asian_632_3,enrolled,Asian_632,Asian,3,Asian_632,43.0,100.0,100.0,100.0,1-3
3312,Asian_633/Asian_633_0.png,Asian_633_0,enrolled,Asian_633,Asian,11,Asian_633,58.0,100.0,100.0,100.0,10-12
3313,Asian_633/Asian_633_10.png,Asian_633_10,enrolled,Asian_633,Asian,12,Asian_633,31.0,100.0,98.0,100.0,10-12
3315,Asian_633/Asian_633_3.png,Asian_633_3,enrolled,Asian_633,Asian,12,Asian_633,34.0,100.0,100.0,99.0,10-12
3317,Asian_634/Asian_634_23.png,Asian_634_23,enrolled,Asian_634,Asian,7,Asian_634,41.0,97.0,94.0,100.0,7-9
3320,Asian_634/Asian_634_8.png,Asian_634_8,enrolled,Asian_634,Asian,6,Asian_634,36.0,95.0,99.0,100.0,4-6
3321,Asian_635/Asian_635_10.png,Asian_635_10,enrolled,Asian_635,Asian,5,Asian_635,34.0,99.0,95.0,100.0,4-6
3342,Asian_642/Asian_642_18.png,Asian_642_18,enrolled,Asian_642,Asian,9,Asian_642,39.0,84.0,99.0,100.0,7-9
3348,Asian_646/Asian_646_24.png,Asian_646_24,enrolled,Asian_646,Asian,5,Asian_646,38.0,98.0,95.0,100.0,4-6
3349,Asian_646/Asian_646_26.png,Asian_646_26,enrolled,Asian_646,Asian,2,Asian_646,42.0,98.0,100.0,100.0,1-3
3355,Asian_648/Asian_648_11.png,Asian_648_11,enrolled,Asian_648,Asian,4,Asian_648,47.0,100.0,98.0,100.0,4-6
3356,Asian_648/Asian_648_15.png,Asian_648_15,enrolled,Asian_648,Asian,4,Asian_648,49.0,100.0,97.0,100.0,4-6
3357,Asian_648/Asian_648_5.png,Asian_648_5,enrolled,Asian_648,Asian,4,Asian_648,48.0,100.0,100.0,100.0,4-6
3360,Asian_651/Asian_651_1.png,Asian_651_1,enrolled,Asian_651,Asian,6,Asian_651,43.0,100.0,100.0,98.0,4-6
3365,Asian_653/Asian_653_3.png,Asian_653_3,enrolled,Asian_653,Asian,3,Asian_653,36.0,83.0,99.0,100.0,1-3
3367,Asian_653/Asian_653_7.png,Asian_653_7,enrolled,Asian_653,Asian,4,Asian_653,39.0,100.0,98.0,100.0,4-6
3372,Asian_656/Asian_656_1.png,Asian_656_1,enrolled,Asian_656,Asian,1,Asian_656,59.0,93.0,99.0,100.0,1-3
3373,Asian_658/Asian_658_13.png,Asian_658_13,enrolled,Asian_658,Asian,3,Asian_658,51.0,99.0,100.0,100.0,1-3
3374,Asian_658/Asian_658_37.png,Asian_658_37,enrolled,Asian_658,Asian,2,Asian_658,52.0,89.0,99.0,100.0,1-3
3375,Asian_658/Asian_658_45.png,Asian_658_45,enrolled,Asian_658,Asian,4,Asian_658,51.0,81.0,75.0,97.0,4-6
3376,Asian_658/Asian_658_94.png,Asian_658_94,enrolled,Asian_658,Asian,3,Asian_658,75.0,98.0,92.0,100.0,1-3
3380,Asian_660/Asian_660_20.png,Asian_660_20,enrolled,Asian_660,Asian,4,Asian_660,36.0,100.0,100.0,100.0,4-6
3386,Asian_663/Asian_663_78.png,Asian_663_78,enrolled,Asian_663,Asian,10,Asian_663,85.0,100.0,99.0,100.0,10-12
3388,Asian_664/Asian_664_15.png,Asian_664_15,enrolled,Asian_664,Asian,1,Asian_664,30.0,100.0,100.0,100.0,1-3
3394,Asian_666/Asian_666_1.png,Asian_666_1,enrolled,Asian_666,Asian,3,Asian_666,37.0,95.0,95.0,100.0,1-3
3399,Asian_67/Asian_67_17.png,Asian_67_17,enrolled,Asian_67,Asian,9,Asian_67,50.0,100.0,96.0,100.0,7-9
3401,Asian_670/Asian_670_0.png,Asian_670_0,enrolled,Asian_670,Asian,9,Asian_670,40.0,100.0,99.0,100.0,7-9
3402,Asian_670/Asian_670_2.png,Asian_670_2,enrolled,Asian_670,Asian,8,Asian_670,30.0,100.0,98.0,100.0,7-9
3407,Asian_680/Asian_680_13.png,Asian_680_13,enrolled,Asian_680,Asian,9,Asian_680,33.0,100.0,100.0,100.0,7-9
3408,Asian_680/Asian_680_7.png,Asian_680_7,enrolled,Asian_680,Asian,9,Asian_680,34.0,100.0,100.0,100.0,7-9
3422,Asian_69/Asian_69_180.png,Asian_69_180,enrolled,Asian_69,Asian,11,Asian_69,35.0,100.0,98.0,100.0,10-12
3423,Asian_69/Asian_69_185.png,Asian_69_185,enrolled,Asian_69,Asian,8,Asian_69,42.0,98.0,97.0,100.0,7-9
3452,Asian_714/Asian_714_47.png,Asian_714_47,enrolled,Asian_714,Asian,6,Asian_714,37.0,100.0,100.0,100.0,4-6
3456,Asian_716/Asian_716_12.png,Asian_716_12,enrolled,Asian_716,Asian,15,Asian_716,50.0,89.0,100.0,100.0,13-15
3459,Asian_717/Asian_717_6.png,Asian_717_6,enrolled,Asian_717,Asian,5,Asian_717,36.0,100.0,100.0,99.0,4-6
3464,Asian_72/Asian_72_31.png,Asian_72_31,enrolled,Asian_72,Asian,4,Asian_72,29.0,94.0,98.0,100.0,4-6
3465,Asian_720/Asian_720_6.png,Asian_720_6,enrolled,Asian_720,Asian,9,Asian_720,37.0,100.0,83.0,100.0,7-9
3466,Asian_720/Asian_720_9.png,Asian_720_9,enrolled,Asian_720,Asian,8,Asian_720,32.0,99.0,96.0,100.0,7-9
3468,Asian_723/Asian_723_15.png,Asian_723_15,enrolled,Asian_723,Asian,7,Asian_723,42.0,91.0,98.0,100.0,7-9
3469,Asian_723/Asian_723_16.png,Asian_723_16,enrolled,Asian_723,Asian,5,Asian_723,38.0,92.0,96.0,100.0,4-6
3475,Asian_724/Asian_724_73.png,Asian_724_73,enrolled,Asian_724,Asian,3,Asian_724,41.0,99.0,99.0,100.0,1-3
3476,Asian_726/Asian_726_75.png,Asian_726_75,enrolled,Asian_726,Asian,5,Asian_726,29.0,75.0,99.0,100.0,4-6
3484,Asian_729/Asian_729_19.png,Asian_729_19,enrolled,Asian_729,Asian,9,Asian_729,31.0,100.0,98.0,100.0,7-9
3485,Asian_729/Asian_729_35.png,Asian_729_35,enrolled,Asian_729,Asian,11,Asian_729,38.0,100.0,100.0,99.0,10-12
3486,Asian_729/Asian_729_72.png,Asian_729_72,enrolled,Asian_729,Asian,10,Asian_729,38.0,98.0,97.0,100.0,10-12
3487,Asian_73/Asian_73_14.png,Asian_73_14,enrolled,Asian_73,Asian,3,Asian_73,46.0,93.0,100.0,100.0,1-3
3491,Asian_733/Asian_733_6.png,Asian_733_6,enrolled,Asian_733,Asian,5,Asian_733,46.0,100.0,100.0,99.0,4-6
3495,Asian_738/Asian_738_1.png,Asian_738_1,enrolled,Asian_738,Asian,6,Asian_738,37.0,100.0,97.0,100.0,4-6
3496,Asian_739/Asian_739_0.png,Asian_739_0,enrolled,Asian_739,Asian,5,Asian_739,41.0,100.0,99.0,100.0,4-6
3497,Asian_739/Asian_739_1.png,Asian_739_1,enrolled,Asian_739,Asian,6,Asian_739,48.0,98.0,97.0,100.0,4-6
3500,Asian_741/Asian_741_3.png,Asian_741_3,enrolled,Asian_741,Asian,8,Asian_741,32.0,98.0,97.0,100.0,7-9
3505,Asian_75/Asian_75_25.png,Asian_75_25,enrolled,Asian_75,Asian,3,Asian_75,56.0,99.0,95.0,100.0,1-3
3506,Asian_75/Asian_75_26.png,Asian_75_26,enrolled,Asian_75,Asian,5,Asian_75,41.0,96.0,93.0,100.0,4-6
3507,Asian_75/Asian_75_51.png,Asian_75_51,enrolled,Asian_75,Asian,3,Asian_75,40.0,100.0,100.0,100.0,1-3
3510,Asian_78/Asian_78_7.png,Asian_78_7,enrolled,Asian_78,Asian,5,Asian_78,59.0,99.0,98.0,100.0,4-6
3513,Asian_79/Asian_79_18.png,Asian_79_18,enrolled,Asian_79,Asian,5,Asian_79,37.0,100.0,93.0,100.0,4-6
3514,Asian_79/Asian_79_2.png,Asian_79_2,enrolled,Asian_79,Asian,5,Asian_79,31.0,98.0,91.0,100.0,4-6
3515,Asian_8/Asian_8_12.png,Asian_8_12,enrolled,Asian_8,Asian,2,Asian_8,46.0,94.0,100.0,100.0,1-3
3521,Asian_84/Asian_84_0.png,Asian_84_0,enrolled,Asian_84,Asian,5,Asian_84,33.0,98.0,97.0,100.0,4-6
3522,Asian_84/Asian_84_1.png,Asian_84_1,enrolled,Asian_84,Asian,5,Asian_84,33.0,100.0,96.0,100.0,4-6
3527,Asian_86/Asian_86_52.png,Asian_86_52,enrolled,Asian_86,Asian,6,Asian_86,39.0,95.0,99.0,100.0,4-6
3529,Asian_87/Asian_87_57.png,Asian_87_57,enrolled,Asian_87,Asian,7,Asian_87,34.0,84.0,93.0,99.0,7-9
3531,Asian_88/Asian_88_0.png,Asian_88_0,enrolled,Asian_88,Asian,11,Asian_88,48.0,98.0,97.0,100.0,10-12
3532,Asian_88/Asian_88_1.png,Asian_88_1,enrolled,Asian_88,Asian,11,Asian_88,45.0,98.0,96.0,100.0,10-12
3533,Asian_89/Asian_89_12.png,Asian_89_12,enrolled,Asian_89,Asian,6,Asian_89,31.0,98.0,100.0,100.0,4-6
3534,Asian_89/Asian_89_16.png,Asian_89_16,enrolled,Asian_89,Asian,6,Asian_89,32.0,95.0,99.0,100.0,4-6
3537,Asian_90/Asian_90_0.png,Asian_90_0,enrolled,Asian_90,Asian,12,Asian_90,47.0,91.0,99.0,100.0,10-12
3538,Asian_90/Asian_90_1.png,Asian_90_1,enrolled,Asian_90,Asian,10,Asian_90,29.0,99.0,99.0,100.0,10-12
3556,Asian_m.02pm_7c/m.02pm_7c_0002.jpg,m.02pm_7c_0002,enrolled,m.02pm_7c,Asian,10,m.02pm_7c,36.0,99.0,97.0,100.0,10-12
3558,Asian_m.02z0qb9/m.02z0qb9_0001.jpg,m.02z0qb9_0001,enrolled,m.02z0qb9,Asian,12,m.02z0qb9,40.0,98.0,100.0,100.0,10-12
3559,Asian_m.02z0qb9/m.02z0qb9_0002.jpg,m.02z0qb9_0002,enrolled,m.02z0qb9,Asian,12,m.02z0qb9,48.0,98.0,100.0,100.0,10-12
3563,Asian_m.03c9_tf/m.03c9_tf_0004.jpg,m.03c9_tf_0004,enrolled,m.03c9_tf,Asian,6,m.03c9_tf,29.0,99.0,100.0,100.0,4-6
3564,Asian_m.03j3dpb/m.03j3dpb_0003.jpg,m.03j3dpb_0003,enrolled,m.03j3dpb,Asian,15,m.03j3dpb,30.0,99.0,94.0,100.0,13-15
3565,Asian_m.03m42v3/m.03m42v3_0001.jpg,m.03m42v3_0001,enrolled,m.03m42v3,Asian,14,m.03m42v3,57.0,96.0,94.0,100.0,13-15
3566,Asian_m.03m42v3/m.03m42v3_0003.jpg,m.03m42v3_0003,enrolled,m.03m42v3,Asian,12,m.03m42v3,36.0,99.0,93.0,100.0,10-12
3567,Asian_m.03nxqb8/m.03nxqb8_0005.jpg,m.03nxqb8_0005,enrolled,m.03nxqb8,Asian,13,m.03nxqb8,41.0,92.0,98.0,100.0,13-15
3571,Asian_m.04972h/m.04972h_0001.jpg,m.04972h_0001,enrolled,m.04972h,Asian,6,m.04972h,56.0,100.0,97.0,100.0,4-6
3573,Asian_m.04972h/m.04972h_0003.jpg,m.04972h_0003,enrolled,m.04972h,Asian,6,m.04972h,33.0,99.0,99.0,100.0,4-6
3580,Asian_m.05245bd/m.05245bd_0003.jpg,m.05245bd_0003,enrolled,m.05245bd,Asian,11,m.05245bd,36.0,99.0,100.0,100.0,10-12
3585,Asian_m.05znvh4/m.05znvh4_0003.jpg,m.05znvh4_0003,enrolled,m.05znvh4,Asian,15,m.05znvh4,42.0,95.0,97.0,100.0,13-15
3589,Asian_m.0bmd0_6/m.0bmd0_6_0003.jpg,m.0bmd0_6_0003,enrolled,m.0bmd0_6,Asian,10,m.0bmd0_6,36.0,100.0,98.0,100.0,10-12
3594,Asian_m.0ctrtr/m.0ctrtr_0001.jpg,m.0ctrtr_0001,enrolled,m.0ctrtr,Asian,11,m.0ctrtr,35.0,100.0,99.0,100.0,10-12
3597,Asian_m.0fw3vg/m.0fw3vg_0001.jpg,m.0fw3vg_0001,enrolled,m.0fw3vg,Asian,11,m.0fw3vg,48.0,99.0,98.0,100.0,10-12
3599,Asian_m.0gc69ms/m.0gc69ms_0001.jpg,m.0gc69ms_0001,enrolled,m.0gc69ms,Asian,12,m.0gc69ms,69.0,100.0,99.0,100.0,10-12
3600,Asian_m.0gc69ms/m.0gc69ms_0002.jpg,m.0gc69ms_0002,enrolled,m.0gc69ms,Asian,13,m.0gc69ms,83.0,99.0,97.0,100.0,13-15
3602,Asian_m.0kbgjy5/m.0kbgjy5_0001.jpg,m.0kbgjy5_0001,enrolled,m.0kbgjy5,Asian,13,m.0kbgjy5,58.0,99.0,99.0,100.0,13-15
3604,Asian_m.0kvgy_6/m.0kvgy_6_0004.jpg,m.0kvgy_6_0004,enrolled,m.0kvgy_6,Asian,14,m.0kvgy_6,57.0,95.0,100.0,100.0,13-15
3607,Asian_m.0lq5svr/m.0lq5svr_0003.jpg,m.0lq5svr_0003,enrolled,m.0lq5svr,Asian,15,m.0lq5svr,41.0,98.0,100.0,100.0,13-15
3609,Asian_m.0ngt980/m.0ngt980_0001.jpg,m.0ngt980_0001,enrolled,m.0ngt980,Asian,10,m.0ngt980,70.0,96.0,88.0,99.0,10-12
3618,Caucasian_1/Caucasian_1_3.png,Caucasian_1_3,enrolled,Caucasian_1,Caucasian,9,Caucasian_1,51.0,99.0,98.0,100.0,7-9
3619,Caucasian_1/Caucasian_1_4.png,Caucasian_1_4,enrolled,Caucasian_1,Caucasian,8,Caucasian_1,30.0,100.0,100.0,100.0,7-9
3620,Caucasian_1/Caucasian_1_9.png,Caucasian_1_9,enrolled,Caucasian_1,Caucasian,9,Caucasian_1,35.0,82.0,99.0,100.0,7-9
3622,Caucasian_100/Caucasian_100_25.png,Caucasian_100_25,enrolled,Caucasian_100,Caucasian,10,Caucasian_100,32.0,100.0,98.0,100.0,10-12
3630,Caucasian_1005/Caucasian_1005_18.png,Caucasian_1005_18,enrolled,Caucasian_1005,Caucasian,1,Caucasian_1005,40.0,92.0,100.0,100.0,1-3
3631,Caucasian_1005/Caucasian_1005_5.png,Caucasian_1005_5,enrolled,Caucasian_1005,Caucasian,1,Caucasian_1005,33.0,92.0,100.0,100.0,1-3
3636,Caucasian_1008/Caucasian_1008_18.png,Caucasian_1008_18,enrolled,Caucasian_1008,Caucasian,8,Caucasian_1008,33.0,92.0,95.0,100.0,7-9
3637,Caucasian_1008/Caucasian_1008_4.png,Caucasian_1008_4,enrolled,Caucasian_1008,Caucasian,7,Caucasian_1008,52.0,96.0,95.0,100.0,7-9
3656,Caucasian_1019/Caucasian_1019_38.png,Caucasian_1019_38,enrolled,Caucasian_1019,Caucasian,3,Caucasian_1019,39.0,95.0,100.0,100.0,1-3
3661,Caucasian_1020/Caucasian_1020_16.png,Caucasian_1020_16,enrolled,Caucasian_1020,Caucasian,9,Caucasian_1020,29.0,95.0,97.0,100.0,7-9
3662,Caucasian_1020/Caucasian_1020_19.png,Caucasian_1020_19,enrolled,Caucasian_1020,Caucasian,10,Caucasian_1020,42.0,88.0,97.0,100.0,10-12
3663,Caucasian_1020/Caucasian_1020_28.png,Caucasian_1020_28,enrolled,Caucasian_1020,Caucasian,9,Caucasian_1020,40.0,100.0,98.0,100.0,7-9
3664,Caucasian_1020/Caucasian_1020_4.png,Caucasian_1020_4,enrolled,Caucasian_1020,Caucasian,9,Caucasian_1020,58.0,98.0,95.0,100.0,7-9
3665,Caucasian_1021/Caucasian_1021_1.png,Caucasian_1021_1,enrolled,Caucasian_1021,Caucasian,1,Caucasian_1021,30.0,99.0,100.0,100.0,1-3
3666,Caucasian_1021/Caucasian_1021_11.png,Caucasian_1021_11,enrolled,Caucasian_1021,Caucasian,5,Caucasian_1021,42.0,100.0,94.0,100.0,4-6
3670,Caucasian_1022/Caucasian_1022_3.png,Caucasian_1022_3,enrolled,Caucasian_1022,Caucasian,8,Caucasian_1022,34.0,100.0,99.0,100.0,7-9
3671,Caucasian_1022/Caucasian_1022_5.png,Caucasian_1022_5,enrolled,Caucasian_1022,Caucasian,8,Caucasian_1022,33.0,95.0,99.0,100.0,7-9
3686,Caucasian_1029/Caucasian_1029_27.png,Caucasian_1029_27,enrolled,Caucasian_1029,Caucasian,6,Caucasian_1029,29.0,85.0,100.0,100.0,4-6
3688,Caucasian_103/Caucasian_103_20.png,Caucasian_103_20,enrolled,Caucasian_103,Caucasian,12,Caucasian_103,68.0,99.0,97.0,100.0,10-12
3689,Caucasian_103/Caucasian_103_21.png,Caucasian_103_21,enrolled,Caucasian_103,Caucasian,13,Caucasian_103,39.0,77.0,90.0,100.0,13-15
3697,Caucasian_1035/Caucasian_1035_5.png,Caucasian_1035_5,enrolled,Caucasian_1035,Caucasian,10,Caucasian_1035,63.0,100.0,91.0,100.0,10-12
3719,Caucasian_1050/Caucasian_1050_4.png,Caucasian_1050_4,enrolled,Caucasian_1050,Caucasian,9,Caucasian_1050,44.0,100.0,92.0,100.0,7-9
3732,Caucasian_1057/Caucasian_1057_71.png,Caucasian_1057_71,enrolled,Caucasian_1057,Caucasian,11,Caucasian_1057,41.0,89.0,98.0,100.0,10-12
3733,Caucasian_1058/Caucasian_1058_24.png,Caucasian_1058_24,enrolled,Caucasian_1058,Caucasian,2,Caucasian_1058,44.0,93.0,99.0,100.0,1-3
3737,Caucasian_106/Caucasian_106_5.png,Caucasian_106_5,enrolled,Caucasian_106,Caucasian,11,Caucasian_106,35.0,91.0,99.0,100.0,10-12
3741,Caucasian_1062/Caucasian_1062_26.png,Caucasian_1062_26,enrolled,Caucasian_1062,Caucasian,2,Caucasian_1062,29.0,99.0,99.0,100.0,1-3
3746,Caucasian_1064/Caucasian_1064_4.png,Caucasian_1064_4,enrolled,Caucasian_1064,Caucasian,11,Caucasian_1064,29.0,100.0,99.0,99.0,10-12
3748,Caucasian_1065/Caucasian_1065_11.png,Caucasian_1065_11,enrolled,Caucasian_1065,Caucasian,6,Caucasian_1065,33.0,96.0,97.0,100.0,4-6
3749,Caucasian_1065/Caucasian_1065_19.png,Caucasian_1065_19,enrolled,Caucasian_1065,Caucasian,7,Caucasian_1065,59.0,100.0,92.0,100.0,7-9
3750,Caucasian_1065/Caucasian_1065_23.png,Caucasian_1065_23,enrolled,Caucasian_1065,Caucasian,6,Caucasian_1065,61.0,100.0,93.0,100.0,4-6
3751,Caucasian_1065/Caucasian_1065_6.png,Caucasian_1065_6,enrolled,Caucasian_1065,Caucasian,6,Caucasian_1065,50.0,96.0,96.0,100.0,4-6
3755,Caucasian_1066/Caucasian_1066_36.png,Caucasian_1066_36,enrolled,Caucasian_1066,Caucasian,6,Caucasian_1066,33.0,100.0,97.0,100.0,4-6
3760,Caucasian_107/Caucasian_107_2.png,Caucasian_107_2,enrolled,Caucasian_107,Caucasian,10,Caucasian_107,31.0,96.0,91.0,100.0,10-12
3761,Caucasian_107/Caucasian_107_4.png,Caucasian_107_4,enrolled,Caucasian_107,Caucasian,10,Caucasian_107,55.0,100.0,95.0,100.0,10-12
3762,Caucasian_107/Caucasian_107_9.png,Caucasian_107_9,enrolled,Caucasian_107,Caucasian,12,Caucasian_107,30.0,100.0,79.0,100.0,10-12
3767,Caucasian_1073/Caucasian_1073_3.png,Caucasian_1073_3,enrolled,Caucasian_1073,Caucasian,3,Caucasian_1073,30.0,100.0,100.0,100.0,1-3
3769,Caucasian_1073/Caucasian_1073_86.png,Caucasian_1073_86,enrolled,Caucasian_1073,Caucasian,5,Caucasian_1073,40.0,99.0,95.0,100.0,4-6
3770,Caucasian_1075/Caucasian_1075_3.png,Caucasian_1075_3,enrolled,Caucasian_1075,Caucasian,1,Caucasian_1075,31.0,100.0,95.0,100.0,1-3
3772,Caucasian_1076/Caucasian_1076_126.png,Caucasian_1076_126,enrolled,Caucasian_1076,Caucasian,9,Caucasian_1076,64.0,97.0,98.0,100.0,7-9
3773,Caucasian_1076/Caucasian_1076_51.png,Caucasian_1076_51,enrolled,Caucasian_1076,Caucasian,9,Caucasian_1076,39.0,93.0,99.0,100.0,7-9
3786,Caucasian_1081/Caucasian_1081_6.png,Caucasian_1081_6,enrolled,Caucasian_1081,Caucasian,3,Caucasian_1081,45.0,85.0,96.0,100.0,1-3
3789,Caucasian_1083/Caucasian_1083_0.png,Caucasian_1083_0,enrolled,Caucasian_1083,Caucasian,3,Caucasian_1083,41.0,91.0,89.0,99.0,1-3
3790,Caucasian_1083/Caucasian_1083_5.png,Caucasian_1083_5,enrolled,Caucasian_1083,Caucasian,4,Caucasian_1083,34.0,95.0,98.0,100.0,4-6
3799,Caucasian_1086/Caucasian_1086_38.png,Caucasian_1086_38,enrolled,Caucasian_1086,Caucasian,4,Caucasian_1086,29.0,91.0,96.0,100.0,4-6
3801,Caucasian_1086/Caucasian_1086_91.png,Caucasian_1086_91,enrolled,Caucasian_1086,Caucasian,5,Caucasian_1086,30.0,99.0,96.0,100.0,4-6
