,Probe Image,Reference Image,Similarity Score,Probe Image Identity,Reference Image Identity,Filename,UnifiedQualityScore,BackgroundUniformity,IlluminationUniformity,LuminanceMean,LuminanceVariance,UnderExposurePrevention,OverExposurePrevention,DynamicRange,Sharpness,CompressionArtifacts,NaturalColour,SingleFacePresent,EyesOpen,MouthClosed,EyesVisible,MouthOcclusionPrevention,FaceOcclusionPrevention,InterEyeDistance,HeadSize,LeftwardCropOfTheFaceImage,RightwardCropOfTheFaceImage,DownwardCropOfTheFaceImage,UpwardCropOfTheFaceImage,HeadPoseYaw,HeadPosePitch,HeadPoseRoll,ExpressionNeutrality,NoHeadCoverings,UnifiedQualityScore.scalar,BackgroundUniformity.scalar,IlluminationUniformity.scalar,LuminanceMean.scalar,LuminanceVariance.scalar,UnderExposurePrevention.scalar,OverExposurePrevention.scalar,DynamicRange.scalar,Sharpness.scalar,CompressionArtifacts.scalar,NaturalColour.scalar,SingleFacePresent.scalar,EyesOpen.scalar,MouthClosed.scalar,EyesVisible.scalar,MouthOcclusionPrevention.scalar,FaceOcclusionPrevention.scalar,InterEyeDistance.scalar,HeadSize.scalar,LeftwardCropOfTheFaceImage.scalar,RightwardCropOfTheFaceImage.scalar,DownwardCropOfTheFaceImage.scalar,UpwardCropOfTheFaceImage.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar,ExpressionNeutrality.scalar,NoHeadCoverings.scalar,Unnamed: 57,image_name,identity_name
11184,m.04ym_v_0001,m.04ym_v_0002,0.6097047,m.04ym_v,m.04ym_v,../../../data/tests/images/adults_full_final/m.04ym_v_0001.jpg,20.167269,26.195052,0.507812,0.047537,0.001926,0.861617,0.0,4.896884,-18,0.845229,3.674305,0.0,0.1,0.09555,0.0,0.0,0.015448,87.653828,0.370019,3.011693,3.049656,1.229667,1.472897,-25.635922,-10.870465,2.89979,2805.325195,3.8e-05,25,87,82,5,32,71.0,100.0,61,47,100,82,100,100,85,100,100,98,71,34,100,100,15,4,81,96,100,83,100,,m.04ym_v_0001,m.04ym_v
11190,m.0272sx_0005,m.0272sx_0007,0.60964817,m.0272sx,m.0272sx,../../../data/tests/images/adults_full_final/m.0272sx_0005.jpg,29.449244,0.348239,0.551837,0.240343,0.026162,0.263893,0.0,7.103767,-33,0.911352,7.39492,0.0,0.070001,0.009885,0.0,0.0,0.003376,83.083128,0.357677,2.915663,2.903614,1.272098,1.523721,2.563247,-9.189032,1.124166,10653.931641,0.0,92,100,84,69,94,100.0,100.0,89,20,100,65,100,99,96,100,100,100,66,27,100,100,22,6,100,97,100,96,100,,m.0272sx_0005,m.0272sx
11192,m.0272sx_0007,m.0272sx_0005,0.60964817,m.0272sx,m.0272sx,../../../data/tests/images/adults_full_final/m.0272sx_0007.jpg,22.728519,141.44072,0.720845,0.235525,0.03169,0.278163,0.0,6.986519,-36,0.940163,100.0,0.0,0.078088,0.007114,0.0,0.0,0.010511,85.357251,0.35143,2.891356,2.927498,1.29471,1.550806,13.479279,-6.875662,0.144976,3405.669434,0.0,47,40,91,67,88,100.0,100.0,87,15,100,0,100,100,96,100,100,99,68,24,100,100,26,8,95,99,100,84,100,,m.0272sx_0007,m.0272sx
10329,m.03chhr_0001,m.03chhr_0002,0.6096443,m.03chhr,m.03chhr,../../../data/tests/images/adults_full_final/m.03chhr_0001.jpg,19.533651,24.105842,0.768163,0.232426,0.009604,0.065156,0.0,6.475715,-40,0.944341,0.0,0.0,0.092628,0.134765,0.000248,0.766141,0.275914,89.089323,0.390008,2.75,2.795455,1.179463,1.384587,8.969053,-4.715531,-0.855605,-13109.62793,0.0,21,88,92,66,91,100.0,100.0,81,10,100,100,100,100,75,100,23,72,72,46,100,100,10,2,98,99,100,16,100,,m.03chhr_0001,m.03chhr
4577,m.03cy3x3_0002,m.03cy3x3_0001,0.6095381,m.03cy3x3,m.03cy3x3,../../../data/tests/images/adults_full_final/m.03cy3x3_0002.jpg,25.800737,88.817775,0.432526,0.557552,0.046808,0.040084,0.0,7.515643,-36,0.949775,0.0,0.0,0.102418,0.007079,0.0,0.0,0.00715,85.40864,0.35314,2.891566,2.927711,1.295521,1.536218,13.639505,-5.711544,-0.324155,3984.510742,0.313495,75,59,78,99,73,100.0,100.0,94,15,100,100,100,100,96,100,100,99,68,25,100,100,26,7,94,99,100,86,0,,m.03cy3x3_0002,m.03cy3x3
3797,m.0gttznh_0004,m.0gttznh_0001,0.60952663,m.0gttznh,m.0gttznh,../../../data/tests/images/adults_full_final/m.0gttznh_0004.jpg,22.970465,23.884553,0.189164,0.120389,0.012374,0.549415,0.0,6.335276,-43,0.919956,0.643064,0.0,0.087489,0.0,0.0,0.0,0.002272,81.019412,0.376269,2.962737,2.975082,1.215886,1.441789,1.035809,1.366257,0.752216,1653.782349,0.11898,50,88,61,17,97,100.0,100.0,79,6,100,97,100,100,97,100,100,100,63,37,100,100,14,3,100,100,100,79,0,,m.0gttznh_0004,m.0gttznh
11198,m.0gttznh_0001,m.0gttznh_0004,0.60952663,m.0gttznh,m.0gttznh,../../../data/tests/images/adults_full_final/m.0gttznh_0001.jpg,23.969439,33.626179,0.8191,0.032664,0.000482,0.990839,0.0,4.283731,-27,0.942425,0.0,0.0,0.108742,0.100892,0.0,0.0,0.003313,80.534459,0.372508,3.0,3.0,1.221449,1.463054,6.604567,-17.424569,-1.936394,-3903.213867,0.0,59,84,94,3,9,3.0,100.0,54,30,100,100,100,100,84,100,100,100,63,35,100,100,14,3,99,91,100,55,100,,m.0gttznh_0001,m.0gttznh
11208,m.08z_kd_0001,m.08z_kd_0002,0.6094304,m.08z_kd,m.08z_kd,../../../data/tests/images/adults_full_final/m.08z_kd_0001.jpg,22.942356,0.074748,0.348571,0.479644,0.042578,0.055163,0.0,7.585084,-17,0.939788,0.0,0.0,0.100725,0.007163,0.0,0.0,0.006177,84.867763,0.349021,2.903404,2.915451,1.325135,1.540022,-12.023277,-0.642026,-1.301576,14154.419922,0.0,49,100,73,99,77,100.0,100.0,95,49,100,100,100,100,96,100,100,99,68,23,100,100,32,7,96,100,100,98,100,,m.08z_kd_0001,m.08z_kd
7337,m.0dgpw1_0003,m.0dgpw1_0001,0.60939336,m.0dgpw1,m.0dgpw1,../../../data/tests/images/adults_full_final/m.0dgpw1_0003.jpg,23.266735,72.90782,0.582185,0.281634,0.014999,0.069752,0.0,6.903571,-37,0.934791,0.0,0.0,0.027264,0.089673,0.0,0.0,0.107575,81.159234,0.3913,2.962737,2.975082,1.156402,1.399182,-3.519406,-0.585855,0.166564,-8196.15918,0.0,53,66,85,84,100,100.0,100.0,86,14,100,100,100,67,86,100,100,89,64,47,100,100,8,2,100,100,100,35,100,,m.0dgpw1_0003,m.0dgpw1
5907,m.03czsr6_0002,m.03czsr6_0003,0.6093921,m.03czsr6,m.03czsr6,../../../data/tests/images/adults_full_final/m.03czsr6_0002.jpg,25.879177,61.070953,0.577143,0.149816,0.010961,0.358321,0.0,6.517489,-11,0.791878,0.0,0.0,0.081927,0.063929,0.0,0.0,0.004277,85.230528,0.391058,2.890727,2.926861,1.169902,1.387261,13.06553,-2.516096,1.124463,-6448.395996,0.0,75,71,85,27,95,100.0,100.0,81,60,100,100,100,100,91,100,100,100,68,47,100,100,9,2,95,100,100,43,100,,m.03czsr6_0002,m.03czsr6
9765,m.03czsr6_0003,m.03czsr6_0002,0.6093921,m.03czsr6,m.03czsr6,../../../data/tests/images/adults_full_final/m.03czsr6_0003.jpg,22.679165,173.091571,0.637692,0.251583,0.010504,0.090635,0.0,6.667332,1,0.725492,0.0,0.0,0.103174,0.021418,0.0,0.0,0.004695,93.201642,0.369108,2.692145,2.703133,1.239475,1.46976,-12.462728,-2.23356,1.945413,-4933.801758,0.003992,47,31,87,74,94,100.0,100.0,83,78,100,100,100,100,95,100,100,100,76,33,100,100,17,4,95,100,100,50,100,,m.03czsr6_0003,m.03czsr6
11220,m.027f6m2_0001,m.027f6m2_0004,0.6093496,m.027f6m2,m.027f6m2,../../../data/tests/images/adults_full_final/m.027f6m2_0001.jpg,28.172136,84.816718,0.502595,0.274075,0.0186,0.094633,0.0,7.068141,-42,0.886104,0.0,0.0,0.060464,0.099573,0.0,0.0,0.003896,86.044876,0.4025,2.802326,2.848837,1.136646,1.347826,1.850548,4.367298,0.221038,-13391.875977,0.0,88,61,81,81,100,100.0,100.0,88,8,100,100,100,98,84,100,100,100,69,56,100,100,7,1,100,99,100,16,100,,m.027f6m2_0001,m.027f6m2
11222,m.027f6m2_0004,m.027f6m2_0001,0.6093496,m.027f6m2,m.027f6m2,../../../data/tests/images/adults_full_final/m.027f6m2_0004.jpg,26.497812,12.361697,0.40404,0.064846,0.001828,0.788142,0.0,5.225058,-12,0.963419,0.0,0.0,0.080021,0.076703,0.0,0.0,0.015544,79.86722,0.360002,2.987342,3.075949,1.256937,1.520824,8.45107,-13.146582,-1.637341,-9432.160156,0.0,79,94,76,6,31,92.0,100.0,65,58,100,100,100,100,89,100,100,98,62,28,100,100,19,6,98,95,100,29,100,,m.027f6m2_0004,m.027f6m2
3425,m.02q_xxh_0002,m.02q_xxh_0003,0.6093409,m.02q_xxh,m.02q_xxh,../../../data/tests/images/adults_full_final/m.02q_xxh_0002.jpg,22.440491,82.889132,0.304867,0.481469,0.035615,0.034,0.0,7.468419,-39,0.9539,0.0,0.0,0.107312,0.110023,0.0,0.0,0.005248,88.235447,0.386282,2.761185,2.783911,1.190839,1.397941,4.135737,-7.01379,-1.108728,-13651.31543,0.0,45,62,70,99,84,100.0,100.0,93,11,100,100,100,100,82,100,100,99,71,44,100,100,11,2,99,99,100,15,100,,m.02q_xxh_0002,m.02q_xxh
9511,m.06fp1s_0004,m.06fp1s_0001,0.6093264,m.06fp1s,m.06fp1s,../../../data/tests/images/adults_full_final/m.06fp1s_0004.jpg,25.756681,3.82536,0.570612,0.211189,0.026132,0.321525,0.0,7.077203,-39,0.903946,4.09933,0.0,0.064769,0.006846,0.0,0.0,0.011239,89.81623,0.365173,2.83451,2.869794,1.25283,1.485596,18.801864,-5.441188,0.218726,-14089.75293,0.0,74,98,85,56,94,100.0,100.0,88,11,100,80,100,99,96,100,100,99,73,31,100,100,19,4,90,99,100,14,100,,m.06fp1s_0004,m.06fp1s
11238,m.0gff83x_0005,m.0gff83x_0001,0.6092634,m.0gff83x,m.0gff83x,../../../data/tests/images/adults_full_final/m.0gff83x_0005.jpg,27.01412,55.573596,0.398438,0.213615,0.013328,0.174799,0.0,6.808358,-38,0.937089,1.169377,0.940887,0.068766,0.006778,0.0,0.0,0.008484,81.647355,0.368854,3.037731,3.025074,1.240329,1.470772,-14.612705,-4.600949,1.115027,5777.878906,0.0,82,74,76,57,98,100.0,100.0,85,13,100,94,6,99,96,100,100,99,64,33,100,100,17,4,94,99,100,90,100,,m.0gff83x_0005,m.0gff83x
191,m.04g0yqj_0001,m.04g0yqj_0005,0.60922253,m.04g0yqj,m.04g0yqj,../../../data/tests/images/adults_full_final/m.04g0yqj_0001.jpg,20.260731,105.413175,0.629657,0.088396,0.004986,0.722987,0.0,5.757824,-16,0.77874,0.0,0.0,0.105328,0.009653,0.0,0.0,0.002655,87.811974,0.366269,2.838893,2.758438,1.255907,1.474325,-7.770023,-4.782658,1.095461,-7481.527344,0.0,26,53,87,10,66,98.0,100.0,72,51,100,100,100,100,96,100,100,100,71,32,100,100,19,4,98,99,100,38,100,,m.04g0yqj_0001,m.04g0yqj
9659,m.076yq88_0002,m.076yq88_0004,0.6091608,m.076yq88,m.076yq88,../../../data/tests/images/adults_full_final/m.076yq88_0002.jpg,26.258606,34.860007,0.181224,0.069054,0.008908,0.800845,0.0,5.415379,-39,0.947414,0.172964,0.0,0.101907,0.0,0.0,0.0,0.002852,84.015202,0.346286,2.868844,2.892652,1.321162,1.566624,-0.850206,-7.115803,-1.178887,12124.484375,0.0,78,83,60,7,89,90.0,100.0,68,11,100,99,100,100,97,100,100,100,67,22,100,100,31,9,100,98,100,97,100,,m.076yq88_0002,m.076yq88
10051,m.076yq88_0004,m.076yq88_0002,0.6091608,m.076yq88,m.076yq88,../../../data/tests/images/adults_full_final/m.076yq88_0004.jpg,22.914339,89.931786,0.234429,0.020051,0.000289,0.99864,0.0,3.467079,-13,0.965588,0.0,0.0,0.126972,0.100953,0.0,0.0,0.006935,88.23119,0.37146,2.813763,2.837018,1.231625,1.460452,12.895714,-2.591748,-0.52459,-7739.979492,0.001722,49,59,65,3,5,0.0,100.0,43,57,100,100,100,100,84,100,100,99,71,34,100,100,16,3,95,100,100,37,100,,m.076yq88_0004,m.076yq88
8959,m.04mwg6_0001,m.04mwg6_0003,0.60913676,m.04mwg6,m.04mwg6,../../../data/tests/images/adults_full_final/m.04mwg6_0001.jpg,27.896446,74.139152,0.314879,0.125483,0.005781,0.453888,0.0,6.132838,-40,0.934315,0.0,0.0,0.084782,0.0,0.00941,0.0,0.013777,85.253448,0.384271,2.845036,2.91646,1.177555,1.424776,9.813687,-0.417612,1.087885,-4593.135742,0.0,87,66,71,18,72,100.0,100.0,77,10,100,100,100,100,97,99,100,99,68,42,100,100,10,2,97,100,100,52,100,,m.04mwg6_0001,m.04mwg6
2741,m.0325jx_0002,m.0325jx_0003,0.6091332,m.0325jx,m.0325jx,../../../data/tests/images/adults_full_final/m.0325jx_0002.jpg,21.966631,38.819735,0.550046,0.138629,0.023484,0.589329,0.0,5.867006,-35,0.898871,0.0,0.0,0.069885,0.008935,0.0,0.0,0.08182,83.312436,0.395713,2.879518,2.939759,1.15614,1.370942,4.963626,5.068045,2.237898,5353.838379,0.444235,40,81,84,23,96,100.0,100.0,73,17,100,100,100,99,96,100,100,92,66,50,100,100,8,1,99,99,100,89,0,,m.0325jx_0002,m.0325jx
11246,m.0325jx_0003,m.0325jx_0002,0.6091332,m.0325jx,m.0325jx,../../../data/tests/images/adults_full_final/m.0325jx_0003.jpg,20.142164,90.370135,0.605142,0.224567,0.031949,0.419146,0.0,6.654052,-25,0.917444,2.60057,0.0,0.079052,0.119665,0.0,0.0,0.001497,83.195844,0.399134,2.926612,2.951,1.139969,1.365457,9.701368,-1.105571,1.918867,787.924988,0.426913,25,59,86,62,88,100.0,100.0,83,34,100,87,100,100,79,100,100,100,66,53,100,100,7,1,97,100,100,76,0,,m.0325jx_0003,m.0325jx
11250,m.01lpjyj_0001,m.01lpjyj_0002,0.60910517,m.01lpjyj,m.01lpjyj,../../../data/tests/images/adults_full_final/m.01lpjyj_0001.jpg,23.463915,13.949784,0.651974,0.239425,0.0299,0.284227,0.0,6.981718,-11,0.964905,2.821974,0.0,0.078281,0.093926,0.0,0.0,0.005342,77.703731,0.376418,3.064677,3.129606,1.215404,1.441216,-7.68126,-11.388634,-1.193347,-13241.06543,0.0,54,93,88,69,90,100.0,100.0,87,60,100,86,100,100,85,100,100,99,60,37,100,100,14,3,98,96,100,16,100,,m.01lpjyj_0001,m.01lpjyj
11252,m.01lpjyj_0002,m.01lpjyj_0001,0.60910517,m.01lpjyj,m.01lpjyj,../../../data/tests/images/adults_full_final/m.01lpjyj_0002.jpg,23.273733,65.829363,0.168962,0.30682,0.013527,0.052549,0.0,6.867725,-3,0.921352,22.206513,0.0,0.070422,0.106505,0.0,0.0,0.006863,79.935909,0.376302,2.99976,3.063046,1.215779,1.441662,8.746451,-16.939257,-3.114646,-16257.916992,0.0,53,69,59,89,99,100.0,100.0,86,73,100,20,100,99,83,100,100,99,62,37,100,100,14,3,98,92,100,10,100,,m.01lpjyj_0002,m.01lpjyj
2315,m.030hcs_0002,m.030hcs_0001,0.60909814,m.030hcs,m.030hcs,../../../data/tests/images/adults_full_final/m.030hcs_0002.jpg,26.731636,108.479345,0.759184,0.36728,0.023304,0.063141,0.0,7.099753,-35,0.955906,5.131939,0.0,0.052254,0.0,0.0,0.0,0.010999,84.018916,0.373758,2.868844,2.892652,1.230742,1.444784,1.006512,-10.141388,-0.27707,-13555.334961,0.0,81,52,92,97,97,100.0,100.0,89,17,100,75,100,96,97,100,100,99,67,36,100,100,16,3,100,97,100,15,100,,m.030hcs_0002,m.030hcs
9725,m.014nfw_0001,m.014nfw_0002,0.6090038,m.014nfw,m.014nfw,../../../data/tests/images/adults_full_final/m.014nfw_0001.jpg,17.850456,351.882218,0.591049,0.524382,0.06867,0.052318,0.005145,7.801125,-34,0.968169,100.0,0.0,0.086134,0.124338,0.0,0.0,0.030887,94.157922,0.382551,2.634409,2.666667,1.189384,1.424646,-8.994872,-5.081657,1.15445,-14869.475586,0.0,12,6,85,99,58,100.0,66.0,98,18,100,0,100,100,78,100,100,97,77,41,100,100,11,2,98,99,100,12,100,,m.014nfw_0001,m.014nfw
11260,m.014nfw_0002,m.014nfw_0001,0.6090038,m.014nfw,m.014nfw,../../../data/tests/images/adults_full_final/m.014nfw_0002.jpg,19.002884,33.468636,0.719503,0.104279,0.002433,0.449507,0.0,5.574374,11,0.943056,0.0,0.0,0.10639,0.131334,0.023916,0.0,0.054407,92.009484,0.361674,2.662886,2.684624,1.264953,1.499971,0.537567,-12.081154,1.325596,-12734.086914,0.0,18,84,91,13,39,100.0,100.0,70,88,100,100,100,100,76,98,100,95,75,29,100,100,21,5,100,96,100,18,100,,m.014nfw_0002,m.014nfw
11262,m.0n4s6s3_0003,m.0n4s6s3_0004,0.60895413,m.0n4s6s3,m.0n4s6s3,../../../data/tests/images/adults_full_final/m.0n4s6s3_0003.jpg,27.518343,84.201214,0.36034,0.267678,0.011701,0.070982,0.0,6.790403,-32,0.936915,4.17091,0.0,0.055617,0.112598,0.0,0.0,0.024908,91.426484,0.380051,2.692308,2.703297,1.203785,1.427439,5.536332,5.140344,0.906167,-12219.667969,0.0,85,61,74,79,96,100.0,100.0,85,22,100,79,100,97,81,100,100,98,74,40,100,100,12,2,99,99,100,19,100,,m.0n4s6s3_0003,m.0n4s6s3
11272,m.03gxw0v_0003,m.03gxw0v_0001,0.6089152,m.03gxw0v,m.03gxw0v,../../../data/tests/images/adults_full_final/m.03gxw0v_0003.jpg,15.72401,50.809005,0.40917,0.574796,0.032047,0.031056,0.0,6.43149,-29,0.956554,100.0,0.0,0.061064,0.134377,0.0,0.0,0.055745,90.093832,0.372552,2.746401,2.849822,1.234726,1.44946,15.002392,-11.301853,-1.888722,-12730.027344,0.0,6,76,76,99,88,100.0,100.0,80,27,100,0,100,98,75,100,100,94,73,35,100,100,16,3,93,96,100,18,100,,m.03gxw0v_0003,m.03gxw0v
8677,m.0zwh1k1_0004,m.0zwh1k1_0003,0.60887265,m.0zwh1k1,m.0zwh1k1,../../../data/tests/images/adults_full_final/m.0zwh1k1_0004.jpg,24.823811,168.138308,0.522373,0.293775,0.009479,0.033023,0.0,6.655987,-41,0.875545,0.0,0.0,0.080092,0.130412,0.0,0.0,0.015103,86.775585,0.38388,2.926612,2.951,1.191778,1.413201,-19.084652,-10.293293,1.784146,-14289.985352,0.0,67,32,82,87,91,100.0,100.0,83,9,100,100,100,100,76,100,100,98,70,42,100,100,11,2,89,97,100,13,100,,m.0zwh1k1_0004,m.0zwh1k1
11280,m.0j4c8gg_0004,m.0j4c8gg_0002,0.60886943,m.0j4c8gg,m.0j4c8gg,../../../data/tests/images/adults_full_final/m.0j4c8gg_0004.jpg,23.060364,187.437807,0.602941,0.36102,0.075456,0.171837,0.016571,7.76808,-39,0.82303,0.0,0.0,0.06811,0.009584,0.0,0.0,0.017316,84.426261,0.368886,2.914417,2.963194,1.240222,1.470646,13.751948,-11.256604,-1.929143,-15166.418945,0.0,51,28,86,96,54,100.0,38.0,97,11,100,100,100,99,96,100,100,98,67,33,100,100,17,4,94,96,100,12,100,,m.0j4c8gg_0004,m.0j4c8gg
11294,m.03hkyvv_0006,m.03hkyvv_0003,0.60880405,m.03hkyvv,m.03hkyvv,../../../data/tests/images/adults_full_final/m.03hkyvv_0006.jpg,25.109919,8.196467,0.627551,0.05211,0.004316,0.83371,0.0,4.981103,7,0.944686,1.071685,0.0,0.094907,0.120841,0.0,0.0,0.007755,81.977607,0.415829,3.204277,3.272745,1.088187,1.316646,27.023376,0.0145,1.233696,-3358.056885,0.0,69,96,87,5,60,82.0,100.0,62,85,100,95,100,100,79,100,100,99,65,67,100,100,4,1,79,100,100,58,100,,m.03hkyvv_0006,m.03hkyvv
6271,m.03hkyvv_0003,m.03hkyvv_0006,0.60880405,m.03hkyvv,m.03hkyvv,../../../data/tests/images/adults_full_final/m.03hkyvv_0003.jpg,25.09201,31.06907,0.664062,0.032445,0.001855,0.918481,0.0,4.409746,-19,0.918097,100.0,0.0,0.078647,0.126603,0.0,0.0,0.000856,85.605707,0.415152,2.927711,2.891566,1.095983,1.312771,-14.17284,-1.088431,-0.259664,-4427.224121,0.0,69,85,88,3,31,41.0,100.0,55,45,100,0,100,100,77,100,100,100,69,66,100,100,5,1,94,100,100,53,100,,m.03hkyvv_0003,m.03hkyvv
6787,m.04cvjfg_0003,m.04cvjfg_0004,0.6087862,m.04cvjfg,m.04cvjfg,../../../data/tests/images/adults_full_final/m.04cvjfg_0003.jpg,23.630501,8.397867,0.303241,0.084195,0.003661,0.585048,0.0,5.696745,-14,0.948225,100.0,0.0,0.076676,0.143016,0.0,0.0,0.051058,91.432374,0.368752,2.681157,2.714122,1.233891,1.477958,5.538723,-5.423792,-0.404323,-14950.829102,0.0,56,96,70,9,54,100.0,100.0,71,55,100,0,100,100,72,100,100,95,74,33,100,100,16,4,99,99,100,12,100,,m.04cvjfg_0003,m.04cvjfg
5395,m.03mdjxb_0003,m.03mdjxb_0002,0.60878336,m.03mdjxb,m.03mdjxb,../../../data/tests/images/adults_full_final/m.03mdjxb_0003.jpg,26.947592,57.465275,0.720234,0.074321,0.002157,0.748238,0.0,5.266967,-35,0.966089,0.0,0.0,0.079167,0.007116,0.0,0.0,0.002673,86.042318,0.35133,2.813763,2.837018,1.302194,1.544132,1.669053,-2.861171,0.74834,4922.210449,0.0,82,73,91,7,35,96.0,100.0,66,17,100,100,100,100,96,100,100,100,69,24,100,100,27,7,100,100,100,88,100,,m.03mdjxb_0003,m.03mdjxb
4779,m.0dy_mg_0003,m.0dy_mg_0001,0.6087581,m.0dy_mg,m.0dy_mg,../../../data/tests/images/adults_full_final/m.0dy_mg_0003.jpg,26.622179,211.074817,0.275384,0.332701,0.010206,0.018959,0.0,6.686504,-44,0.946624,0.0,0.0,0.099731,0.161083,0.009662,0.0,0.030427,95.204286,0.373769,2.645008,2.65576,1.237396,1.438055,-12.338221,-6.579305,1.257531,-14278.317383,0.0,80,22,68,93,93,100.0,100.0,84,5,100,100,100,100,66,99,100,97,78,36,100,100,16,3,95,99,100,14,100,,m.0dy_mg_0003,m.0dy_mg
11304,m.0hnbj9t_0002,m.0hnbj9t_0004,0.60874933,m.0hnbj9t,m.0hnbj9t,../../../data/tests/images/adults_full_final/m.0hnbj9t_0002.jpg,28.79261,59.2629,0.033976,0.23015,0.041254,0.365721,0.0,6.956519,-41,0.923539,0.0,0.0,0.068936,0.0,0.000298,0.0,0.10937,81.16064,0.363449,2.962963,2.975309,1.251894,1.499522,-3.605486,0.047619,-1.585027,14184.359375,0.0,90,72,36,65,79,100.0,100.0,87,9,100,100,100,99,97,100,100,89,64,30,100,100,19,5,100,100,100,98,100,,m.0hnbj9t_0002,m.0hnbj9t
11308,m.04y08n_0003,m.04y08n_0004,0.60872597,m.04y08n,m.04y08n,../../../data/tests/images/adults_full_final/m.04y08n_0003.jpg,20.802244,203.929596,0.636735,0.359541,0.029253,0.093713,0.0,7.391383,-40,0.931594,0.0,0.0,0.112192,0.127355,0.0,0.0,0.003124,88.196216,0.375033,2.74929,2.794733,1.226558,1.439872,3.594368,0.408439,-0.110541,-10994.65625,0.037577,30,24,87,96,91,100.0,100.0,92,10,100,100,100,100,77,100,100,100,71,37,100,100,15,3,100,100,100,23,0,,m.04y08n_0003,m.04y08n
11314,m.03j1r41_0002,m.03j1r41_0004,0.60872483,m.03j1r41,m.03j1r41,../../../data/tests/images/adults_full_final/m.03j1r41_0002.jpg,27.050501,51.409926,0.310547,0.058462,0.0018,0.877499,0.0,4.652197,-5,0.947781,0.0,0.0,0.061485,0.0,0.0,0.0,0.004401,80.327797,0.406113,3.038705,3.155578,1.132688,1.329678,-16.533579,3.589554,-1.495972,2332.850098,0.0,83,76,70,6,30,64.0,100.0,58,70,100,100,100,98,97,100,100,100,63,59,100,100,6,1,92,100,100,81,100,,m.03j1r41_0002,m.03j1r41
5381,m.0hmv1l8_0003,m.0hmv1l8_0001,0.6086916,m.0hmv1l8,m.0hmv1l8,../../../data/tests/images/adults_full_final/m.0hmv1l8_0003.jpg,23.610363,193.73093,0.473183,0.479706,0.046106,0.029883,0.0,7.734104,-36,0.966652,6.663327,0.0,0.078279,0.080952,0.0,0.0,0.008323,85.604152,0.402657,2.8,2.905882,1.129993,1.353509,6.811128,-1.668205,0.281823,-14355.730469,0.0,56,26,80,99,74,100.0,100.0,97,15,100,68,100,100,88,100,100,99,69,56,100,100,6,1,99,100,100,13,100,,m.0hmv1l8_0003,m.0hmv1l8
11326,m.0cm9sy__0002,m.0cm9sy__0004,0.60868555,m.0cm9sy_,m.0cm9sy_,../../../data/tests/images/adults_full_final/m.0cm9sy__0002.jpg,19.259975,1.798694,0.594388,0.105771,0.011034,0.638712,0.0,6.045851,-41,0.912327,2.414089,0.0,0.050215,0.331599,0.0,0.0,0.013446,82.709193,0.499015,2.938048,2.999771,0.906787,1.097162,11.647122,-7.229155,-1.7485,-10236.259766,0.0,19,99,86,13,95,99.0,100.0,76,9,100,88,100,95,10,100,100,99,65,55,100,100,1,0,96,98,100,26,100,,m.0cm9sy__0002,m.0cm9sy_
11328,m.02g_65_0002,m.02g_65_0001,0.60868305,m.02g_65,m.02g_65,../../../data/tests/images/adults_full_final/m.02g_65_0002.jpg,28.075369,43.779831,0.73046,0.075758,0.000888,0.805316,0.0,4.898609,-5,0.956472,0.0,0.0,0.073163,0.068932,0.0,0.0,0.000413,87.057277,0.362675,2.781609,2.816092,1.261462,1.495832,2.078499,1.198388,0.9291,-609.080811,0.0,88,79,91,8,16,89.0,100.0,61,70,100,100,100,100,90,100,100,100,70,30,100,100,20,5,100,100,100,71,100,,m.02g_65_0002,m.02g_65
11338,m.0h0khc_0003,m.0h0khc_0002,0.608606,m.0h0khc,m.0h0khc,../../../data/tests/images/adults_full_final/m.0h0khc_0003.jpg,25.879751,92.277928,0.259516,0.074257,0.002276,0.760057,0.0,5.259862,-15,0.935157,0.0,0.0,0.10072,0.059562,0.0,0.0,0.007831,84.914101,0.377761,2.879309,2.939546,1.211084,1.436094,12.169207,-0.496553,1.225877,7787.197754,0.0,75,58,67,7,37,95.0,100.0,66,53,100,100,100,100,91,100,100,99,68,38,100,100,13,3,96,100,100,93,100,,m.0h0khc_0003,m.0h0khc
6581,m.054w3sk_0002,m.054w3sk_0003,0.6084831,m.054w3sk,m.054w3sk,../../../data/tests/images/adults_full_final/m.054w3sk_0002.jpg,21.398981,548.441386,0.305306,0.144206,0.026829,0.530939,0.0,6.535816,-43,0.918666,0.0,0.0,0.108218,0.007194,0.0,0.0,0.00364,84.022626,0.347509,2.857143,2.904762,1.302125,1.575499,1.329711,-7.442568,0.017703,2461.84082,0.0,35,1,70,25,93,100.0,100.0,82,6,100,100,100,100,96,100,100,100,67,23,100,100,27,10,100,98,100,82,100,,m.054w3sk_0002,m.054w3sk
