img_name,im_id,ethnicity,id_class,face_id,Age,children_agegroup
m.0rytw3d_0003,m.0rytw3d,African,0rytw3d,3,31,
m.05p9q60_0003,m.05p9q60,African,05p9q60,3,37,
m.02pq9t0_0001,m.02pq9t0,African,02pq9t0,1,21,
m.0dnq7c_0004,m.0dnq7c,African,0dnq7c,4,35,
m.02z9bpp_0001,m.02z9bpp,African,02z9bpp,1,46,
m.07q4kq_0001,m.07q4kq,African,07q4kq,1,29,
m.01s1zk_0006,m.01s1zk,African,01s1zk,6,37,
m.0py2h7g_0003,m.0py2h7g,African,0py2h7g,3,26,
m.028956__0001,m.028956_,African,028956_,1,36,
m.0cp0_pj_0001,m.0cp0_pj,African,0cp0_pj,1,20,
m.07f33c_0003,m.07f33c,African,07f33c,3,35,
m.04grvk0_0001,m.04grvk0,African,04grvk0,1,25,
m.02r66cq_0003,m.02r66cq,African,02r66cq,3,35,
m.03cmp8_0002,m.03cmp8,African,03cmp8,2,35,
m.03hjwgc_0003,m.03hjwgc,African,03hjwgc,3,30,
m.012f1d_0001,m.012f1d,African,012f1d,1,52,
m.0jl04kc_0001,m.0jl04kc,African,0jl04kc,1,22,
m.080gs5b_0003,m.080gs5b,African,080gs5b,3,23,
m.05mkqq_0002,m.05mkqq,African,05mkqq,2,30,
m.07kcsqd_0002,m.07kcsqd,African,07kcsqd,2,26,
m.02r5ppj_0003,m.02r5ppj,African,02r5ppj,3,33,
m.04grvk0_0004,m.04grvk0,African,04grvk0,4,21,
m.0fk1_z_0001,m.0fk1_z,African,0fk1_z,1,24,
m.04r5_2_0004,m.04r5_2,African,04r5_2,4,26,
m.02r0fdq_0001,m.02r0fdq,African,02r0fdq,1,29,
m.02pn43p_0001,m.02pn43p,African,02pn43p,1,25,
m.09v9wrn_0002,m.09v9wrn,African,09v9wrn,2,49,
m.0ks_hl_0001,m.0ks_hl,African,0ks_hl,1,34,
m.086nw4_0002,m.086nw4,African,086nw4,2,60,
m.07bp7h_0003,m.07bp7h,African,07bp7h,3,59,
m.0bqp3g_0001,m.0bqp3g,African,0bqp3g,1,22,
m.06j2vh_0001,m.06j2vh,African,06j2vh,1,41,
m.04n1gjt_0003,m.04n1gjt,African,04n1gjt,3,24,
m.08s03h_0003,m.08s03h,African,08s03h,3,30,
m.04dg0x_0001,m.04dg0x,African,04dg0x,1,56,
m.0bv7_5_0005,m.0bv7_5,African,0bv7_5,5,26,
m.06_xcp0_0001,m.06_xcp0,African,06_xcp0,1,29,
m.05p0_mj_0003,m.05p0_mj,African,05p0_mj,3,20,
m.027wjrz_0003,m.027wjrz,African,027wjrz,3,29,
m.03npynb_0003,m.03npynb,African,03npynb,3,25,
m.0fxyg7_0005,m.0fxyg7,African,0fxyg7,5,30,
m.080hg9f_0005,m.080hg9f,African,080hg9f,5,24,
m.05c9kr_0001,m.05c9kr,African,05c9kr,1,38,
m.0g1y5b_0005,m.0g1y5b,African,0g1y5b,5,23,
m.01n_yjl_0002,m.01n_yjl,African,01n_yjl,2,43,
m.02lhm2_0003,m.02lhm2,African,02lhm2,3,48,
m.08v1kb_0001,m.08v1kb,African,08v1kb,1,30,
m.0dqmwf_0001,m.0dqmwf,African,0dqmwf,1,27,
m.05p823_0002,m.05p823,African,05p823,2,25,
m.0br_yvc_0001,m.0br_yvc,African,0br_yvc,1,26,
m.0bbxg1q_0004,m.0bbxg1q,African,0bbxg1q,4,23,
m.02qx2n3_0002,m.02qx2n3,African,02qx2n3,2,34,
m.01ksvq4_0004,m.01ksvq4,African,01ksvq4,4,49,
m.026xznd_0005,m.026xznd,African,026xznd,5,21,
m.04rmx__0003,m.04rmx_,African,04rmx_,3,34,
m.05whkt_0003,m.05whkt,African,05whkt,3,31,
m.02r7z8k_0003,m.02r7z8k,African,02r7z8k,3,37,
m.05b_06_0004,m.05b_06,African,05b_06,4,25,
m.03d14p4_0001,m.03d14p4,African,03d14p4,1,23,
m.02xcr_g_0001,m.02xcr_g,African,02xcr_g,1,21,
m.05tjb8_0001,m.05tjb8,African,05tjb8,1,27,
m.0gffxsn_0003,m.0gffxsn,African,0gffxsn,3,25,
m.02rh7ds_0003,m.02rh7ds,African,02rh7ds,3,32,
m.07s4k2r_0001,m.07s4k2r,African,07s4k2r,1,34,
m.06w1j4d_0005,m.06w1j4d,African,06w1j4d,5,31,
m.04gq8mr_0003,m.04gq8mr,African,04gq8mr,3,26,
m.02vmctw_0002,m.02vmctw,African,02vmctw,2,41,
m.087tf6_0004,m.087tf6,African,087tf6,4,26,
m.09x97g_0002,m.09x97g,African,09x97g,2,33,
m.0cm_w3_0002,m.0cm_w3,African,0cm_w3,2,30,
m.04m7ty_0002,m.04m7ty,African,04m7ty,2,28,
m.06n341_0003,m.06n341,African,06n341,3,45,
m.0d772g_0002,m.0d772g,African,0d772g,2,22,
m.089myr_0002,m.089myr,African,089myr,2,28,
m.0d5z28_0003,m.0d5z28,African,0d5z28,3,24,
m.0dhfdl_0003,m.0dhfdl,African,0dhfdl,3,34,
m.048v_w_0004,m.048v_w,African,048v_w,4,26,
m.076vxp_0002,m.076vxp,African,076vxp,2,23,
m.06rdsn_0003,m.06rdsn,African,06rdsn,3,49,
m.0h3lv3x_0004,m.0h3lv3x,African,0h3lv3x,4,26,
m.02r8s3_0002,m.02r8s3,African,02r8s3,2,55,
m.06v7wq_0001,m.06v7wq,African,06v7wq,1,44,
m.04yjdf_0001,m.04yjdf,African,04yjdf,1,24,
m.076gyk_0002,m.076gyk,African,076gyk,2,27,
m.0f_01w_0001,m.0f_01w,African,0f_01w,1,25,
m.0h7qqch_0002,m.0h7qqch,African,0h7qqch,2,25,
m.0kvgwpr_0003,m.0kvgwpr,African,0kvgwpr,3,23,
m.07kd8f6_0003,m.07kd8f6,African,07kd8f6,3,23,
m.03h4t4z_0001,m.03h4t4z,African,03h4t4z,1,39,
m.0bsx90_0002,m.0bsx90,African,0bsx90,2,23,
m.04t15q_0002,m.04t15q,African,04t15q,2,26,
m.09l202_0003,m.09l202,African,09l202,3,32,
m.0bxw5v_0002,m.0bxw5v,African,0bxw5v,2,41,
m.051zz11_0003,m.051zz11,African,051zz11,3,24,
m.0l8lj0b_0002,m.0l8lj0b,African,0l8lj0b,2,22,
m.0f7tz5_0004,m.0f7tz5,African,0f7tz5,4,24,
m.0gh78k1_0002,m.0gh78k1,African,0gh78k1,2,23,
m.0gtxt6g_0003,m.0gtxt6g,African,0gtxt6g,3,32,
m.0ywsp_0002,m.0ywsp,African,0ywsp,2,46,
m.03gy5z8_0004,m.03gy5z8,African,03gy5z8,4,44,
m.02z3tyr_0001,m.02z3tyr,African,02z3tyr,1,40,
m.0glqs_8_0001,m.0glqs_8,African,0glqs_8,1,23,
m.02z2_6w_0003,m.02z2_6w,African,02z2_6w,3,30,
m.03_wtr_0001,m.03_wtr,African,03_wtr,1,39,
m.027f42_0003,m.027f42,African,027f42,3,27,
m.01sy_nn_0003,m.01sy_nn,African,01sy_nn,3,28,
m.01yrrh_0002,m.01yrrh,African,01yrrh,2,29,
m.025w77c_0004,m.025w77c,African,025w77c,4,26,
m.0d761n_0001,m.0d761n,African,0d761n,1,33,
m.07v3ln_0004,m.07v3ln,African,07v3ln,4,23,
m.03qdznd_0002,m.03qdznd,African,03qdznd,2,24,
m.0bvwbd_0003,m.0bvwbd,African,0bvwbd,3,36,
m.06w40r0_0001,m.06w40r0,African,06w40r0,1,21,
m.0j28dzv_0001,m.0j28dzv,African,0j28dzv,1,38,
m.09k4vy4_0005,m.09k4vy4,African,09k4vy4,5,22,
m.0h_9lxn_0003,m.0h_9lxn,African,0h_9lxn,3,20,
m.01qbbj0_0001,m.01qbbj0,African,01qbbj0,1,36,
m.03gs570_0003,m.03gs570,African,03gs570,3,22,
m.04m4p5_0004,m.04m4p5,African,04m4p5,4,37,
m.0j29dyf_0003,m.0j29dyf,African,0j29dyf,3,40,
m.05c9lt_0005,m.05c9lt,African,05c9lt,5,37,
m.0bs8wn2_0002,m.0bs8wn2,African,0bs8wn2,2,25,
m.05972y_0001,m.05972y,African,05972y,1,59,
m.0btjrg_0002,m.0btjrg,African,0btjrg,2,30,
m.05msxq5_0001,m.05msxq5,African,05msxq5,1,28,
m.03cqxxc_0003,m.03cqxxc,African,03cqxxc,3,50,
m.020cgm_0003,m.020cgm,African,020cgm,3,42,
m.037tyq_0002,m.037tyq,Caucasian,037tyq,2,23,
m.09v5jqn_0003,m.09v5jqn,Caucasian,09v5jqn,3,74,
m.027jg2__0001,m.027jg2_,Caucasian,027jg2_,1,29,
m.0py378y_0001,m.0py378y,Caucasian,0py378y,1,42,
m.02w4my0_0001,m.02w4my0,Caucasian,02w4my0,1,33,
m.05c4mjl_0001,m.05c4mjl,Caucasian,05c4mjl,1,60,
m.02pqjp_0004,m.02pqjp,Caucasian,02pqjp,4,43,
m.02qw0c4_0003,m.02qw0c4,Caucasian,02qw0c4,3,44,
m.038bht_0003,m.038bht,Caucasian,038bht,3,53,
m.0gty5sb_0001,m.0gty5sb,Caucasian,0gty5sb,1,32,
m.05c49j_0001,m.05c49j,Caucasian,05c49j,1,29,
m.06_mt7_0003,m.06_mt7,Caucasian,06_mt7,3,62,
m.0dsbtd1_0001,m.0dsbtd1,Caucasian,0dsbtd1,1,52,
m.0kryqm_0004,m.0kryqm,Caucasian,0kryqm,4,39,
m.085y6t_0001,m.085y6t,Caucasian,085y6t,1,40,
m.033fcx_0001,m.033fcx,Caucasian,033fcx,1,63,
m.0cb3hq_0001,m.0cb3hq,Caucasian,0cb3hq,1,31,
m.0pl2b_0_0002,m.0pl2b_0,Caucasian,0pl2b_0,2,31,
m.09v7fm8_0002,m.09v7fm8,Caucasian,09v7fm8,2,35,
m.04xs8v_0002,m.04xs8v,Caucasian,04xs8v,2,45,
m.076pcx_0003,m.076pcx,Caucasian,076pcx,3,53,
m.0cl9kh_0005,m.0cl9kh,Caucasian,0cl9kh,5,39,
m.03c9vhy_0004,m.03c9vhy,Caucasian,03c9vhy,4,22,
m.0ds2ztj_0002,m.0ds2ztj,Caucasian,0ds2ztj,2,43,
m.067fmb_0001,m.067fmb,Caucasian,067fmb,1,28,
m.096yh_0001,m.096yh,Caucasian,096yh,1,58,
m.02729k2_0005,m.02729k2,Caucasian,02729k2,5,33,
m.0h1dn6q_0003,m.0h1dn6q,Caucasian,0h1dn6q,3,45,
m.0g53f8w_0003,m.0g53f8w,Caucasian,0g53f8w,3,34,
m.096589_0004,m.096589,Caucasian,096589,4,37,
m.05b1w7j_0001,m.05b1w7j,Caucasian,05b1w7j,1,56,
m.08fryk_0001,m.08fryk,Caucasian,08fryk,1,30,
m.02w4my0_0002,m.02w4my0,Caucasian,02w4my0,2,24,
m.0gvsl8t_0001,m.0gvsl8t,Caucasian,0gvsl8t,1,21,
m.04qb28n_0001,m.04qb28n,Caucasian,04qb28n,1,35,
m.024vc__0001,m.024vc_,Caucasian,024vc_,1,47,
m.03z0jf_0002,m.03z0jf,Caucasian,03z0jf,2,34,
m.029d7w_0003,m.029d7w,Caucasian,029d7w,3,70,
m.06jrhz_0003,m.06jrhz,Caucasian,06jrhz,3,37,
m.02z1ff7_0002,m.02z1ff7,Caucasian,02z1ff7,2,36,
m.06p_x9_0001,m.06p_x9,Caucasian,06p_x9,1,40,
m.03gyy91_0001,m.03gyy91,Caucasian,03gyy91,1,56,
m.02prdgw_0001,m.02prdgw,Caucasian,02prdgw,1,36,
m.0gdkzp2_0001,m.0gdkzp2,Caucasian,0gdkzp2,1,56,
m.02qxh28_0002,m.02qxh28,Caucasian,02qxh28,2,75,
m.01b9z4_0005,m.01b9z4,Caucasian,01b9z4,5,43,
m.03ms85_0003,m.03ms85,Caucasian,03ms85,3,57,
m.027233r_0001,m.027233r,Caucasian,027233r,1,53,
m.01r5wc_0003,m.01r5wc,Caucasian,01r5wc,3,45,
m.053xkr_0001,m.053xkr,Caucasian,053xkr,1,27,
m.046x73_0001,m.046x73,Caucasian,046x73,1,50,
m.076tz6w_0001,m.076tz6w,Caucasian,076tz6w,1,54,
m.01ny3c_0003,m.01ny3c,Caucasian,01ny3c,3,35,
m.026zhxp_0001,m.026zhxp,Caucasian,026zhxp,1,72,
m.0gchs9h_0001,m.0gchs9h,Caucasian,0gchs9h,1,28,
m.0g8869_0001,m.0g8869,Caucasian,0g8869,1,36,
m.056h0j_0003,m.056h0j,Caucasian,056h0j,3,42,
m.05mgqb_0004,m.05mgqb,Caucasian,05mgqb,4,25,
m.0lnh8_0002,m.0lnh8,Caucasian,0lnh8,2,46,
m.0kntkh9_0003,m.0kntkh9,Caucasian,0kntkh9,3,26,
m.0gx2s9n_0003,m.0gx2s9n,Caucasian,0gx2s9n,3,53,
m.04f4pzm_0001,m.04f4pzm,Caucasian,04f4pzm,1,32,
m.06sdqc_0003,m.06sdqc,Caucasian,06sdqc,3,47,
m.01kyfs_0002,m.01kyfs,Caucasian,01kyfs,2,19,
m.015r3q_0001,m.015r3q,Caucasian,015r3q,1,33,
m.0brpvb_0003,m.0brpvb,Caucasian,0brpvb,3,48,
m.01vm3rs_0002,m.01vm3rs,Caucasian,01vm3rs,2,27,
m.03h1yrz_0002,m.03h1yrz,Caucasian,03h1yrz,2,32,
m.02729k2_0006,m.02729k2,Caucasian,02729k2,6,34,
m.0g9zt_w_0004,m.0g9zt_w,Caucasian,0g9zt_w,4,55,
m.07csqp_0001,m.07csqp,Caucasian,07csqp,1,34,
m.07lx0b_0001,m.07lx0b,Caucasian,07lx0b,1,47,
m.01jsz8_0002,m.01jsz8,Caucasian,01jsz8,2,27,
m.01wmlss_0001,m.01wmlss,Caucasian,01wmlss,1,35,
m.03byzw4_0003,m.03byzw4,Caucasian,03byzw4,3,24,
m.09blb2_0002,m.09blb2,Caucasian,09blb2,2,26,
m.0273sg4_0001,m.0273sg4,Caucasian,0273sg4,1,47,
m.028ckg_0003,m.028ckg,Caucasian,028ckg,3,63,
m.040fhq_0004,m.040fhq,Caucasian,040fhq,4,29,
m.06zq52_0003,m.06zq52,Caucasian,06zq52,3,52,
m.084w8_0001,m.084w8,Caucasian,084w8,1,50,
m.02729k2_0002,m.02729k2,Caucasian,02729k2,2,29,
m.09j5bm_0001,m.09j5bm,Caucasian,09j5bm,1,36,
m.01wf0wf_0002,m.01wf0wf,Caucasian,01wf0wf,2,56,
m.0k5gl5_0002,m.0k5gl5,Caucasian,0k5gl5,2,76,
m.060x66_0004,m.060x66,Caucasian,060x66,4,32,
m.0gvsl8t_0002,m.0gvsl8t,Caucasian,0gvsl8t,2,21,
m.01vs6g3_0001,m.01vs6g3,Caucasian,01vs6g3,1,43,
m.038g2x_0002,m.038g2x,Caucasian,038g2x,2,39,
m.027ff1c_0001,m.027ff1c,Caucasian,027ff1c,1,40,
m.03gblm_0001,m.03gblm,Caucasian,03gblm,1,42,
m.0n5vq6q_0001,m.0n5vq6q,Caucasian,0n5vq6q,1,23,
m.01n2_7_0003,m.01n2_7,Caucasian,01n2_7,3,65,
m.01vf_z_0001,m.01vf_z,Caucasian,01vf_z,1,38,
m.0698rn_0005,m.0698rn,Caucasian,0698rn,5,33,
m.02vpmlq_0001,m.02vpmlq,Caucasian,02vpmlq,1,24,
m.01gpm2_0002,m.01gpm2,Caucasian,01gpm2,2,43,
m.02wcg9p_0004,m.02wcg9p,Caucasian,02wcg9p,4,25,
m.0kr_9v_0004,m.0kr_9v,Caucasian,0kr_9v,4,29,
m.09xbcv_0003,m.09xbcv,Caucasian,09xbcv,3,54,
m.02wx53z_0002,m.02wx53z,Caucasian,02wx53z,2,44,
m.026njl2_0001,m.026njl2,Caucasian,026njl2,1,30,
m.0928zf_0001,m.0928zf,Caucasian,0928zf,1,35,
m.05rsgd_0003,m.05rsgd,Caucasian,05rsgd,3,38,
m.02dqfv_0002,m.02dqfv,Caucasian,02dqfv,2,39,
m.0264609_0003,m.0264609,Caucasian,0264609,3,27,
m.040ct4_0002,m.040ct4,Caucasian,040ct4,2,28,
m.039n2g_0001,m.039n2g,Caucasian,039n2g,1,31,
m.0fgwhq_0003,m.0fgwhq,Caucasian,0fgwhq,3,43,
m.06pt_8_0002,m.06pt_8,Caucasian,06pt_8,2,31,
m.02qwg_9_0003,m.02qwg_9,Caucasian,02qwg_9,3,23,
m.01jscz_0001,m.01jscz,Caucasian,01jscz,1,36,
m.0fcctd_0001,m.0fcctd,Caucasian,0fcctd,1,23,
m.07zsbv_0001,m.07zsbv,Caucasian,07zsbv,1,48,
m.02wxj3_0002,m.02wxj3,Caucasian,02wxj3,2,57,
m.0pcnkdy_0005,m.0pcnkdy,Caucasian,0pcnkdy,5,40,
m.0p_jc_0004,m.0p_jc,Caucasian,0p_jc,4,57,
m.02pk8c9_0003,m.02pk8c9,Caucasian,02pk8c9,3,25,
m.047rs3_0001,m.047rs3,Caucasian,047rs3,1,65,
m.05s28v_0003,m.05s28v,Caucasian,05s28v,3,50,
m.071jvk_0001,m.071jvk,Caucasian,071jvk,1,37,
m.07001l_0002,m.07001l,Caucasian,07001l,2,46,
m.0dgmz7b_0001,m.0dgmz7b,Caucasian,0dgmz7b,1,26,
m.098zc7_0001,m.098zc7,Caucasian,098zc7,1,56,
m.01r4_t_0005,m.01r4_t,Caucasian,01r4_t,5,43,
m.0qfsjx0_0004,m.0qfsjx0,Caucasian,0qfsjx0,4,42,
m.01ptrh_0001,m.01ptrh,Caucasian,01ptrh,1,41,
m.029ycx_0004,m.029ycx,Caucasian,029ycx,4,37,
m.02ssqb_0001,m.02ssqb,Caucasian,02ssqb,1,51,
m.03hj_vm_0004,m.03hj_vm,Caucasian,03hj_vm,4,20,
m.025wgh2_0003,m.025wgh2,Caucasian,025wgh2,3,31,
m.01r43l_0002,m.01r43l,Caucasian,01r43l,2,57,
m.05y_48_0001,m.05y_48,Caucasian,05y_48,1,38,
m.01mqgf_0004,m.01mqgf,Caucasian,01mqgf,4,22,
m.0hpz8_0001,m.0hpz8,Caucasian,0hpz8,1,35,
m.047r19m_0003,m.047r19m,Caucasian,047r19m,3,23,
m.07zsbv_0002,m.07zsbv,Caucasian,07zsbv,2,49,
m.07y23k_0004,m.07y23k,Caucasian,07y23k,4,27,
m.04n0wn__0003,m.04n0wn_,Caucasian,04n0wn_,3,39,
m.02lzxp_0003,m.02lzxp,Caucasian,02lzxp,3,36,
m.04cdb__0004,m.04cdb_,Caucasian,04cdb_,4,36,
m.07xzc1_0004,m.07xzc1,Caucasian,07xzc1,4,41,
m.05_qxl_0001,m.05_qxl,Caucasian,05_qxl,1,28,
m.023fbk_0004,m.023fbk,Caucasian,023fbk,4,48,
m.03t2j9_0004,m.03t2j9,Caucasian,03t2j9,4,36,
m.0bjmjk_0002,m.0bjmjk,Caucasian,0bjmjk,2,34,
m.0gty5sb_0003,m.0gty5sb,Caucasian,0gty5sb,3,27,
m.04jg_m_0002,m.04jg_m,Caucasian,04jg_m,2,44,
m.03r333_0004,m.03r333,Caucasian,03r333,4,48,
m.052_s57_0001,m.052_s57,Caucasian,052_s57,1,27,
m.06rr65_0003,m.06rr65,Caucasian,06rr65,3,27,
m.0kbfgk8_0001,m.0kbfgk8,Caucasian,0kbfgk8,1,40,
m.047g0g_0003,m.047g0g,Caucasian,047g0g,3,24,
m.0g1js6_0001,m.0g1js6,Caucasian,0g1js6,1,26,
m.0337cj_0002,m.0337cj,Caucasian,0337cj,2,37,
m.033jd0_0003,m.033jd0,Caucasian,033jd0,3,23,
m.0524rtn_0002,m.0524rtn,Caucasian,0524rtn,2,60,
m.01jm_5_0001,m.01jm_5,Caucasian,01jm_5,1,26,
m.087xr__0003,m.087xr_,Caucasian,087xr_,3,26,
m.027m0ky_0002,m.027m0ky,Caucasian,027m0ky,2,34,
m.028bfp7_0006,m.028bfp7,Caucasian,028bfp7,6,55,
m.07jhh1_0002,m.07jhh1,Caucasian,07jhh1,2,31,
m.02q_nsj_0001,m.02q_nsj,Caucasian,02q_nsj,1,26,
m.01cy59_0004,m.01cy59,Caucasian,01cy59,4,25,
m.07y23k_0005,m.07y23k,Caucasian,07y23k,5,31,
m.0g8869_0002,m.0g8869,Caucasian,0g8869,2,25,
m.05jyjn_0001,m.05jyjn,Caucasian,05jyjn,1,79,
m.02tz2j_0002,m.02tz2j,Caucasian,02tz2j,2,53,
m.014dv4_0001,m.014dv4,Caucasian,014dv4,1,57,
m.02z814b_0004,m.02z814b,Caucasian,02z814b,4,36,
m.0884pg_0004,m.0884pg,Caucasian,0884pg,4,43,
m.04llzp_0004,m.04llzp,Caucasian,04llzp,4,27,
m.03ghnx_0003,m.03ghnx,Caucasian,03ghnx,3,28,
m.0crj8tf_0002,m.0crj8tf,Caucasian,0crj8tf,2,56,
m.03d6zy4_0002,m.03d6zy4,Caucasian,03d6zy4,2,25,
m.05gkqv_0002,m.05gkqv,Caucasian,05gkqv,2,49,
m.02q484d_0001,m.02q484d,Caucasian,02q484d,1,51,
m.070cmt_0003,m.070cmt,Caucasian,070cmt,3,35,
m.01mj3tb_0001,m.01mj3tb,Caucasian,01mj3tb,1,34,
m.0dgpfr5_0002,m.0dgpfr5,Caucasian,0dgpfr5,2,22,
m.063wxj_0004,m.063wxj,Caucasian,063wxj,4,42,
m.0240v_0004,m.0240v,Caucasian,0240v,4,56,
m.05lc5m_0002,m.05lc5m,Caucasian,05lc5m,2,29,
m.05pg_g_0003,m.05pg_g,Caucasian,05pg_g,3,42,
m.06jlcl_0002,m.06jlcl,Caucasian,06jlcl,2,23,
m.03d_8h_0001,m.03d_8h,Caucasian,03d_8h,1,24,
m.06nzp7_0003,m.06nzp7,Caucasian,06nzp7,3,49,
m.03vzbr_0003,m.03vzbr,Caucasian,03vzbr,3,40,
m.02p_9kj_0001,m.02p_9kj,Caucasian,02p_9kj,1,35,
m.026c2ys_0003,m.026c2ys,Caucasian,026c2ys,3,42,
m.028bnll_0001,m.028bnll,Caucasian,028bnll,1,43,
m.026f9wk_0004,m.026f9wk,Caucasian,026f9wk,4,27,
m.04grr30_0001,m.04grr30,Caucasian,04grr30,1,27,
m.06pt_8_0003,m.06pt_8,Caucasian,06pt_8,3,33,
m.028t39_0001,m.028t39,Caucasian,028t39,1,34,
m.09pgdh_0003,m.09pgdh,Caucasian,09pgdh,3,29,
m.02ql98r_0003,m.02ql98r,Caucasian,02ql98r,3,32,
m.0c998h_0001,m.0c998h,Caucasian,0c998h,1,34,
m.03qg_h5_0001,m.03qg_h5,Caucasian,03qg_h5,1,43,
m.04ql20_0002,m.04ql20,Caucasian,04ql20,2,32,
m.011_2h_0001,m.011_2h,Caucasian,011_2h,1,29,
m.0g2pgl_0002,m.0g2pgl,Caucasian,0g2pgl,2,37,
m.06js1c_0002,m.06js1c,Caucasian,06js1c,2,34,
m.01p7yb_0003,m.01p7yb,Caucasian,01p7yb,3,42,
m.08093s1_0004,m.08093s1,Caucasian,08093s1,4,25,
m.01_my2_0002,m.01_my2,Caucasian,01_my2,2,33,
m.06_y8k_0002,m.06_y8k,Caucasian,06_y8k,2,22,
m.01rkzk_0001,m.01rkzk,Caucasian,01rkzk,1,47,
m.01v2cj1_0001,m.01v2cj1,Caucasian,01v2cj1,1,30,
m.04vq3h_0002,m.04vq3h,Caucasian,04vq3h,2,54,
m.026964z_0003,m.026964z,Caucasian,026964z,3,22,
m.0f8kb8_0003,m.0f8kb8,Caucasian,0f8kb8,3,27,
m.0416x13_0001,m.0416x13,Caucasian,0416x13,1,51,
m.04smc9_0003,m.04smc9,Caucasian,04smc9,3,27,
m.0hnc76t_0001,m.0hnc76t,Caucasian,0hnc76t,1,21,
m.04mx___0003,m.04mx__,Caucasian,04mx__,3,58,
m.0g5jbl6_0003,m.0g5jbl6,Caucasian,0g5jbl6,3,53,
m.04n24vs_0002,m.04n24vs,Caucasian,04n24vs,2,45,
m.0b31_c_0002,m.0b31_c,Caucasian,0b31_c,2,37,
m.027d33t_0003,m.027d33t,Caucasian,027d33t,3,39,
m.081lxk_0003,m.081lxk,Caucasian,081lxk,3,46,
m.0ywm0_0003,m.0ywm0,Caucasian,0ywm0,3,23,
m.03qlhm5_0002,m.03qlhm5,Caucasian,03qlhm5,2,28,
m.01q7cb__0003,m.01q7cb_,Caucasian,01q7cb_,3,36,
m.0j445zs_0003,m.0j445zs,Caucasian,0j445zs,3,20,
m.02_01w_0003,m.02_01w,Caucasian,02_01w,3,50,
m.0264lqm_0001,m.0264lqm,Caucasian,0264lqm,1,46,
m.0b6l81k_0005,m.0b6l81k,Caucasian,0b6l81k,5,26,
m.0d0_7q_0001,m.0d0_7q,Caucasian,0d0_7q,1,53,
m.06zq52_0002,m.06zq52,Caucasian,06zq52,2,56,
m.025_jlx_0002,m.025_jlx,Caucasian,025_jlx,2,41,
m.042rb0_0002,m.042rb0,Caucasian,042rb0,2,46,
m.03m83s_0003,m.03m83s,Caucasian,03m83s,3,27,
m.02vsjy0_0003,m.02vsjy0,Caucasian,02vsjy0,3,40,
m.0415w2s_0001,m.0415w2s,Caucasian,0415w2s,1,29,
m.08fsy0_0001,m.08fsy0,Caucasian,08fsy0,1,42,
m.0dtbs0_0003,m.0dtbs0,Caucasian,0dtbs0,3,47,
m.0210d5_0002,m.0210d5,Caucasian,0210d5,2,37,
m.05q4wp_0003,m.05q4wp,Caucasian,05q4wp,3,42,
m.02phppl_0001,m.02phppl,Caucasian,02phppl,1,42,
m.09g8fj_0002,m.09g8fj,Caucasian,09g8fj,2,47,
m.080ky6g_0002,m.080ky6g,Caucasian,080ky6g,2,28,
m.0dytmk_0001,m.0dytmk,Caucasian,0dytmk,1,34,
m.0b69rx_0002,m.0b69rx,Caucasian,0b69rx,2,38,
m.06zq52_0005,m.06zq52,Caucasian,06zq52,5,62,
m.0bzklr_0003,m.0bzklr,Caucasian,0bzklr,3,55,
m.09y69s_0003,m.09y69s,Caucasian,09y69s,3,67,
m.01jm_5_0003,m.01jm_5,Caucasian,01jm_5,3,33,
m.04n3cm__0004,m.04n3cm_,Caucasian,04n3cm_,4,25,
m.08pys0_0002,m.08pys0,Caucasian,08pys0,2,41,
m.01w923_0004,m.01w923,Caucasian,01w923,4,53,
m.05sxkvq_0002,m.05sxkvq,Caucasian,05sxkvq,2,37,
m.02kxwk_0003,m.02kxwk,Caucasian,02kxwk,3,50,
m.06_t8__0004,m.06_t8_,Caucasian,06_t8_,4,33,
m.07wglj_0004,m.07wglj,Caucasian,07wglj,4,37,
m.060d5l_0003,m.060d5l,Caucasian,060d5l,3,27,
m.08lc3k_0002,m.08lc3k,Caucasian,08lc3k,2,33,
m.0h6jx7_0002,m.0h6jx7,Caucasian,0h6jx7,2,28,
m.03f4nyq_0002,m.03f4nyq,Caucasian,03f4nyq,2,36,
m.026589t_0002,m.026589t,Caucasian,026589t,2,54,
m.0652x4_0001,m.0652x4,Caucasian,0652x4,1,27,
m.08gyz8_0002,m.08gyz8,Caucasian,08gyz8,2,23,
m.08r536_0001,m.08r536,Caucasian,08r536,1,40,
m.028ht5_0001,m.028ht5,Caucasian,028ht5,1,35,
m.01pr4bl_0001,m.01pr4bl,Caucasian,01pr4bl,1,38,
m.05p5gr_0002,m.05p5gr,Caucasian,05p5gr,2,37,
m.04n3skk_0004,m.04n3skk,Caucasian,04n3skk,4,21,
m.0rytzv1_0004,m.0rytzv1,Caucasian,0rytzv1,4,23,
m.01pp_b_0001,m.01pp_b,Caucasian,01pp_b,1,51,
m.0b8_2v_0002,m.0b8_2v,Caucasian,0b8_2v,2,46,
m.03h1xrn_0002,m.03h1xrn,Caucasian,03h1xrn,2,30,
m.05g7rg_0003,m.05g7rg,Caucasian,05g7rg,3,43,
m.02mxsf_0002,m.02mxsf,Caucasian,02mxsf,2,45,
m.043rgrz_0003,m.043rgrz,Caucasian,043rgrz,3,27,
m.040fhq_0001,m.040fhq,Caucasian,040fhq,1,31,
