img_name,Age,ethnicity,id_class,children_agegroup,im_id,face_id
Indian_702_1,3,Indian,702,0-3,Indian_702,
Indian_472_10,2,Indian,472,0-3,Indian_472,
Indian_251_2,2,Indian,251,0-3,Indian_251,
Indian_235_1,0,Indian,235,0-3,Indian_235,
Indian_140_4,1,Indian,140,0-3,Indian_140,
Indian_40_53,2,Indian,40,0-3,Indian_40,
Indian_133_1,3,Indian,133,0-3,Indian_133,
Indian_94_14,3,Indian,94,0-3,Indian_94,
Indian_672_0,3,Indian,672,0-3,Indian_672,
Indian_632_5,2,Indian,632,0-3,Indian_632,
Indian_286_19,2,Indian,286,0-3,Indian_286,
Indian_431_15,3,Indian,431,0-3,Indian_431,
Indian_284_47,3,Indian,284,0-3,Indian_284,
Indian_195_0,3,Indian,195,0-3,Indian_195,
Indian_203_0,2,Indian,203,0-3,Indian_203,
Indian_247_10,3,Indian,247,0-3,Indian_247,
Indian_661_1,2,Indian,661,0-3,Indian_661,
Indian_484_15,2,Indian,484,0-3,Indian_484,
Indian_251_1,3,Indian,251,0-3,Indian_251,
Indian_663_1,1,Indian,663,0-3,Indian_663,
Indian_278_38,2,Indian,278,0-3,Indian_278,
Indian_647_0,1,Indian,647,0-3,Indian_647,
Indian_140_54,0,Indian,140,0-3,Indian_140,
Indian_667_8,1,Indian,667,0-3,Indian_667,
Indian_662_1,0,Indian,662,0-3,Indian_662,
Indian_225_1,2,Indian,225,0-3,Indian_225,
Indian_424_0,3,Indian,424,0-3,Indian_424,
Indian_474_0,3,Indian,474,0-3,Indian_474,
Indian_640_1,0,Indian,640,0-3,Indian_640,
Indian_186_2,2,Indian,186,0-3,Indian_186,
Indian_229_0,3,Indian,229,0-3,Indian_229,
Indian_667_4,1,Indian,667,0-3,Indian_667,
Indian_632_9,3,Indian,632,0-3,Indian_632,
Indian_273_5,2,Indian,273,0-3,Indian_273,
Indian_671_0,1,Indian,671,0-3,Indian_671,
Indian_604_0,3,Indian,604,0-3,Indian_604,
Indian_216_9,2,Indian,216,0-3,Indian_216,
Indian_591_14,2,Indian,591,0-3,Indian_591,
Indian_320_2,1,Indian,320,0-3,Indian_320,
Indian_484_33,1,Indian,484,0-3,Indian_484,
Indian_671_1,2,Indian,671,0-3,Indian_671,
Indian_489_2,3,Indian,489,0-3,Indian_489,
Indian_94_2,1,Indian,94,0-3,Indian_94,
Indian_554_0,1,Indian,554,0-3,Indian_554,
Indian_99_1,2,Indian,99,0-3,Indian_99,
Indian_434_89,1,Indian,434,0-3,Indian_434,
Indian_343_8,3,Indian,343,0-3,Indian_343,
Indian_682_8,2,Indian,682,0-3,Indian_682,
Indian_293_84,3,Indian,293,0-3,Indian_293,
Indian_643_1,1,Indian,643,0-3,Indian_643,
Indian_273_2,1,Indian,273,0-3,Indian_273,
Indian_355_0,3,Indian,355,0-3,Indian_355,
Indian_597_1,1,Indian,597,0-3,Indian_597,
Indian_484_4,0,Indian,484,0-3,Indian_484,
Indian_591_24,2,Indian,591,0-3,Indian_591,
Indian_320_1,0,Indian,320,0-3,Indian_320,
Indian_485_3,0,Indian,485,0-3,Indian_485,
Indian_485_0,1,Indian,485,0-3,Indian_485,
Indian_401_0,3,Indian,401,0-3,Indian_401,
Indian_239_5,0,Indian,239,0-3,Indian_239,
Indian_348_8,2,Indian,348,0-3,Indian_348,
Indian_348_22,1,Indian,348,0-3,Indian_348,
Indian_667_15,1,Indian,667,0-3,Indian_667,
Indian_243_11,3,Indian,243,0-3,Indian_243,
Indian_38_1,2,Indian,38,0-3,Indian_38,
Indian_604_5,1,Indian,604,0-3,Indian_604,
Indian_576_0,1,Indian,576,0-3,Indian_576,
Indian_489_1,3,Indian,489,0-3,Indian_489,
Indian_657_0,2,Indian,657,0-3,Indian_657,
Indian_576_2,0,Indian,576,0-3,Indian_576,
Indian_46_9,3,Indian,46,0-3,Indian_46,
Indian_434_21,2,Indian,434,0-3,Indian_434,
Indian_243_8,2,Indian,243,0-3,Indian_243,
Indian_598_2,3,Indian,598,0-3,Indian_598,
Indian_431_26,3,Indian,431,0-3,Indian_431,
Indian_40_5,2,Indian,40,0-3,Indian_40,
Indian_243_12,1,Indian,243,0-3,Indian_243,
Indian_320_19,0,Indian,320,0-3,Indian_320,
Indian_223_16,0,Indian,223,0-3,Indian_223,
Indian_462_0,3,Indian,462,0-3,Indian_462,
Indian_526_2,1,Indian,526,0-3,Indian_526,
Indian_604_2,1,Indian,604,0-3,Indian_604,
Indian_632_0,2,Indian,632,0-3,Indian_632,
Indian_504_0,2,Indian,504,0-3,Indian_504,
Indian_449_1,2,Indian,449,0-3,Indian_449,
Indian_637_13,3,Indian,637,0-3,Indian_637,
Indian_638_6,3,Indian,638,0-3,Indian_638,
Indian_348_25,2,Indian,348,0-3,Indian_348,
Indian_278_33,2,Indian,278,0-3,Indian_278,
Indian_40_18,0,Indian,40,0-3,Indian_40,
Indian_94_10,1,Indian,94,0-3,Indian_94,
Indian_434_93,1,Indian,434,0-3,Indian_434,
Indian_434_23,2,Indian,434,0-3,Indian_434,
Indian_484_29,2,Indian,484,0-3,Indian_484,
Indian_251_0,3,Indian,251,0-3,Indian_251,
Indian_434_88,2,Indian,434,0-3,Indian_434,
m.0263vl0_0002,5,Caucasian,0263vl0,4-6,m.0263vl0,2.0
Caucasian_133_31,4,Caucasian,133,4-6,Caucasian_133,
Caucasian_1285_4,6,Caucasian,1285,4-6,Caucasian_1285,
Caucasian_1339_7,5,Caucasian,1339,4-6,Caucasian_1339,
Caucasian_300_58,5,Caucasian,300,4-6,Caucasian_300,
Caucasian_357_47,5,Caucasian,357,4-6,Caucasian_357,
Caucasian_192_70,5,Caucasian,192,4-6,Caucasian_192,
Caucasian_485_13,4,Caucasian,485,4-6,Caucasian_485,
Caucasian_341_1,4,Caucasian,341,4-6,Caucasian_341,
Caucasian_1107_11,4,Caucasian,1107,4-6,Caucasian_1107,
Caucasian_291_2,6,Caucasian,291,4-6,Caucasian_291,
Caucasian_559_14,6,Caucasian,559,4-6,Caucasian_559,
Caucasian_281_5,4,Caucasian,281,4-6,Caucasian_281,
Caucasian_363_20,6,Caucasian,363,4-6,Caucasian_363,
Caucasian_204_63,5,Caucasian,204,4-6,Caucasian_204,
Caucasian_1077_28,4,Caucasian,1077,4-6,Caucasian_1077,
Caucasian_326_32,5,Caucasian,326,4-6,Caucasian_326,
Caucasian_1301_7,6,Caucasian,1301,4-6,Caucasian_1301,
Caucasian_480_19,6,Caucasian,480,4-6,Caucasian_480,
Caucasian_1015_0,4,Caucasian,1015,4-6,Caucasian_1015,
Caucasian_464_22,4,Caucasian,464,4-6,Caucasian_464,
Caucasian_206_3,5,Caucasian,206,4-6,Caucasian_206,
Caucasian_1183_32,5,Caucasian,1183,4-6,Caucasian_1183,
Caucasian_1223_12,4,Caucasian,1223,4-6,Caucasian_1223,
Caucasian_1108_5,4,Caucasian,1108,4-6,Caucasian_1108,
Caucasian_377_4,4,Caucasian,377,4-6,Caucasian_377,
Caucasian_1340_17,5,Caucasian,1340,4-6,Caucasian_1340,
Caucasian_163_11,6,Caucasian,163,4-6,Caucasian_163,
Caucasian_208_33,5,Caucasian,208,4-6,Caucasian_208,
Caucasian_162_5,4,Caucasian,162,4-6,Caucasian_162,
Caucasian_601_0,5,Caucasian,601,4-6,Caucasian_601,
Caucasian_1329_52,6,Caucasian,1329,4-6,Caucasian_1329,
Caucasian_138_9,6,Caucasian,138,4-6,Caucasian_138,
Caucasian_1314_40,5,Caucasian,1314,4-6,Caucasian_1314,
Caucasian_238_13,4,Caucasian,238,4-6,Caucasian_238,
Caucasian_204_47,4,Caucasian,204,4-6,Caucasian_204,
Caucasian_386_12,4,Caucasian,386,4-6,Caucasian_386,
Caucasian_57_13,4,Caucasian,57,4-6,Caucasian_57,
Caucasian_337_0,5,Caucasian,337,4-6,Caucasian_337,
Caucasian_602_25,5,Caucasian,602,4-6,Caucasian_602,
Caucasian_449_48,4,Caucasian,449,4-6,Caucasian_449,
Caucasian_386_6,4,Caucasian,386,4-6,Caucasian_386,
Caucasian_377_1,4,Caucasian,377,4-6,Caucasian_377,
Caucasian_137_9,5,Caucasian,137,4-6,Caucasian_137,
Caucasian_130_0,6,Caucasian,130,4-6,Caucasian_130,
Caucasian_327_92,6,Caucasian,327,4-6,Caucasian_327,
Caucasian_1403_9,5,Caucasian,1403,4-6,Caucasian_1403,
Caucasian_11_95,4,Caucasian,11,4-6,Caucasian_11,
Caucasian_1297_0,4,Caucasian,1297,4-6,Caucasian_1297,
Caucasian_502_13,6,Caucasian,502,4-6,Caucasian_502,
Caucasian_192_24,4,Caucasian,192,4-6,Caucasian_192,
Caucasian_1050_2,5,Caucasian,1050,4-6,Caucasian_1050,
Caucasian_493_39,6,Caucasian,493,4-6,Caucasian_493,
Caucasian_365_83,5,Caucasian,365,4-6,Caucasian_365,
Caucasian_135_50,6,Caucasian,135,4-6,Caucasian_135,
Caucasian_1194_4,5,Caucasian,1194,4-6,Caucasian_1194,
Caucasian_1360_82,4,Caucasian,1360,4-6,Caucasian_1360,
Caucasian_327_7,5,Caucasian,327,4-6,Caucasian_327,
Caucasian_219_37,5,Caucasian,219,4-6,Caucasian_219,
Caucasian_1258_3,4,Caucasian,1258,4-6,Caucasian_1258,
Caucasian_1315_68,5,Caucasian,1315,4-6,Caucasian_1315,
Caucasian_45_5,4,Caucasian,45,4-6,Caucasian_45,
Caucasian_213_6,5,Caucasian,213,4-6,Caucasian_213,
Caucasian_249_27,6,Caucasian,249,4-6,Caucasian_249,
Caucasian_1073_86,5,Caucasian,1073,4-6,Caucasian_1073,
Caucasian_239_12,5,Caucasian,239,4-6,Caucasian_239,
Caucasian_238_4,5,Caucasian,238,4-6,Caucasian_238,
Caucasian_128_70,4,Caucasian,128,4-6,Caucasian_128,
Caucasian_562_8,4,Caucasian,562,4-6,Caucasian_562,
Caucasian_526_33,4,Caucasian,526,4-6,Caucasian_526,
Caucasian_327_53,5,Caucasian,327,4-6,Caucasian_327,
Caucasian_1151_33,4,Caucasian,1151,4-6,Caucasian_1151,
Caucasian_457_3,4,Caucasian,457,4-6,Caucasian_457,
Caucasian_1006_1,4,Caucasian,1006,4-6,Caucasian_1006,
Caucasian_1022_19,4,Caucasian,1022,4-6,Caucasian_1022,
Caucasian_233_9,4,Caucasian,233,4-6,Caucasian_233,
Caucasian_175_5,5,Caucasian,175,4-6,Caucasian_175,
Caucasian_1314_18,6,Caucasian,1314,4-6,Caucasian_1314,
Caucasian_549_3,5,Caucasian,549,4-6,Caucasian_549,
Caucasian_120_5,4,Caucasian,120,4-6,Caucasian_120,
Caucasian_1327_0,6,Caucasian,1327,4-6,Caucasian_1327,
Caucasian_313_13,4,Caucasian,313,4-6,Caucasian_313,
Caucasian_1296_6,5,Caucasian,1296,4-6,Caucasian_1296,
Caucasian_1338_1,4,Caucasian,1338,4-6,Caucasian_1338,
Caucasian_1328_0,5,Caucasian,1328,4-6,Caucasian_1328,
Caucasian_597_9,4,Caucasian,597,4-6,Caucasian_597,
m.018fwb_0001,6,Caucasian,018fwb,4-6,m.018fwb,1.0
Caucasian_1100_69,6,Caucasian,1100,4-6,Caucasian_1100,
Caucasian_1329_15,4,Caucasian,1329,4-6,Caucasian_1329,
Caucasian_1192_6,6,Caucasian,1192,4-6,Caucasian_1192,
Caucasian_250_0,6,Caucasian,250,4-6,Caucasian_250,
Caucasian_282_4,4,Caucasian,282,4-6,Caucasian_282,
Caucasian_298_42,4,Caucasian,298,4-6,Caucasian_298,
Caucasian_505_4,5,Caucasian,505,4-6,Caucasian_505,
Caucasian_1021_11,5,Caucasian,1021,4-6,Caucasian_1021,
Caucasian_1277_4,6,Caucasian,1277,4-6,Caucasian_1277,
Caucasian_1279_12,5,Caucasian,1279,4-6,Caucasian_1279,
Caucasian_1057_112,6,Caucasian,1057,4-6,Caucasian_1057,
Caucasian_179_7,4,Caucasian,179,4-6,Caucasian_179,
Caucasian_549_13,6,Caucasian,549,4-6,Caucasian_549,
Caucasian_465_4,4,Caucasian,465,4-6,Caucasian_465,
Caucasian_309_12,5,Caucasian,309,4-6,Caucasian_309,
Caucasian_239_14,5,Caucasian,239,4-6,Caucasian_239,
Caucasian_37_2,5,Caucasian,37,4-6,Caucasian_37,
Caucasian_410_27,5,Caucasian,410,4-6,Caucasian_410,
Caucasian_156_76,6,Caucasian,156,4-6,Caucasian_156,
Caucasian_581_41,6,Caucasian,581,4-6,Caucasian_581,
Caucasian_308_5,4,Caucasian,308,4-6,Caucasian_308,
Caucasian_1366_25,6,Caucasian,1366,4-6,Caucasian_1366,
Caucasian_147_56,4,Caucasian,147,4-6,Caucasian_147,
Caucasian_1065_23,6,Caucasian,1065,4-6,Caucasian_1065,
Caucasian_589_41,6,Caucasian,589,4-6,Caucasian_589,
Caucasian_432_0,5,Caucasian,432,4-6,Caucasian_432,
Caucasian_3_8,5,Caucasian,3,4-6,Caucasian_3,
Caucasian_1000_2,4,Caucasian,1000,4-6,Caucasian_1000,
Caucasian_292_8,6,Caucasian,292,4-6,Caucasian_292,
Caucasian_176_1,5,Caucasian,176,4-6,Caucasian_176,
Asian_398_5,6,Asian,398,4-6,Asian_398,
Asian_216_19,6,Asian,216,4-6,Asian_216,
Asian_602_22,6,Asian,602,4-6,Asian_602,
Asian_436_17,5,Asian,436,4-6,Asian_436,
Asian_194_85,5,Asian,194,4-6,Asian_194,
Asian_549_2,6,Asian,549,4-6,Asian_549,
Asian_517_1,5,Asian,517,4-6,Asian_517,
Asian_561_3,5,Asian,561,4-6,Asian_561,
Asian_485_7,4,Asian,485,4-6,Asian_485,
Asian_308_40,5,Asian,308,4-6,Asian_308,
Asian_506_22,5,Asian,506,4-6,Asian_506,
Asian_427_8,4,Asian,427,4-6,Asian_427,
Asian_581_1,6,Asian,581,4-6,Asian_581,
Asian_204_9,4,Asian,204,4-6,Asian_204,
Asian_338_21,6,Asian,338,4-6,Asian_338,
Asian_257_8,4,Asian,257,4-6,Asian_257,
Asian_420_60,4,Asian,420,4-6,Asian_420,
Asian_78_14,5,Asian,78,4-6,Asian_78,
Asian_472_1,6,Asian,472,4-6,Asian_472,
Asian_143_27,5,Asian,143,4-6,Asian_143,
Asian_288_12,5,Asian,288,4-6,Asian_288,
Asian_366_1,5,Asian,366,4-6,Asian_366,
Asian_602_10,5,Asian,602,4-6,Asian_602,
Asian_304_48,6,Asian,304,4-6,Asian_304,
Asian_412_20,5,Asian,412,4-6,Asian_412,
Asian_211_4,6,Asian,211,4-6,Asian_211,
Asian_204_63,5,Asian,204,4-6,Asian_204,
Asian_126_3,6,Asian,126,4-6,Asian_126,
Asian_161_7,4,Asian,161,4-6,Asian_161,
Asian_439_46,5,Asian,439,4-6,Asian_439,
Asian_290_0,4,Asian,290,4-6,Asian_290,
Asian_166_30,5,Asian,166,4-6,Asian_166,
Asian_268_5,5,Asian,268,4-6,Asian_268,
Asian_714_47,6,Asian,714,4-6,Asian_714,
Asian_718_43,5,Asian,718,4-6,Asian_718,
Asian_342_20,5,Asian,342,4-6,Asian_342,
Asian_735_0,5,Asian,735,4-6,Asian_735,
Asian_49_1,5,Asian,49,4-6,Asian_49,
Asian_144_4,4,Asian,144,4-6,Asian_144,
Asian_44_9,4,Asian,44,4-6,Asian_44,
Asian_421_15,5,Asian,421,4-6,Asian_421,
Asian_63_2,4,Asian,63,4-6,Asian_63,
Asian_517_17,4,Asian,517,4-6,Asian_517,
Asian_299_5,4,Asian,299,4-6,Asian_299,
Asian_685_1,4,Asian,685,4-6,Asian_685,
Asian_611_84,5,Asian,611,4-6,Asian_611,
Asian_110_15,6,Asian,110,4-6,Asian_110,
Asian_503_18,5,Asian,503,4-6,Asian_503,
Asian_546_20,5,Asian,546,4-6,Asian_546,
Asian_76_14,5,Asian,76,4-6,Asian_76,
Asian_554_1,6,Asian,554,4-6,Asian_554,
Asian_607_61,4,Asian,607,4-6,Asian_607,
Asian_61_44,5,Asian,61,4-6,Asian_61,
Asian_0_75,6,Asian,0,4-6,Asian_0,
Asian_549_23,4,Asian,549,4-6,Asian_549,
Asian_470_47,6,Asian,470,4-6,Asian_470,
Asian_300_17,6,Asian,300,4-6,Asian_300,
m.04972h_0001,6,Asian,04972h,4-6,m.04972h,1.0
Asian_410_1,5,Asian,410,4-6,Asian_410,
Asian_604_9,4,Asian,604,4-6,Asian_604,
Asian_141_21,4,Asian,141,4-6,Asian_141,
Asian_600_11,4,Asian,600,4-6,Asian_600,
Asian_689_0,4,Asian,689,4-6,Asian_689,
Asian_609_4,5,Asian,609,4-6,Asian_609,
Asian_270_3,5,Asian,270,4-6,Asian_270,
Asian_107_5,5,Asian,107,4-6,Asian_107,
Asian_320_6,4,Asian,320,4-6,Asian_320,
Asian_637_11,4,Asian,637,4-6,Asian_637,
Asian_439_11,4,Asian,439,4-6,Asian_439,
Asian_242_15,4,Asian,242,4-6,Asian_242,
Asian_503_11,6,Asian,503,4-6,Asian_503,
Asian_151_88,6,Asian,151,4-6,Asian_151,
Asian_64_33,6,Asian,64,4-6,Asian_64,
Asian_558_4,6,Asian,558,4-6,Asian_558,
Asian_479_1,6,Asian,479,4-6,Asian_479,
Asian_741_36,6,Asian,741,4-6,Asian_741,
Asian_703_1,4,Asian,703,4-6,Asian_703,
Asian_86_3,6,Asian,86,4-6,Asian_86,
Asian_356_1,6,Asian,356,4-6,Asian_356,
Asian_218_43,6,Asian,218,4-6,Asian_218,
Asian_148_33,4,Asian,148,4-6,Asian_148,
Asian_507_4,4,Asian,507,4-6,Asian_507,
Asian_50_0,5,Asian,50,4-6,Asian_50,
Asian_442_10,5,Asian,442,4-6,Asian_442,
Asian_442_2,4,Asian,442,4-6,Asian_442,
Asian_119_39,6,Asian,119,4-6,Asian_119,
Asian_545_6,5,Asian,545,4-6,Asian_545,
Asian_362_0,4,Asian,362,4-6,Asian_362,
Asian_718_15,4,Asian,718,4-6,Asian_718,
Asian_217_1,5,Asian,217,4-6,Asian_217,
Asian_102_7,5,Asian,102,4-6,Asian_102,
Asian_107_6,4,Asian,107,4-6,Asian_107,
Asian_503_13,6,Asian,503,4-6,Asian_503,
Asian_122_24,4,Asian,122,4-6,Asian_122,
Asian_218_25,4,Asian,218,4-6,Asian_218,
Asian_179_0,4,Asian,179,4-6,Asian_179,
Asian_249_10,6,Asian,249,4-6,Asian_249,
Asian_79_18,5,Asian,79,4-6,Asian_79,
Asian_247_0,5,Asian,247,4-6,Asian_247,
m.026m8l2_0001,4,Asian,026m8l2,4-6,m.026m8l2,1.0
Asian_607_48,4,Asian,607,4-6,Asian_607,
Asian_94_0,6,Asian,94,4-6,Asian_94,
m.03c9_tf_0004,6,Asian,03c9_tf,4-6,m.03c9_tf,4.0
Asian_467_7,6,Asian,467,4-6,Asian_467,
Asian_27_51,6,Asian,27,4-6,Asian_27,
Asian_51_1,5,Asian,51,4-6,Asian_51,
Asian_300_11,6,Asian,300,4-6,Asian_300,
Asian_232_6,4,Asian,232,4-6,Asian_232,
Asian_50_1,5,Asian,50,4-6,Asian_50,
Asian_614_33,5,Asian,614,4-6,Asian_614,
Asian_204_38,5,Asian,204,4-6,Asian_204,
Asian_144_0,4,Asian,144,4-6,Asian_144,
African_570_7,4,African,570,4-6,African_570,
African_201_1,6,African,201,4-6,African_201,
African_726_0,5,African,726,4-6,African_726,
African_681_0,6,African,681,4-6,African_681,
African_455_22,5,African,455,4-6,African_455,
African_376_4,6,African,376,4-6,African_376,
African_275_5,6,African,275,4-6,African_275,
African_157_14,4,African,157,4-6,African_157,
African_751_0,4,African,751,4-6,African_751,
African_628_91,4,African,628,4-6,African_628,
African_785_10,6,African,785,4-6,African_785,
African_614_1,6,African,614,4-6,African_614,
African_601_0,6,African,601,4-6,African_601,
African_471_19,6,African,471,4-6,African_471,
African_331_10,5,African,331,4-6,African_331,
African_785_5,5,African,785,4-6,African_785,
African_157_12,4,African,157,4-6,African_157,
African_488_0,6,African,488,4-6,African_488,
African_628_10,4,African,628,4-6,African_628,
African_625_0,4,African,625,4-6,African_625,
African_786_0,4,African,786,4-6,African_786,
African_794_1,5,African,794,4-6,African_794,
African_150_14,5,African,150,4-6,African_150,
African_620_0,6,African,620,4-6,African_620,
African_212_0,4,African,212,4-6,African_212,
African_60_6,4,African,60,4-6,African_60,
African_733_1,5,African,733,4-6,African_733,
African_480_0,4,African,480,4-6,African_480,
African_424_0,5,African,424,4-6,African_424,
African_681_23,4,African,681,4-6,African_681,
African_435_2,5,African,435,4-6,African_435,
African_599_0,5,African,599,4-6,African_599,
African_210_2,5,African,210,4-6,African_210,
African_265_9,4,African,265,4-6,African_265,
African_419_7,6,African,419,4-6,African_419,
African_587_2,5,African,587,4-6,African_587,
African_429_3,5,African,429,4-6,African_429,
African_484_14,4,African,484,4-6,African_484,
African_558_22,5,African,558,4-6,African_558,
African_580_16,6,African,580,4-6,African_580,
African_18_1,5,African,18,4-6,African_18,
African_475_16,4,African,475,4-6,African_475,
African_488_1,6,African,488,4-6,African_488,
African_324_9,4,African,324,4-6,African_324,
African_300_5,6,African,300,4-6,African_300,
African_121_1,6,African,121,4-6,African_121,
African_275_7,5,African,275,4-6,African_275,
African_283_10,6,African,283,4-6,African_283,
African_475_21,5,African,475,4-6,African_475,
African_523_9,6,African,523,4-6,African_523,
African_346_8,6,African,346,4-6,African_346,
African_424_1,5,African,424,4-6,African_424,
African_316_13,4,African,316,4-6,African_316,
African_123_0,4,African,123,4-6,African_123,
African_376_8,5,African,376,4-6,African_376,
African_283_1,6,African,283,4-6,African_283,
African_131_4,4,African,131,4-6,African_131,
African_599_1,6,African,599,4-6,African_599,
African_295_17,6,African,295,4-6,African_295,
African_558_31,5,African,558,4-6,African_558,
African_578_7,4,African,578,4-6,African_578,
African_18_0,5,African,18,4-6,African_18,
African_285_20,5,African,285,4-6,African_285,
African_147_6,6,African,147,4-6,African_147,
African_297_9,5,African,297,4-6,African_297,
African_617_8,4,African,617,4-6,African_617,
African_181_2,6,African,181,4-6,African_181,
African_366_15,5,African,366,4-6,African_366,
African_228_3,4,African,228,4-6,African_228,
African_788_11,5,African,788,4-6,African_788,
African_475_5,4,African,475,4-6,African_475,
African_50_0,6,African,50,4-6,African_50,
African_510_1,4,African,510,4-6,African_510,
African_492_0,5,African,492,4-6,African_492,
African_686_66,4,African,686,4-6,African_686,
African_44_1,6,African,44,4-6,African_44,
African_726_5,5,African,726,4-6,African_726,
African_192_12,4,African,192,4-6,African_192,
African_3_9,6,African,3,4-6,African_3,
African_314_11,5,African,314,4-6,African_314,
African_715_0,6,African,715,4-6,African_715,
African_466_3,4,African,466,4-6,African_466,
African_333_18,5,African,333,4-6,African_333,
African_1_11,5,African,1,4-6,African_1,
African_67_8,4,African,67,4-6,African_67,
African_157_20,4,African,157,4-6,African_157,
African_645_2,6,African,645,4-6,African_645,
African_374_0,4,African,374,4-6,African_374,
African_64_0,6,African,64,4-6,African_64,
African_758_3,5,African,758,4-6,African_758,
African_582_3,6,African,582,4-6,African_582,
African_570_5,4,African,570,4-6,African_570,
African_312_0,4,African,312,4-6,African_312,
African_12_13,5,African,12,4-6,African_12,
African_318_32,6,African,318,4-6,African_318,
African_663_0,4,African,663,4-6,African_663,
African_298_0,5,African,298,4-6,African_298,
African_651_2,5,African,651,4-6,African_651,
African_409_25,5,African,409,4-6,African_409,
African_429_0,5,African,429,4-6,African_429,
African_688_14,6,African,688,4-6,African_688,
African_682_13,4,African,682,4-6,African_682,
African_685_0,5,African,685,4-6,African_685,
African_126_5,4,African,126,4-6,African_126,
African_67_10,6,African,67,4-6,African_67,
African_425_0,5,African,425,4-6,African_425,
African_153_8,5,African,153,4-6,African_153,
African_637_0,4,African,637,4-6,African_637,
African_677_1,5,African,677,4-6,African_677,
African_458_4,4,African,458,4-6,African_458,
African_681_5,6,African,681,4-6,African_681,
African_330_4,5,African,330,4-6,African_330,
African_681_27,5,African,681,4-6,African_681,
African_312_8,6,African,312,4-6,African_312,
African_132_0,6,African,132,4-6,African_132,
African_484_9,5,African,484,4-6,African_484,
African_558_45,4,African,558,4-6,African_558,
African_547_62,6,African,547,4-6,African_547,
African_663_2,4,African,663,4-6,African_663,
African_415_0,6,African,415,4-6,African_415,
African_126_3,4,African,126,4-6,African_126,
African_784_6,4,African,784,4-6,African_784,
African_327_0,4,African,327,4-6,African_327,
African_758_1,5,African,758,4-6,African_758,
African_506_0,4,African,506,4-6,African_506,
African_290_4,6,African,290,4-6,African_290,
African_216_0,5,African,216,4-6,African_216,
African_652_2,6,African,652,4-6,African_652,
African_718_0,5,African,718,4-6,African_718,
African_292_5,4,African,292,4-6,African_292,
African_331_4,4,African,331,4-6,African_331,
African_316_2,4,African,316,4-6,African_316,
African_46_0,6,African,46,4-6,African_46,
African_514_2,5,African,514,4-6,African_514,
African_209_33,4,African,209,4-6,African_209,
African_329_2,4,African,329,4-6,African_329,
African_333_8,4,African,333,4-6,African_333,
African_114_2,6,African,114,4-6,African_114,
African_292_1,5,African,292,4-6,African_292,
African_552_2,4,African,552,4-6,African_552,
African_682_40,4,African,682,4-6,African_682,
African_285_16,4,African,285,4-6,African_285,
African_712_5,6,African,712,4-6,African_712,
African_312_1,4,African,312,4-6,African_312,
African_302_5,4,African,302,4-6,African_302,
African_302_7,4,African,302,4-6,African_302,
African_674_3,4,African,674,4-6,African_674,
African_797_0,4,African,797,4-6,African_797,
African_291_6,5,African,291,4-6,African_291,
African_503_59,6,African,503,4-6,African_503,
African_131_3,6,African,131,4-6,African_131,
African_657_0,4,African,657,4-6,African_657,
African_631_7,4,African,631,4-6,African_631,
African_411_2,6,African,411,4-6,African_411,
African_580_15,5,African,580,4-6,African_580,
African_295_8,5,African,295,4-6,African_295,
African_246_0,6,African,246,4-6,African_246,
African_721_4,6,African,721,4-6,African_721,
African_466_0,4,African,466,4-6,African_466,
African_759_7,5,African,759,4-6,African_759,
African_39_0,5,African,39,4-6,African_39,
African_485_12,4,African,485,4-6,African_485,
African_12_16,5,African,12,4-6,African_12,
African_302_10,5,African,302,4-6,African_302,
Indian_144_0,6,Indian,144,4-6,Indian_144,
Indian_119_0,4,Indian,119,4-6,Indian_119,
Indian_264_1,5,Indian,264,4-6,Indian_264,
Indian_348_28,4,Indian,348,4-6,Indian_348,
m.0jwwdq1_0002,6,Indian,0jwwdq1,4-6,m.0jwwdq1,2.0
Indian_378_1,6,Indian,378,4-6,Indian_378,
Indian_434_4,4,Indian,434,4-6,Indian_434,
Indian_707_1,6,Indian,707,4-6,Indian_707,
Indian_288_1,5,Indian,288,4-6,Indian_288,
Indian_31_0,4,Indian,31,4-6,Indian_31,
Indian_607_2,6,Indian,607,4-6,Indian_607,
Indian_245_2,6,Indian,245,4-6,Indian_245,
Indian_232_4,5,Indian,232,4-6,Indian_232,
Indian_410_0,5,Indian,410,4-6,Indian_410,
Indian_427_5,4,Indian,427,4-6,Indian_427,
Indian_633_2,4,Indian,633,4-6,Indian_633,
Indian_420_2,5,Indian,420,4-6,Indian_420,
Indian_175_1,4,Indian,175,4-6,Indian_175,
Indian_220_2,5,Indian,220,4-6,Indian_220,
Indian_572_5,6,Indian,572,4-6,Indian_572,
Indian_249_1,5,Indian,249,4-6,Indian_249,
m.08jn6t_0001,6,Indian,08jn6t,4-6,m.08jn6t,1.0
Indian_0_0,4,Indian,0,4-6,Indian_0,
Indian_153_1,5,Indian,153,4-6,Indian_153,
Indian_43_10,4,Indian,43,4-6,Indian_43,
Indian_549_1,5,Indian,549,4-6,Indian_549,
Indian_278_34,6,Indian,278,4-6,Indian_278,
Indian_681_2,6,Indian,681,4-6,Indian_681,
Indian_531_20,6,Indian,531,4-6,Indian_531,
Indian_694_0,4,Indian,694,4-6,Indian_694,
Indian_220_0,5,Indian,220,4-6,Indian_220,
